枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-daac43f51729,四悪妖・鵺,88,9542,5964,1,attribute_change,0.4338,0.4444,186,14,8,いいえ,四悪妖・鵺 / カルボ姉（ねえ） / 牛タソ☆行進曲 / 跛荒の鉄男大先生 / 巨大カンテツ
1,2,em-d7873747b412,藤のフヒッティ,75,10735,3578,1,damage_reduction,0.4273,0.4514,199,1,7,いいえ,藤のフヒッティ / vにゅーさん / オイボくん / 瓜だね女中 / 美才能♪かの子さん
1,3,em-ceda64319ca1,蜜香のウミリンゴ,75,8520,5453,1,attack_buff,0.4199,0.4375,183,17,8,いいえ,蜜香のウミリンゴ / 壺風味の何か / 摩陀羅　潮真 / 花火戦隊サイガーRe / シミ
1,4,em-7c0ef69518eb,有砂小町２ＰＣ,40,5112,5112,4,delay,0.4133,0.4583,197,3,8,いいえ,有砂小町２ＰＣ / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,5,em-9413da55b7e0,ヤマピカリャーコ,47,4515,5095,2,multi_hit_attack,0.412,0.5069,192,8,8,いいえ,ヤマピカリャーコ / ヤマさんヤミーさん / ディワリのｱﾗｸｼｭﾐｰ / ハバキたん / わっしょいミカ先生
1,6,em-962f1faafed7,三貴子アマテラス,75,10309,5112,5,revive,0.3997,0.4514,196,4,8,いいえ,三貴子アマテラス / 壺風味の何か / 無双中な宗茂さん / 愛のぴよ子 / 財閥だ浅ちゃん！
1,7,em-c6337efaceae,ｴﾚｶﾞﾝﾄ☆トラボル子,47,4260,4771,5,aoe_attack,0.3969,0.5208,192,8,8,いいえ,ｴﾚｶﾞﾝﾄ☆トラボル子 / ヤマさんヤミーさん / ディワリのｱﾗｸｼｭﾐｰ / ハバキたん / わっしょいミカ先生
1,8,em-f5955c15b029,ばんば新年2026,60,7668,3438,1,attack_buff,0.3966,0.4583,198,2,8,いいえ,ばんば新年2026 / vにゅーさん / 摩陀羅　潮真 / 花火戦隊サイガーRe / 巨大カンテツ
1,9,em-cea68c425163,跛荒の鉄男大先生,51,4686,6625,3,multi_hit_attack,0.3961,0.4792,192,8,8,いいえ,跛荒の鉄男大先生 / 壺風味の何か / 哀哭のオオウミガラス / 巳ーちゃんさん / 巨大カンテツ
1,10,em-10b41d0249c9,ホタル,40,4396,5163,1,attribute_change,0.3951,0.4722,197,3,8,いいえ,ホタル / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,11,em-2b9338d5254c,電撃のびゃ子,58,2641,6219,0,attack_buff,0.3947,0.4583,199,1,8,いいえ,電撃のびゃ子 / 壺風味の何か / 哀哭のオオウミガラス / 巳ーちゃんさん / 巨大カンテツ
1,12,em-abcae044297d,ラ・ショー・ドさん,44,5453,3424,5,delay,0.3928,0.4444,198,2,8,いいえ,ラ・ショー・ドさん / vにゅーさん / スクナクナクナクス / 財閥だ浅ちゃん！ / 巨大カンテツ
1,13,em-cd52b65347bc,フローラさま,75,11161,3408,1,attack_buff,0.3913,0.4028,183,17,8,いいえ,フローラさま / 壺風味の何か / 摩陀羅　潮真 / 花火戦隊サイガーRe / シミ
1,14,em-5b1667b398d0,?????,46,4430,5112,2,multi_hit_attack,0.3911,0.4792,191,9,8,いいえ,????? / ヤマさんヤミーさん / ディワリのｱﾗｸｼｭﾐｰ / ハバキたん / わっしょいミカ先生
1,15,em-2849b1a72ff2,生足魅惑の☆ハクさん,80,11246,5112,5,attack_buff,0.3907,0.4306,188,12,8,いいえ,生足魅惑の☆ハクさん / 壺風味の何か / 摩陀羅　潮真 / 花火戦隊サイガーRe / シミ
1,16,em-bdcce3725e8b,修験鬼ギュウちゃん,85,9372,5453,1,damage_reduction,0.3905,0.3889,191,9,8,いいえ,修験鬼ギュウちゃん / ヤマさんヤミーさん / 牛タソ☆行進曲 / 花火戦隊サイガーRe / シミ
1,17,em-e15fbf6ecd0c,シャーロック&エッジュ,41,4260,5112,2,skill_reduction,0.3901,0.4444,198,2,8,いいえ,シャーロック&エッジュ / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,18,em-a8e1bfbd68cd,秋のタツタちゃん,80,10224,4771,4,multi_hit_attack,0.39,0.4306,188,12,8,いいえ,秋のタツタちゃん / 壺風味の何か / 摩陀羅　潮真 / 花火戦隊サイガーRe / シミ
1,19,em-aff304b1eab4,日本一の桃たろす,42,4260,5964,2,attribute_change,0.3891,0.4722,199,1,8,いいえ,日本一の桃たろす / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,20,em-237ca774c5e5,ルナプリ☆かぐや様,66,8861,1584,1,aoe_attack,0.3877,0.4722,189,11,8,いいえ,ルナプリ☆かぐや様 / vにゅーさん / 摩陀羅　潮真 / 愛のぴよ子 / 財閥だ浅ちゃん！
1,21,em-76691ebd833d,特攻のびゃこ,38,2641,6219,2,attack_buff,0.3873,0.4861,195,5,8,いいえ,特攻のびゃこ / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,22,em-9667a89799b5,冬の双子姫,77,9628,4686,2,damage_reduction,0.3872,0.4167,191,9,8,いいえ,冬の双子姫 / 夏至祭のヴァサクサ君 / 愛のぴよ子 / 跛荒の鉄男大先生 / 財閥だ浅ちゃん！
1,23,em-215080a7a05b,?????,39,4924,4413,4,skill_reduction,0.3864,0.4375,196,4,8,いいえ,????? / 壺風味の何か / 哀哭のオオウミガラス / 跛荒の鉄男大先生 / 巨大カンテツ
1,24,em-1e9e4475c353,ゲラー･ｻﾞ･ｸﾞﾗﾃﾞｨｴｲﾀｰ,55,3408,5964,2,attack_buff,0.3863,0.4861,196,4,8,いいえ,ゲラー･ｻﾞ･ｸﾞﾗﾃﾞｨｴｲﾀｰ / 壺風味の何か / 哀哭のオオウミガラス / 巳ーちゃんさん / 巨大カンテツ
