総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,23,100,1,em-4819d53ddb48,ブハラ師匠,water,ZR,39,5708,3237,3,味方全員のHPを130%回復する,advantage_creation,30,0.6667,0.5156,0.9333,0.3667,1,0.2565,0.923,0.3166,1.3333,0,0.97,0.016126
2,24,101,3,em-7a8534cb5af6,クレリゴス子様,water,ZR,41,6731,2951,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,30,0.6667,0.5085,0.9667,0.3667,1,0.2139,0.9214,0.2711,1.3333,0,0.9698,0.015675
3,152,53,6,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,30,0.65,0.4931,0.9,0.6667,1,0.1839,0.9155,0.2381,0,0.7333,0.9192,0.012964
4,25,102,2,em-69c457dd7e6a,スミθ＆エð,water,R,13,3020,755,2,2ターンの間、火属性の攻撃を自身に集中させる。(90%カット),advantage_creation,30,0.65,0.4862,1,1,1,0.2167,0.8918,0.2691,1.3,0,0.9998,0.015844
5,22,103,4,em-d5ea84224259,ﾌﾗﾝﾀﾞｰｽのわんわんお,water,MZR,38,5538,3190,3,2ターンの間、攻撃を自身に集中させる(68%カット),advantage_creation,30,0.6333,0.478,0.9667,0.4,1,0.2302,0.8995,0.2843,1.4,0,0.9184,0.014945
6,153,41,8,em-1d6b42059506,レーティッシュ凛子,water_wind,ZR,35,5623,3229,3,2ターンの間、火属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,30,0.6333,0.478,0.9667,0.6667,1,0.2129,0.9248,0.2707,0,0.8333,0.9689,0.012679
7,41,104,5,em-6f409bf9b5bd,素敵なステチュさん,fire_wind,N,14,211,2115,2,2ターンの間、水属性の味方全員にダメージを70%軽減するシールドを与える,advantage_creation,30,0.6333,0.471,1,1,1,0.2693,0.9101,0.3222,1.0333,0,0.9998,0.013511
8,40,105,7,em-e9b3dc6478a4,アヌラさま,water,CR,33,2495,2978,2,1ターンの間、水属性の攻撃を自身に集中させる(90%カット),advantage_creation,30,0.6333,0.4644,1,1,1,0.2048,0.8768,0.261,1.2333,0,0.9893,0.012782
9,86,106,9,em-68afa2dec462,みどりのたけしマン,water_wind,CR,23,2592,2432,3,3ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,30,0.6167,0.4561,0.9,0.6667,1,0.1837,0.8911,0.2371,0.7,0,0.9892,0.011733
10,84,107,10,em-7f18b9c64c74,家族贖罪という字面,water,ZR,40,5964,1704,3,5ターンの間、味方全員に火属性の敵からのダメージを45%軽減するシールドを与える,advantage_creation,30,0.6,0.4414,0.9667,0.5333,1,0.1909,0.8898,0.2393,0.7333,0,0.968,0.010812
11,87,108,12,em-357d76cd5b69,のり男さん,water,N,5,424,356,3,2ターンの間、火属性の攻撃を自身に集中させる(60%カット),advantage_creation,30,0.6,0.4414,0.8667,0.5667,1,0.1688,0.9039,0.2225,0.7,0,0.9997,0.010754
12,91,109,15,em-489782f8e31c,愛のぴよ子,fire,CR,7,1631,1993,3,水属性の味方全員のHPを100%回復する,advantage_creation,30,0.6,0.4345,0.8333,0.7667,1,0.1931,0.8943,0.2472,0.6,0,0.9889,0.009927
13,154,40,11,em-a7be30f0211a,烏枢さま降臨！,fire,R,13,1359,2416,2,1ターンの間、水属性の敵に対する味方全員の攻撃力を250%増加させる,counteraction,30,0.5833,0.4134,1,1,1,0.1803,0.875,0.2316,0,0.9333,0.9994,0.0108
14,117,110,16,em-3911cf0df99b,あずま京子という女,water,R,14,1687,1687,3,2ターンの間、味方全員に風属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,30,0.5833,0.407,0.7,0.7333,1,0.1987,0.8651,0.2528,0.4667,0,0.9993,0.009586
15,88,111,17,em-c8ed16119cbe,ヴェルラの木こり,water,CR,28,3014,3162,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,30,0.5667,0.4057,1,1,1,0.188,0.9024,0.2302,0.6667,0,0.9887,0.00923
16,64,112,14,em-53a13d10258e,コドモドラゴン！,water,N,10,1833,987,3,2ターンの間、味方全員に火属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,30,0.5667,0.399,0.8667,0.6667,1,0.1701,0.896,0.2189,0.7667,0,0.9995,0.010024
17,155,75,23,em-32dd2642183e,ハイパーハンギョジン,fire,MZR,60,5889,3996,3,2ターンの間、味方全員の攻撃力を78%増加させる,counteraction,30,0.55,0.3917,0.9,0.4,1,0.1366,0.8874,0.1757,0,0.4667,0.9137,0.008477
18,156,54,25,em-983cb2f685ee,再びニートだ浅ちゃん,fire,MZR,40,2044,6816,2,1ターンの間、自身の攻撃力を300%増加させる,counteraction,30,0.55,0.3849,1,1,1,0.1838,0.8673,0.237,0,0.6333,0.9133,0.008292
19,92,113,29,em-41b8799b7505,まおーちゃん,fire,MZR,50,3748,4941,3,死亡している水属性の味方全員を33%のHPで蘇らせる,advantage_creation,30,0.55,0.3849,0.8,0.4667,1,0.1761,0.8903,0.2171,0.5667,0,0.9129,0.007641
20,62,114,20,em-88028fdebb04,オペラハウス侯爵,water,CR,24,3154,3177,3,死亡している火属性の味方全員を100%のHPで蘇らせる,advantage_creation,30,0.5333,0.371,0.7667,0.4333,1,0.1714,0.8858,0.2189,0.9,0,0.9882,0.00876
21,93,115,24,em-455191024aba,偉いぞさいごー丼,water,R,15,2718,1132,3,2ターンの間、風属性の攻撃を自身に集中させる(70%カット),advantage_creation,30,0.5333,0.371,0.7667,0.6333,1,0.1422,0.8786,0.1859,0.5333,0,0.9989,0.008311
22,157,76,26,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,30,0.5333,0.3644,0.8333,0.4,1,0.1399,0.8594,0.1832,0,0.4333,0.9653,0.007782
23,158,116,33,em-8060e6a7ab61,戸隠ちび丸,water,R,4,150,700,3,1ターンの間、火属性の敵に対する自身の攻撃力を100%増加させる,counteraction,30,0.5333,0.3579,0.8333,0.6,1,0.2072,0.8554,0.2641,0,0,0.9988,0.007109
24,94,117,109,em-94f677409ee2,月甲のルナタスピス,water,伝,75,10224,4543,3,3ターンの間、攻撃を自身に集中させる(33%カット),advantage_creation,30,0.5,0.3514,0.9667,0.2,1,0.1185,0.8734,0.1497,0.5333,0,0.3926,0.003061
25,119,118,35,em-3434078c33f2,橋の上のかずら,fire_wind,CR,20,2012,2173,2,1ターンの間、攻撃をリーダーに集中させる(70%カット),advantage_creation,30,0.5167,0.3507,1,1,1,0.1191,0.8826,0.1564,0.4333,0,0.9877,0.006819
26,159,42,27,em-8038935d7100,竜宮の翁,fire,MZR,38,4771,3748,2,3ターンの間、自身の攻撃力を100%増加させる,counteraction,30,0.5,0.3306,1,1,1,0.1612,0.8658,0.2059,0,0.8333,0.9101,0.007678
27,63,98,31,em-4dc27428f645,よりりんＫ林スタイル,fire_water,CR,24,2576,2576,2,1ターンの間、味方全員の属性を風属性に変更する,adaptive,30,0.5,0.3306,0.8,1,1,0.1496,0.8518,0.1947,0.8,0.1667,0.9875,0.00756
28,85,119,36,em-b9b869c15b9f,ルリマダラー,fire_water,CR,15,3786,378,2,1ターンの間、水属性の攻撃を自身に集中させる(80%カット),advantage_creation,30,0.5,0.3242,1,1,1,0.199,0.8595,0.2448,0.7333,0,0.9874,0.006698
29,150,120,45,em-b08b3e6f22a8,フィッシャーマン三平,water_wind,N,17,1286,1316,2,1ターンの間、攻撃をリーダーに集中させる(70%カット),advantage_creation,30,0.5,0.3242,1,1,1,0.15,0.8388,0.1967,0.2333,0,0.9991,0.006077
30,151,121,50,em-86b9ae60356a,ブーナッドさま,water,CR,14,2100,400,2,自身のHPを50%回復する,advantage_creation,30,0.5,0.3242,1,1,1,0.1472,0.8412,0.1939,0.1,0,0.9872,0.005845
31,121,122,54,em-9f9bdf00a915,ハンドフィッシュさん,fire,CR,27,1635,2862,3,1ターンの間、味方全員にダメージを62%軽減するシールドを与える,advantage_creation,30,0.4833,0.3241,0.7,0.5,1,0.1279,0.8563,0.166,0.3,0,0.9871,0.005817
32,160,123,60,em-e931902358ae,弘法大師Ｑ改,water,R,15,1359,1963,3,水属性の味方全員のスキルカウントを1減少させる,ignored,30,0.4833,0.3173,0,0.5667,1,0.1456,0.8362,0.1873,0,0,0.9983,0.005578
33,161,97,49,em-b54ea6cda2a4,塚井さん,fire,CR,38,3817,2999,2,3ターンの間、自身の攻撃力を80%増加させる,counteraction,30,0.4833,0.3173,1,1,1,0.132,0.875,0.1716,0,0.2333,0.9869,0.005878
34,120,124,62,em-5558b35b9413,フゥーま＆ヴォたん,water_wind,R,14,800,800,3,1ターンの間、攻撃をリーダーに集中させる(65%カット),advantage_creation,30,0.4833,0.3108,0.9,0.5,1,0.1306,0.8361,0.1695,0.4333,0,0.9982,0.005451
35,65,125,38,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,30,0.4833,0.3108,0.8,0.4,1,0.1262,0.842,0.1665,0.7667,0,0.9623,0.006404
36,89,126,68,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,30,0.4667,0.2977,0.8667,0.5333,1,0.1343,0.8657,0.1712,0.6333,0,0.906,0.005002
