総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,43,1,em-89867a1b17eb,ゴッホさんとおこﾀﾞﾘｱ,wind,ZR,25,3158,3220,4,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,30,0.65,0.4862,0.9333,0.7,1,0.3297,0.8674,0.3826,1.7333,0,0.97,0.021896
2,67,26,7,em-3931715bffec,地味な大仏,wind,R,7,500,500,4,1ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,30,0.5833,0.42,0.7333,0.8667,1,0.2261,0.857,0.2801,0,0.2667,0.9999,0.016926
3,10,44,4,em-34853ed0f0f8,ユーコちゃん,all,MZR,24,2556,1533,4,死亡している風属性の味方全員を15%のHPで蘇らせる,advantage_creation,30,0.5667,0.3863,0.9,0.7667,1,0.3169,0.8498,0.3622,0.9333,0,0.9186,0.018469
4,5,45,2,em-7652802e8fc0,郷大先生,wind,CR,19,2737,2415,3,2ターンの間、味方全員に火属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,30,0.55,0.3849,0.8333,1,1,0.2592,0.8812,0.3062,1.0333,0,0.9895,0.021574
5,68,8,5,em-1661134d99fb,魔女っ子ruruとlulu,wind,CR,19,2898,2898,3,1ターンの間、風属性の敵に対する味方全員の攻撃力を100%増加させる。,counteraction,30,0.55,0.3849,0.8333,1,1,0.2065,0.8868,0.2504,0,0.8667,0.9893,0.017474
6,69,41,11,em-7e2c5e9ede5c,シャムロックのガハラ,wind,MZR,55,5401,5680,4,2ターンの間、水属性の敵に対する味方全員の攻撃力を333%増加させる,counteraction,30,0.55,0.3783,0.5,0.6667,1,0.2351,0.8233,0.2867,0,0.1333,0.9164,0.014237
7,6,46,3,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,30,0.55,0.3783,1,1,1,0.2229,0.8378,0.2797,1,0,0.9157,0.01906
8,24,47,9,em-0e376d1892df,メネリくん一世,all,MZR,72,6134,3067,4,3ターンの間、攻撃を自身に集中させる(72%カット),advantage_creation,30,0.5167,0.3574,0.9,0.6667,1,0.1929,0.8437,0.2327,0.7333,0,0.9149,0.016309
9,11,48,6,em-845e49247e45,ウサポワン海人,all,ZR,20,1533,2607,3,1ターンの間、攻撃を自身に集中させる(88%カット),advantage_creation,30,0.5167,0.3441,1,1,1,0.2376,0.8636,0.2766,0.8333,0,0.9667,0.017237
10,70,42,14,em-7df0be49e6e5,有砂・小町(課金C),wind,ZR,40,5112,5112,3,2ターンの間、味方全員の属性を風属性に変更する,adaptive,30,0.5167,0.3441,0.4667,1,1,0.2317,0.7894,0.2674,0,0.0667,0.9663,0.013668
