総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,39,15,1,em-7df0be49e6e5,有砂・小町(課金C),wind,ZR,40,5112,5112,3,2ターンの間、味方全員の属性を風属性に変更する,adaptive,4,1,1,0.25,0,1,0.27,1,0.379,0,0,0.97,0.017433
2,40,16,3,em-5861838d2e36,ばうあー泥棒,all,MZR,35,4771,3033,4,2ターンの間、火属性の敵に対する自身の攻撃力を1780%増加させる,counteraction,4,1,1,0.25,0,1,0.27,1,0.379,0,0,0.9197,0.015538
3,41,17,2,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,4,1,1,0,0,1,0.27,1,0.3783,0,0,0.9697,0.015924
4,42,18,7,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,4,1,1,0,0,1,0.27,1,0.3778,0,0,0.9192,0.014842
5,43,19,5,em-bc848e4ecf13,マラムさん,wind,ZR,38,4703,4532,1,1ターンの間、味方全員の属性を風属性に変更する,adaptive,4,1,1,0.5,0,1,0.27,1,0.3775,0,0,0.9694,0.015056
6,44,20,8,em-78c7d71a75d2,美音三銃士を連れてきたよ,all,ZR,50,6475,3748,5,死亡している味方全員を20%のHPで甦らせる,advantage_creation,4,1,1,0,0,1,0.28,1,0.3773,0,0,0.9693,0.014699
7,45,21,6,em-2bce81b8821a,ネオ・まつやマンＺ,wind,R,14,1661,1661,4,1ターンの間、風属性の味方全員の攻撃力を150%増加させる,counteraction,4,1,1,0,0,1,0.27,1,0.3704,0,0,0.9998,0.014894
8,46,22,9,em-79b4540e0f7f,ヤック(中の人),fire_wind,CR,16,2176,2418,4,2ターンの間、自身の攻撃が3回連続攻撃になる,counteraction,4,1,1,0,0,1,0.27,1,0.3695,0,0,0.9896,0.014145
9,47,23,11,em-7ba25345ffb0,シーさま,fire_wind,MZR,60,4601,4601,3,敵全員の攻撃カウントを1増加させる,ignored,4,1,1,0,0,1,0.26,1,0.369,0,0,0.918,0.012798
10,48,24,10,em-94d8799def3b,発音鬼リチャード,wind,CR,17,2576,3220,4,2ターンの間、自身の攻撃が全体攻撃になる,counteraction,4,1,1,0,0,1,0.26,1,0.369,0,0,0.9894,0.013405
11,20,25,4,em-6dcd90bb7df5,花めく☆まつやマン,fire_wind,CR,24,4669,2173,1,自身のHPを50%回復する,advantage_creation,4,1,1,1,0,1,0.26,1,0.3679,0.5,0,0.9894,0.015132
12,49,26,12,em-9a400a6535d5,ｸﾗﾌﾄｼﾞﾝｼﾞｬｰの妖精,wind,ZR,44,5054,5006,4,火属性の味方全員のスキルカウントを3減少させる,ignored,4,1,1,0,0,1,0.26,1,0.3679,0,0,0.9684,0.012491
13,50,27,13,em-7380c7ba233b,大崎どんと先輩,wind,ZR,37,4771,3408,3,2ターンの間、風属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,4,1,1,0,0,1,0.26,1,0.3679,0,0,0.9683,0.012064
14,51,28,15,em-7e2c5e9ede5c,シャムロックのガハラ,wind,MZR,55,5401,5680,4,2ターンの間、水属性の敵に対する味方全員の攻撃力を333%増加させる,counteraction,4,1,1,0,0,1,0.27,1,0.3679,0,0,0.9167,0.011188
15,52,29,14,em-d368809aa822,ﾜﾙﾌﾟﾙｷﾞｽなメル子様,water_wind,ZR,39,6560,3152,3,1ターンの間、火属性の攻撃を自身に集中させる(80%カット),advantage_creation,4,1,1,0.25,0,1,0.26,1,0.3669,0,0,0.968,0.011396
16,53,30,18,em-d4ddef9a4e05,大ふわふわさん,wind,MZR,36,6247,2839,4,風属性の味方全員のスキルカウントを2減少させる,ignored,4,1,1,0,0,1,0.26,1,0.3657,0,0,0.9162,0.010584
17,54,31,17,em-a45ddac1b69c,ハクさんの本気,wind,ZR,44,4601,4089,5,2ターンの間、味方全員の攻撃力を150%増加させる,counteraction,4,1,1,0,0,1,0.27,1,0.3656,0,0,0.9677,0.010795
18,55,32,16,em-fa860bd30bd0,まつやマン・改,wind,R,12,800,800,4,1ターンの間、風属性の味方全員の攻撃力を80%増加させる,counteraction,4,1,1,0,0,1,0.27,1,0.3652,0,0,0.9994,0.010848
19,56,33,21,em-7d3aff4377e1,となりの201号さん,wind,MZR,60,7159,3751,5,4ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,4,1,1,0,0,1,0.26,1,0.3637,0,0,0.9155,0.009643
20,57,34,22,em-d20a14b121e2,繭神！おかいこさま,wind,MZR,28,5027,1704,1,1ターンの間、味方全員の属性を風属性に変更する,adaptive,4,1,1,0.5,0,1,0.26,1,0.3617,0,0,0.9152,0.009388
21,58,35,19,em-aeee7aac1b71,ジンジャーブレッド男,fire_wind,CR,20,4143,2440,2,1ターンの間、リーダーの攻撃力を200%増加させる,counteraction,4,1,1,0,0,1,0.26,1,0.3599,0,0,0.9888,0.009937
22,59,36,24,em-9898cb7ba23e,富士さんは魔女,wind,MZR,45,5112,4260,4,死亡している風属性の味方全員を10%のHPで蘇らせる,advantage_creation,4,1,1,0,0,1,0.25,1,0.3564,0,0,0.9147,0.009039
23,60,37,26,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),all,MZR,55,6475,3748,6,敵全員の攻撃カウントを3増加させる,ignored,4,1,1,0,0,1,0.25,1,0.3564,0,0,0.9145,0.008632
24,61,38,28,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,4,1,1,0,0,1,0.25,1,0.3564,0,0,0.9142,0.008387
25,62,39,27,em-c6337efaceae,ｴﾚｶﾞﾝﾄ☆トラボル子,all,ZR,47,4260,4771,5,3ターンの間、水属性の味方全員の攻撃が全体攻撃になる,counteraction,4,1,1,0,0,1,0.25,1,0.3564,0,0,0.9666,0.008615
26,63,40,30,em-e8331e3aec6c,辰の子ぴよ子,all,MZR,70,6898,4089,10,6ターンの間、味方全員の攻撃が10回連続攻撃になる,counteraction,4,1,1,0,0,1,0.25,1,0.3564,0,0,0.9137,0.007917
27,64,41,31,em-edb8ec937948,養老ディオニュソス,wind,MZR,49,6475,3208,6,死亡している味方全員を100%のHPで蘇らせる,advantage_creation,4,1,1,0,0,1,0.25,1,0.3558,0,0,0.9134,0.007818
28,65,42,29,em-9cbbb04818bd,シミ,all,ZR,20,1704,2215,4,味方全員のHPを200%回復する,advantage_creation,4,1,1,0,0,1,0.25,1,0.3558,0,0,0.9661,0.007966
