枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-e394b3795363,伝説の少女キャンディ,50,5507,5507,7,skill_reduction,1,1,89,11,12,いいえ,伝説の少女キャンディ / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ウシュか☆丸か
1,2,em-667dae45fa9f,怪童の金たろす,52,6049,6049,2,damage_reduction,1,1,91,9,11,いいえ,怪童の金たろす / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ウシュか☆丸か
1,3,em-bc6da5addf52,桜ブーナッド,46,5547,4013,5,heal,1,1,92,8,12,いいえ,桜ブーナッド / けるるんぱさらん / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,4,em-35dfd8c60675,はぎみタンさん,55,4430,4771,4,aoe_attack,1,1,94,6,11,いいえ,はぎみタンさん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,5,em-8522b1e6c291,百華百彩久連子,55,5282,5282,3,multi_hit_attack,1,1,94,6,11,いいえ,百華百彩久連子 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ウシュか☆丸か
1,6,em-27802083d7f5,チュニスさん,50,5964,3919,4,skill_reduction,1,1,96,4,12,いいえ,チュニスさん / けるるんぱさらん / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,7,em-7a8f08b97855,カルボ姉（ねえ）,18,3792,2556,1,multi_hit_attack,1,1,97,3,12,いいえ,カルボ姉（ねえ） / ペーチパイセン / アウス大先輩 / 玉藻先生 / K・Y・イマガワ
1,8,em-ad53908276ac,ピコ島ぴーこ,47,4007,5112,1,heal,1,1,97,3,12,いいえ,ピコ島ぴーこ / ペーチパイセン / アウス大先輩 / キジーたん / 祝宴！さくらぴよ子
1,9,em-d5465017bfd1,チュパカブ先輩,59,4819,2811,1,heal,1,1,98,2,11,いいえ,チュパカブ先輩 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,10,em-aeee7aac1b71,ジンジャーブレッド男,20,4143,2440,2,attack_buff,1,1,99,1,12,いいえ,ジンジャーブレッド男 / ペーチパイセン / アウス大先輩 / 玉藻先生 / K・Y・イマガワ
1,11,em-b9e75bc0b1f9,わっしょいミカ先生,20,4186,3220,5,attack_buff,1,1,99,1,12,いいえ,わっしょいミカ先生 / ペーチパイセン / アウス大先輩 / 玉藻先生 / K・Y・イマガワ
1,12,em-0984e8e9ee06,加賀のカブキ者,60,4430,6816,2,attack_buff,1,1,99,1,11,いいえ,加賀のカブキ者 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,13,em-29be2edf2271,餅子・ﾏｰﾒｲﾄﾞｽﾀｲﾙ,60,4797,5308,5,damage_reduction,1,1,99,1,11,いいえ,餅子・ﾏｰﾒｲﾄﾞｽﾀｲﾙ / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,14,em-32ef1535a66a,ハバキたん,60,6816,4260,3,damage_reduction,1,1,99,1,11,いいえ,ハバキたん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,15,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,60,6816,4771,3,heal,1,1,99,1,11,いいえ,ｴﾝｾﾞﾘｯｸ☆エンゼル / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,16,em-bc5f259cf576,まさか殿(微マジ),60,5453,6305,7,multi_hit_attack,1,1,99,1,11,いいえ,まさか殿(微マジ) / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,17,em-cc181917eaeb,無双中な宗茂さん,60,6405,4941,2,aoe_attack,1,1,99,1,11,いいえ,無双中な宗茂さん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,18,em-e795d2bbe2f0,北政所ねね様,60,5623,4601,3,attribute_guard,1,1,99,1,11,いいえ,北政所ねね様 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,19,em-7a57f923ab2c,ありえんキャット様,61,6069,5622,1,attribute_change,1,1,99,1,11,いいえ,ありえんキャット様 / アウス大先輩 / 竜王！角成馬之助 / たこ焼きーナ師匠 / ウシュか☆丸か
1,20,em-7099769414bf,ある半ブラというＰＷ,16,2994,2962,2,skill_reduction,1,1,100,0,12,いいえ,ある半ブラというＰＷ / ペーチパイセン / アウス大先輩 / 玉藻先生 / ラパヌイ先生
1,21,em-14092b64f08d,コハク糖の魔導師,46,4379,5367,3,attribute_change,0.9832,0.9943,88,12,12,いいえ,コハク糖の魔導師 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / 祝宴！さくらぴよ子
1,22,em-93778a059b28,mʌんでー＆nuーん,17,2898,2898,3,delay,0.9832,0.9943,96,4,12,いいえ,mʌんでー＆nuーん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ラパヌイ先生
1,23,em-280cb07103f9,あわわ子大師匠,18,2898,2898,3,attack_buff,0.9832,0.9943,97,3,12,いいえ,あわわ子大師匠 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ラパヌイ先生
1,24,em-6dcd90bb7df5,花めく☆まつやマン,24,4669,2173,1,heal,0.9832,0.9943,97,3,12,いいえ,花めく☆まつやマン / オイボくん / アウス大先輩 / たこ焼きーナ師匠 / 祝宴！さくらぴよ子
1,25,em-f2a813466bbe,The★Youなリバ子,50,5770,3113,0,heal,0.9832,0.9943,97,3,11,いいえ,The★Youなリバ子 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / 玉藻先生
1,26,em-1661134d99fb,魔女っ子ruruとlulu,19,2898,2898,3,attack_buff,0.9832,0.9943,98,2,12,いいえ,魔女っ子ruruとlulu / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ラパヌイ先生
1,27,em-7d756ba8373e,謹賀新年のびゃこ,47,2300,6219,4,attack_buff,0.9832,0.9943,98,2,12,いいえ,謹賀新年のびゃこ / ペーチパイセン / アウス大先輩 / 発音鬼リチャード / 祝宴！さくらぴよ子
1,28,em-e6496091dd0f,シャーミーくん,20,2948,2556,1,attack_buff,0.9832,0.9943,99,1,12,いいえ,シャーミーくん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ラパヌイ先生
1,29,em-8cb75e870411,マンいーたち,50,3408,6816,4,aoe_attack,0.9832,0.9943,100,0,11,いいえ,マンいーたち / ペーチパイセン / アウス大先輩 / キジーたん / 祝宴！さくらぴよ子
1,30,em-3151d77efe3f,チンチョーロさん,37,4805,4805,7,revive,0.9664,0.9886,83,17,12,いいえ,チンチョーロさん / けるるんぱさらん / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,31,em-bc583c6ff83e,卍石★モチ子,40,4625,4966,5,attribute_guard,0.9664,0.9886,86,14,12,いいえ,卍石★モチ子 / けるるんぱさらん / アウス大先輩 / たこ焼きーナ師匠 / ウシュか☆丸か
1,32,em-79b4540e0f7f,ヤック(中の人),16,2176,2418,4,multi_hit_attack,0.9664,0.9886,100,0,12,いいえ,ヤック(中の人) / ペーチパイセン / アウス大先輩 / 玉藻先生 / ラパヌイ先生
1,33,em-9bc7273dd8d5,シンハ☆ラジャ様,44,4260,6475,7,guard,0.9582,0.983,86,14,12,いいえ,シンハ☆ラジャ様 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / 祝宴！さくらぴよ子
1,34,em-2c5d06641a28,ジャックレムリン,55,7497,3748,7,aoe_attack,0.9582,0.983,94,6,11,いいえ,ジャックレムリン / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,35,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),55,6475,3748,6,delay,0.9582,0.983,94,6,11,いいえ,まさか殿(ｼﾞｬｰｼﾞ) / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,36,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,55,6901,3451,4,damage_reduction,0.9582,0.983,94,6,11,いいえ,ｺﾄﾖﾛ!巳ーちゃん様 / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,37,em-7e81ebc98ef9,稼働！K-MEN,57,6475,3067,1,guard,0.9582,0.983,96,4,11,いいえ,稼働！K-MEN / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ハリウッドナナコ師匠
1,38,em-03ca4c2f4e9d,勝手にストゥッツさん,51,6560,3786,0,attribute_change,0.9582,0.983,98,2,11,いいえ,勝手にストゥッツさん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / 玉藻先生
1,39,em-d8d7722f9f21,赤パジャマさん,20,2240,3262,5,attribute_guard,0.9582,0.983,99,1,12,いいえ,赤パジャマさん / ペーチパイセン / アウス大先輩 / たこ焼きーナ師匠 / ラパヌイ先生
