総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,3,37,1,em-eec45136fb23,鋼の肝臓を持つ童子,wind,MZR,60,1704,7497,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5694,0.47,1,1,1,0.2676,0.8805,0.299,0.6389,0,0.92,0.021024
2,20,38,7,em-83c97b8f4e6e,アルルのキャミー,water,MZR,40,4001,6236,4,水属性の味方全員のHPを166%回復する,advantage_creation,72,0.4792,0.3705,1,1,1,0.2002,0.7867,0.2382,0.3333,0,0.9177,0.018523
3,17,39,3,em-28a4ccf4cbfc,ステンバーイちび蔵,fire_water,ZR,24,596,3748,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,72,0.5139,0.4132,1,1,1,0.1727,0.8724,0.2065,0.3889,0,0.9673,0.019865
4,5,40,4,em-b5e0f2fbff78,養老のバッカス,water,MZR,65,6475,3408,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5139,0.4078,0.9722,1,1,0.2436,0.8434,0.2784,0.625,0,0.9129,0.019853
5,62,13,58,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4306,0.3311,1,1,1,0.1308,0.8229,0.1598,0,0.1667,0.3924,0.008238
6,21,41,8,em-b8c4235090fa,バビるわバビル君。,fire,MZR,39,5367,3441,4,3ターンの間、味方全員にダメージを55%軽減するシールドを与える,advantage_creation,72,0.4931,0.386,1,1,1,0.2055,0.7911,0.2418,0.3333,0,0.9082,0.018459
7,14,42,12,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.4931,0.3933,1,1,1,0.1871,0.8565,0.2149,0.4306,0,0.9058,0.017685
8,63,25,13,em-a30066999e70,降臨！天草トッキー,wind,ZR,40,4260,5964,4,1ターンの間、風属性の味方全員の攻撃力を200%増加させる,counteraction,72,0.4236,0.3217,1,1,1,0.1512,0.7867,0.1796,0,0.1111,0.9606,0.017068
9,24,43,10,em-7f4209b23c36,狐狗狸コックス,wind,CR,15,805,4025,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4583,0.36,1,1,1,0.1532,0.8436,0.1823,0.2778,0,0.9854,0.01808
10,64,27,14,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.3889,0.2859,1,1,1,0.1295,0.7251,0.1592,0,0.0972,0.8986,0.01644
11,7,44,5,em-ea0b1e4c739b,イタ子大師匠,wind,N,18,564,1269,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5069,0.4072,1,1,1,0.2212,0.8628,0.2438,0.5278,0,0.9981,0.01917
12,65,7,2,em-f119f767f457,アダム＆エバ,fire_water,ZR,50,5112,4260,4,2ターンの間、味方全員の攻撃力を100%増加させる,counteraction,72,0.4375,0.335,1,1,1,0.1787,0.7958,0.2043,0,0.2083,0.9551,0.020836
13,66,16,9,em-e0dcffe4d5d0,大魔神！せいタン降臨,fire,ZR,44,2044,6305,4,3ターンの間、火属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.3889,0.2859,1,1,1,0.1388,0.781,0.1645,0,0.1528,0.9537,0.018239
14,33,45,16,em-f346c1f4c45d,八狗神伏姫様,water,ZR,35,5538,2130,4,3ターンの間、攻撃を自身に集中させる(65%カット),advantage_creation,72,0.4861,0.38,1,1,1,0.1774,0.7978,0.2149,0.2222,0,0.9523,0.015404
15,67,28,15,em-7941e8376c00,堕楽・ぴよボロス,fire,ZR,46,756,7572,4,5ターンの間、自身の攻撃力を120%増加させる,counteraction,72,0.3403,0.2497,1,1,1,0.0687,0.7263,0.0869,0,0.0972,0.9508,0.015405
16,68,34,23,em-f89a98dd9893,大魔神！せいタン降臨,water,MZR,48,2044,6305,4,4ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.3542,0.2583,1,1,1,0.0849,0.8002,0.1045,0,0.0556,0.8838,0.013627
17,69,4,6,em-14d31235a3f8,かっちゃんのBIG強飯,fire_wind,ZR,48,3067,4601,4,2ターンの間、味方全員の攻撃力を120%増加させる,counteraction,72,0.4028,0.3009,1,1,1,0.1179,0.7785,0.1465,0,0.2222,0.948,0.019038
18,70,3,11,em-18279a838450,白刃舞うは存亡の秋,water,MZR,70,6816,4260,4,3ターンの間、火属性の敵に対する味方全員の攻撃力を222%増加させる,counteraction,72,0.4444,0.3409,0.8889,1,1,0.1327,0.7823,0.1669,0,0.25,0.8787,0.018059
19,28,46,29,em-0e376d1892df,メネリくん一世,all,MZR,72,6134,3067,4,3ターンの間、攻撃を自身に集中させる(72%カット),advantage_creation,72,0.4375,0.3332,1,1,1,0.1716,0.7681,0.1968,0.2361,0,0.8762,0.013012
20,26,47,20,em-f49b19428b58,ちび丸のハロウィン,fire_water,CR,17,255,2896,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,72,0.4306,0.3311,1,1,1,0.1378,0.815,0.1684,0.2639,0,0.9787,0.014491
21,39,48,32,em-d0639c20e6b1,ユーコ☆宇宙,all,MZR,24,4260,2556,4,死亡している風属性の味方全員を25%のHPで蘇らせる,advantage_creation,72,0.4375,0.335,0.9861,1,1,0.152,0.8165,0.1813,0.1806,0,0.8711,0.011993
22,27,49,22,em-549e080062a7,ぶんぶくん,fire,CR,22,1550,895,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4653,0.3658,0.9861,1,1,0.1786,0.8453,0.2042,0.25,0,0.9775,0.01387
23,71,19,21,em-ba3e87e06882,ぴよ子ファーザー,water,ZR,20,357,3577,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.4028,0.3009,1,1,1,0.1041,0.7332,0.1315,0,0.1389,0.9393,0.014416
24,42,50,39,em-e6110f879f18,ユーコ隊,all,MZR,24,3408,2044,4,死亡している風属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4236,0.3254,0.9861,1,1,0.1526,0.8253,0.1789,0.1667,0,0.8633,0.010969
25,72,31,36,em-7d756ba8373e,謹賀新年のびゃこ,fire_wind,MZR,47,2300,6219,4,3ターンの間、水属性の敵に対する自身の攻撃力を999%増加させる,counteraction,72,0.3611,0.2638,0.8611,1,1,0.0989,0.7767,0.1226,0,0.0833,0.8607,0.011523
26,48,51,51,em-c87499b64151,ラパヌイ先生,fire_water,MZR,45,6441,3067,4,6ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.3958,0.299,1,1,1,0.1266,0.7825,0.1477,0.125,0,0.8581,0.009371
27,34,52,35,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.3819,0.2767,1,1,1,0.1434,0.7683,0.1719,0.2222,0,0.8554,0.01157
28,6,53,87,em-962f1faafed7,三貴子アマテラス,fire_water,伝,75,10309,5112,5,死亡している味方全員を20%のHPで蘇らせる,advantage_creation,72,0.5347,0.4297,0.9444,0.7778,1,0.2489,0.8307,0.2855,0.5694,0,0.3455,0.004818
29,73,17,17,em-294f61da0084,Ｃ・Ｃ☆電車姫,fire_water,CR,22,3741,1973,4,3ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.4236,0.3198,1,1,1,0.1273,0.7551,0.1597,0,0.1528,0.973,0.015186
30,74,20,26,em-83399e4df86b,必罰のエルフ,fire,CR,18,2093,3281,4,1ターンの間、火属性の敵に対する味方全員の攻撃力を120%増加させる,counteraction,72,0.4167,0.3087,0.875,1,1,0.1245,0.7713,0.1598,0,0.1389,0.9723,0.013492
31,10,54,33,em-1ad78d7d3c2f,狐仮面,fire,MZR,22,2215,1789,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.3819,0.2822,1,1,1,0.1574,0.8001,0.1768,0.4722,0,0.8447,0.01193
32,75,29,37,em-53084d488de2,川越ザ・サード,fire,CR,15,666,1607,4,1ターンの間、風属性の敵に対する味方全員の攻撃力を200%増加させる,counteraction,72,0.4236,0.3235,0.8611,1,1,0.15,0.7735,0.1749,0,0.0972,0.971,0.011456
33,43,55,56,em-cb0ef748882f,八狗神伏姫様,fire,MZR,35,5538,2130,4,3ターンの間、攻撃を自身に集中させる(65%カット),advantage_creation,72,0.3819,0.2767,1,1,1,0.1559,0.6975,0.1862,0.1667,0,0.8392,0.008546
34,29,56,92,em-8d4f1b618997,コトレードさん,wind,伝,68,8861,3748,5,3ターンの間、味方全員に風属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.5347,0.428,0.8611,0.8056,1,0.1757,0.7914,0.2219,0.2361,0,0.3322,0.004423
