総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,57,2,1,em-5f311c45014a,パーントゥ大先生,water_wind,MZR,37,2409,4819,3,1ターンの間、味方全員の攻撃力を150%増加させる,counteraction,72,0.5347,0.4431,1,1,1,0.128,0.9329,0.1605,0,0.5278,0.92,0.023837
2,10,36,4,em-4819d53ddb48,ブハラ師匠,water,ZR,39,5708,3237,3,味方全員のHPを130%回復する,advantage_creation,72,0.5625,0.46,1,1,1,0.1472,0.9171,0.1881,0.5556,0,0.9687,0.0215
3,58,11,5,em-fe89d9d421f3,竜也エボリューション,wind,ZR,45,2044,6305,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.4653,0.3585,1,1,1,0.1157,0.8765,0.1508,0,0.3472,0.9673,0.020274
4,59,7,2,em-801d7ddfee5b,3年ε組！エレナ先生,wind,MZR,43,4430,4260,3,2ターンの間、水属性の味方全員の攻撃力を150%増加させる,counteraction,72,0.5139,0.4114,0.9722,1,1,0.1137,0.9098,0.1472,0,0.3889,0.9129,0.023249
5,60,32,14,em-6fd11d4d3308,超天狗くまのたん,fire,ZR,35,1704,7497,3,1ターンの間、自身の攻撃力を300%増加させる,counteraction,72,0.4167,0.3159,1,1,1,0.1098,0.8962,0.1397,0,0.0417,0.9646,0.0168
6,3,37,8,em-5981c18a4a99,オシラサマ,wind,MZR,33,4260,3322,3,味方全員のHPを90%回復する,advantage_creation,72,0.5139,0.4043,1,1,1,0.1752,0.9062,0.2173,0.7361,0,0.9082,0.018971
7,20,38,7,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.4375,0.3314,1,1,1,0.0862,0.8772,0.1181,0.3889,0,0.9058,0.019121
8,27,39,10,em-7380c7ba233b,大崎どんと先輩,wind,ZR,37,4771,3408,3,2ターンの間、風属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,72,0.5,0.3938,1,1,1,0.1233,0.9097,0.1638,0.3194,0,0.9606,0.018268
9,61,40,21,em-8d98226e5962,玉稜の首領・たまうー,fire_wind,ZR,29,3067,4260,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.4722,0.368,0,0.6667,1,0.1,0.9038,0.1316,0,0,0.9592,0.014614
10,62,4,3,em-89f674ec8b42,ハクさん隊長,wind,CR,25,2737,3059,3,1ターンの間、味方全員の攻撃力を100%増加させる,counteraction,72,0.5,0.3921,1,1,1,0.1454,0.9047,0.1856,0,0.4861,0.9848,0.021982
11,63,8,6,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.3958,0.305,1,1,1,0.0819,0.8845,0.1015,0,0.3611,0.8961,0.019638
12,40,41,26,em-6193e7af4d97,がうがうは考える,water,MZR,44,1704,5964,3,3ターンの間、味方全員に風属性の敵からのダメージを66%軽減するシールドを与える,advantage_creation,72,0.4583,0.3544,0.875,1,1,0.0997,0.887,0.1309,0.1944,0,0.8937,0.013689
13,37,42,11,em-558066e14c81,ダブル・ブロッコリー,water_wind,CR,33,2595,2436,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5,0.3993,1,1,1,0.0886,0.9007,0.1221,0.2083,0,0.983,0.016937
14,32,43,19,em-8cc0455bca09,バンクロ・フッド,wind,CR,25,3220,2093,3,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5069,0.4035,1,1,1,0.136,0.9212,0.173,0.2361,0,0.9824,0.015017
15,30,44,23,em-314fadaf0ea9,オシラサマ,water,ZR,28,4260,3322,3,味方全員のHPを40%回復する,advantage_creation,72,0.4792,0.374,1,1,1,0.1294,0.8914,0.1685,0.2639,0,0.9508,0.014477
16,64,18,13,em-80894fcaa10c,とんこつ神！博多美子,water,ZR,40,4089,5350,3,3ターンの間、水属性の味方全員の攻撃力を50%増加させる,counteraction,72,0.4236,0.3198,1,1,1,0.1162,0.8854,0.1472,0,0.1667,0.9494,0.0168
17,65,45,31,em-459f1ecad59a,電波姫☆いまりちゃん,wind,ZR,28,3919,4260,4,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4583,0.3544,0,0.7778,1,0.0995,0.8764,0.1343,0,0,0.948,0.012017
18,66,5,9,em-0bcb369cdcd9,キタキツネの神様,water,ZR,36,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.4375,0.3369,1,1,1,0.0819,0.8904,0.1122,0,0.4167,0.9466,0.018456
19,9,46,25,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4861,0.3818,1,1,1,0.1349,0.9144,0.1688,0.5694,0,0.8762,0.013844
20,67,16,18,em-30058093183f,ダイソナールの竜也,wind,MZR,48,2044,7497,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.3542,0.2583,1,1,1,0.0768,0.8732,0.0993,0,0.1944,0.8736,0.015204
21,68,14,12,em-68e23b3f15d7,あっぴーの外出,fire,CR,15,1610,3500,3,3ターンの間、リーダーの攻撃力を250%増加させる,counteraction,72,0.4583,0.3526,1,1,1,0.1161,0.8997,0.1536,0,0.2361,0.9781,0.016844
22,69,12,22,em-32dd2642183e,ハイパーハンギョジン,fire,MZR,60,5889,3996,3,2ターンの間、味方全員の攻撃力を78%増加させる,counteraction,72,0.4444,0.3409,1,1,1,0.0958,0.902,0.1298,0,0.3056,0.8685,0.014613
23,70,24,20,em-4f0b20692fd7,コンドアーズ,fire,N,17,273,2120,3,4ターンの間、火属性の味方全員の攻撃力を40%増加させる,counteraction,72,0.4792,0.374,1,1,1,0.1316,0.8783,0.1646,0,0.125,0.9956,0.014804
24,23,47,29,em-4352c1e3cc20,恋する☆にいがタン,wind,CR,19,4508,1610,3,2ターンの間、水属性の攻撃を自身に集中させる。(70%カット),advantage_creation,72,0.5069,0.4053,0.9167,1,1,0.1373,0.9104,0.1801,0.3611,0,0.9762,0.012388
25,15,48,88,em-94f677409ee2,月甲のルナタスピス,water,伝,75,10224,4543,3,3ターンの間、攻撃を自身に集中させる(33%カット),advantage_creation,72,0.4028,0.299,1,1,1,0.0962,0.8701,0.1271,0.4306,0,0.3519,0.005516
26,28,49,27,em-53a13d10258e,コドモドラゴン！,water,N,10,1833,987,3,2ターンの間、味方全員に火属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,72,0.5069,0.4035,0.9306,1,1,0.1634,0.9153,0.1988,0.2917,0,0.995,0.013471
27,33,50,36,em-5f9efdc805e5,呼んでますトムさん,water_wind,N,15,1269,1269,3,3ターンの間、水属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.5,0.3956,0.9444,1,1,0.1329,0.9133,0.1692,0.2361,0,0.9948,0.010928
28,71,9,17,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.3333,0.2345,1,1,1,0.0752,0.8575,0.0974,0,0.3611,0.9318,0.015454
29,72,51,49,em-814b464a2192,ナナホシ,fire,ZR,50,5044,5044,3,味方全員のスキルカウントを1減少させる,ignored,72,0.3889,0.2896,0,1,1,0.0669,0.8789,0.0907,0,0,0.9303,0.009126
30,73,52,45,em-5284c689c7b6,ジャウー大先生,water,CR,15,805,3220,4,水属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4306,0.3238,0,0.7361,1,0.1425,0.8819,0.1729,0,0,0.9723,0.009316
31,24,53,35,em-7e4426102b17,タンジャンじゃん,fire,CR,22,3139,3139,3,死亡している風属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.5139,0.4096,0.7222,1,1,0.1252,0.9033,0.1635,0.3472,0,0.9717,0.011001
32,74,54,50,em-fea44f2a7dd8,だが男だ彦にゃん,fire_water,R,15,2793,1132,3,火属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4861,0.3765,0,1,1,0.1245,0.8948,0.1615,0,0,0.9894,0.00898
33,54,55,33,em-8b0ee22a5cd7,ドナドナう皮,all,R,26,1676,1664,3,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.4653,0.3639,1,1,1,0.0938,0.891,0.1229,0.0694,0,0.9891,0.011094
34,13,56,92,em-748c1a866dbc,Hey Yeah 清盛,fire_wind,伝,75,11417,2896,3,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,72,0.4306,0.3311,1,1,1,0.1039,0.891,0.135,0.4583,0,0.3322,0.004386
35,22,57,34,em-31758a7d7c63,ﾗｰｶﾞﾙﾌﾘｮｩﾄﾙﾑりん,water,MZR,47,5700,2292,3,2ターンの間、火属性の味方全員にダメージを75%軽減するシールドを与える,advantage_creation,72,0.4931,0.3843,0.8333,1,1,0.1358,0.8821,0.1767,0.375,0,0.8336,0.01108
36,38,58,38,em-68afa2dec462,みどりのたけしマン,water_wind,CR,23,2592,2432,3,3ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,72,0.4375,0.335,1,1,1,0.1194,0.869,0.1557,0.2083,0,0.9683,0.010574
37,75,6,16,em-e49404c0e4be,?????,fire,ZR,43,5350,2712,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を214%増加させる,counteraction,72,0.4444,0.3446,0.9444,1,1,0.1019,0.8998,0.1342,0,0.4028,0.9178,0.015738
38,76,31,37,em-7e9ffb70cffa,企業だ浅ちゃん！,fire,ZR,32,1192,7327,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.4861,0.3818,0.8611,0.75,1,0.1201,0.9139,0.1586,0,0.0556,0.9162,0.010896
39,77,59,61,em-c42ef00ed018,ｗｗナレースワンｗｗ,water_wind,CR,25,2560,2584,4,火属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4167,0.3159,0,0.7222,1,0.0889,0.8994,0.1174,0,0,0.9662,0.00752
40,42,60,54,em-bc2106c87bcd,?????,water,ZR,15,511,2811,3,5ターンの間、自身にダメージを55%軽減するシールドを与える,advantage_creation,72,0.4097,0.3066,1,1,1,0.1207,0.8702,0.1489,0.1667,0,0.9129,0.00864
41,78,19,30,em-8561e29b5d2e,まんまんちゃん,water,R,12,1524,1682,3,2ターンの間、風属性の敵に対する味方全員の攻撃力を200%増加させる,counteraction,72,0.4931,0.386,0.8056,1,1,0.1364,0.8874,0.1772,0,0.1667,0.986,0.012097
42,79,3,15,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,72,0.4097,0.3103,0.9028,1,1,0.0975,0.9,0.1251,0,0.5139,0.9096,0.016463
