総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,56,28,4,em-d1a3ff650b2f,メテオ大好きっこ,fire,CR,26,4669,3229,0,2ターンの間、自身の攻撃力を10%増加させる,counteraction,72,0.6389,0.5475,1,1,1,0.0544,0.975,0.0819,0,0.2361,0.99,0.022139
2,7,51,6,em-3de6064f1850,?????,wind,MZR,49,5623,4771,0,1ターンの間、攻撃をリーダーに集中させる(8%カット),advantage_creation,72,0.5903,0.4987,1,1,1,0.0472,0.9678,0.0708,0.5,0,0.9177,0.020148
3,57,52,12,em-448c2fa1943c,熊とか絶対殺すマン,wind,MZR,44,4086,4771,5,敵全員の攻撃カウントを2増加させる,ignored,72,0.5625,0.4657,0,0,1,0.0556,0.9622,0.0831,0,0,0.9153,0.016024
4,58,53,18,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5486,0.4476,0,0,1,0.0511,0.9589,0.0771,0,0,0.9129,0.015541
5,59,54,14,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5069,0.4053,0,0,1,0.05,0.96,0.0738,0,0,0.9646,0.015968
6,6,55,7,em-3740a2113341,ぴぐぺん選手,water,CR,22,950,3220,0,1ターンの間、風属性の攻撃を自身に集中させる(91%カット),advantage_creation,72,0.6042,0.5093,0.9722,1,1,0.055,0.9594,0.0827,0.5278,0,0.9871,0.01999
7,20,5,1,em-4784572b893f,シントラーのリスボン,fire,MZR,32,5680,3786,0,1ターンの間、自身の属性を風属性に変更する,adaptive,72,0.6042,0.5134,0.8889,1,1,0.0483,0.9728,0.0729,0.3472,0.5417,0.9058,0.024888
8,60,29,16,em-490281caead8,にくぁう羽子板・辰,fire_water,MZR,36,3449,3449,0,6ターンの間、風属性の敵に対する自身の攻撃力を24%増加させる,counteraction,72,0.5764,0.4801,0.9861,1,1,0.0472,0.9683,0.0713,0,0.2361,0.9034,0.015726
9,3,56,9,em-f2a813466bbe,The★Youなリバ子,all,MZR,50,5770,3113,0,自身のHPを77%回復する,advantage_creation,72,0.5764,0.4763,1,1,1,0.0572,0.97,0.0841,0.6389,0,0.901,0.018461
10,61,11,2,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.5556,0.4557,1,1,1,0.0539,0.97,0.08,0,0.4028,0.9578,0.023362
