総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,46,53,11,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5833,0.4772,0,0.3194,1,0.0843,0.9287,0.1212,0,0,0.97,0.017396
2,47,54,12,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4792,0.3688,0,0.2778,1,0.0782,0.9103,0.1116,0,0,0.9687,0.016887
3,48,4,1,em-08c96cb40803,ノローニャ・パイセン,water_wind,ZR,43,5964,3410,1,5ターンの間、火属性の敵に対する味方全員の攻撃力を30%増加させる,counteraction,72,0.6458,0.5389,0.9722,1,1,0.1458,0.9332,0.2018,0,0.5833,0.9673,0.028602
4,1,55,53,em-dec390a52ee6,英国ストヘン技師,water_wind,伝,70,8861,4260,1,2ターンの間、味方全員に水属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.6042,0.4981,0.9861,1,1,0.1385,0.9384,0.1902,0.9444,0,0.3943,0.009179
5,49,24,3,em-2b584e87473c,ウルルさんのオフ曜日,water,MZR,41,2958,6816,1,5ターンの間、火属性の敵に対する自身の攻撃力を65%増加させる,counteraction,72,0.5278,0.4218,0.9861,1,1,0.0778,0.9171,0.111,0,0.3333,0.9106,0.020209
6,6,56,9,em-5cd1890be20b,イーネちゃんの舟屋,water,ZR,41,3748,4771,1,1ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5833,0.4754,1,1,1,0.1182,0.9238,0.1656,0.8194,0,0.9633,0.018271
7,50,57,21,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5069,0.4017,0,0.4028,1,0.0765,0.9145,0.1089,0,0,0.9058,0.014048
8,51,14,6,em-872b1096af45,アシナガ,water,ZR,80,3748,6816,1,2ターンの間、自身の攻撃力を88%増加させる,counteraction,72,0.5069,0.4053,1,1,1,0.0826,0.9355,0.1174,0,0.4028,0.9606,0.019276
9,4,58,68,em-bdcce3725e8b,修験鬼ギュウちゃん,fire,伝,85,9372,5453,1,1ターンの間、味方全員に水属性の敵からのダメージを44%軽減するシールドを与える,advantage_creation,72,0.5556,0.4467,0.9861,1,1,0.1089,0.9325,0.1527,0.8889,0,0.3846,0.0071
10,52,59,29,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4653,0.3603,0,0.3472,1,0.0671,0.8898,0.0953,0,0,0.8986,0.012922
11,53,60,26,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4722,0.3662,0,0.3889,1,0.0769,0.8994,0.1092,0,0,0.9564,0.013377
12,54,11,4,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.5347,0.4245,1,1,1,0.1076,0.9252,0.1504,0,0.4167,0.9551,0.020175
13,55,35,83,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5139,0.4043,0.9722,1,1,0.0955,0.9219,0.1345,0,0.25,0.3767,0.005681
14,56,36,20,em-5d696ecc61dd,カミキリ,fire,ZR,75,5845,6134,1,8ターンの間、火属性の敵に対する火属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5208,0.4139,0.9306,1,1,0.0924,0.9101,0.1292,0,0.25,0.9523,0.014153
15,57,39,27,em-52a11488ce9e,新・ウオ丸くん,water,MZR,60,4294,3578,1,6ターンの間、水属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5694,0.4645,1,1,1,0.0874,0.9234,0.1245,0,0.2222,0.8862,0.013098
16,26,61,23,em-cc1dd429dace,?????,fire_water,MZR,58,4171,4737,1,1ターンの間、味方全員に火属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.5486,0.437,0.9583,1,1,0.105,0.9122,0.1463,0.4306,0,0.8838,0.013754
17,58,62,38,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.4444,0.3373,0,1,1,0.0836,0.901,0.1165,0,0,0.8812,0.010752
18,10,63,17,em-418076b2d218,イシマンガリソ先輩,water,ZR,42,5367,3067,1,1ターンの間、風属性の攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5833,0.4772,0.9583,1,1,0.1132,0.9297,0.159,0.7222,0,0.9466,0.014936
19,59,64,42,em-3e7e7e54a83d,妖精女王ミカーンニア,fire,MZR,45,3408,4771,2,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4375,0.3297,0,0.25,1,0.0827,0.9012,0.1152,0,0,0.8762,0.010188
20,60,25,16,em-0097333c9ab6,切れちゃうイナフさん,wind,MZR,42,3408,3408,1,5ターンの間、自身の攻撃力を45%増加させる,counteraction,72,0.5625,0.4564,1,1,1,0.0961,0.9253,0.137,0,0.3333,0.8736,0.015197
21,7,65,82,em-d7873747b412,藤のフヒッティ,fire_water,伝,75,10735,3578,1,3ターンの間、自身にダメージを30%軽減するシールドを与える,advantage_creation,72,0.5417,0.4342,1,1,1,0.1186,0.94,0.1648,0.8056,0,0.3603,0.005935
