総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,8,42,3,em-eec45136fb23,鋼の肝臓を持つ童子,wind,MZR,60,1704,7497,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5417,0.4396,1,1,1,0.2058,0.8919,0.239,0.5417,0,0.92,0.020835
2,1,43,1,em-83b1d87342f9,コン美なん吉先生,water,CR,20,882,3381,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5764,0.4782,1,1,1,0.2633,0.9054,0.2945,0.7083,0,0.9894,0.022647
3,9,44,4,em-832edc9513ca,Ｈ・Ｆ・ウーマン,fire,MZR,45,6305,3748,4,1ターンの間、攻撃を自身に集中させる(88%カット),advantage_creation,72,0.5486,0.4387,1,1,1,0.2632,0.8537,0.3089,0.5417,0,0.9153,0.019147
4,17,45,5,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5417,0.4396,1,1,1,0.185,0.8511,0.2315,0.4167,0,0.9129,0.018911
5,20,46,7,em-7f4209b23c36,狐狗狸コックス,wind,CR,15,805,4025,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5139,0.4132,1,1,1,0.2072,0.877,0.2403,0.375,0,0.9877,0.018772
6,55,12,2,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.4306,0.333,1,1,1,0.1217,0.8454,0.1505,0,0.1806,0.9082,0.020978
7,27,47,12,em-34ff44ed1803,富士さんは魔女,water,ZR,42,5112,4260,4,死亡している水属性の味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5139,0.4132,0.9583,1,1,0.1859,0.8618,0.2221,0.2778,0,0.9619,0.016759
8,28,48,9,em-ff5428a9ceca,アブラムシ,wind,ZR,30,5112,3408,4,死亡している風属性の味方全員を25%のHPで蘇らせる,advantage_creation,72,0.5139,0.417,1,1,1,0.1768,0.8705,0.2111,0.2639,0,0.9606,0.017274
9,15,49,13,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5139,0.4132,1,1,1,0.1932,0.8971,0.2268,0.4444,0,0.901,0.016602
10,56,23,17,em-f89a98dd9893,大魔神！せいタン降臨,water,MZR,48,2044,6305,4,4ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4444,0.3409,1,1,1,0.1451,0.7889,0.1806,0,0.1389,0.8986,0.015904
11,25,50,19,em-9372502bc6a4,餞のガブリン,fire,MZR,42,1913,5367,4,死亡している火属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.4514,0.3522,1,1,1,0.1906,0.8496,0.2153,0.3056,0,0.8961,0.014932
12,57,34,84,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4375,0.3332,1,1,1,0.1415,0.781,0.1765,0,0.0833,0.3786,0.005465
13,41,51,26,em-b5317027555c,森神ブーナッド,wind,ZR,36,4941,3408,4,風属性の味方全員のHPを100%回復する,advantage_creation,72,0.5,0.3956,1,1,1,0.2191,0.8226,0.2572,0.1528,0,0.9537,0.01355
14,58,13,8,em-a30066999e70,降臨！天草トッキー,wind,ZR,40,4260,5964,4,1ターンの間、風属性の味方全員の攻撃力を200%増加させる,counteraction,72,0.4444,0.3427,1,1,1,0.1193,0.7938,0.1546,0,0.1806,0.9523,0.017686
15,2,52,10,em-955edfecd83b,天晴！ぶんぶくん,fire,ZR,22,1883,1162,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5417,0.4377,1,1,1,0.2068,0.8909,0.2419,0.6111,0,0.9508,0.017151
16,32,53,25,em-28a4ccf4cbfc,ステンバーイちび蔵,fire_water,ZR,24,596,3748,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,72,0.4722,0.3736,1,1,1,0.1656,0.8406,0.1972,0.2361,0,0.9494,0.013624
17,19,54,27,em-1bd8d1f41e78,スクーグスローさん,wind,MZR,44,4601,6349,4,死亡している水属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.4861,0.3782,0.7639,1,1,0.1766,0.8402,0.2199,0.3889,0,0.8812,0.013217
18,59,40,35,em-e0dcffe4d5d0,大魔神！せいタン降臨,fire,ZR,44,2044,6305,4,3ターンの間、火属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4167,0.3123,1,1,1,0.1259,0.7871,0.1569,0,0.0556,0.9466,0.01169
19,6,55,14,em-ea0b1e4c739b,イタ子大師匠,wind,N,18,564,1269,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5208,0.4193,1,1,1,0.1986,0.8849,0.2317,0.5556,0,0.9964,0.016453
