総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,55,59,10,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.6042,0.5074,0,0.2222,1,0.0672,0.9542,0.0996,0,0,0.97,0.016423
2,56,60,18,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5556,0.4576,0,0.1667,1,0.0662,0.9644,0.0964,0,0,0.9177,0.01506
3,57,61,15,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5417,0.4359,0,0.2917,1,0.0743,0.9606,0.1065,0,0,0.9673,0.015438
4,20,62,6,em-ee43bce0e25f,vにゅーさん,all,MZR,51,3567,5271,1,5ターンの間、自身にダメージを35%軽減するシールドを与える,advantage_creation,72,0.6042,0.5036,1,1,1,0.0737,0.9625,0.1075,0.4861,0,0.9129,0.01917
5,58,7,1,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.5764,0.4801,1,1,1,0.0734,0.967,0.1068,0,0.4028,0.9646,0.024439
6,3,63,59,em-dec390a52ee6,英国ストヘン技師,water_wind,伝,70,8861,4260,1,2ターンの間、味方全員に水属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.6181,0.5183,1,1,1,0.0863,0.9667,0.1252,0.7917,0,0.3904,0.008271
7,59,64,27,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5139,0.4078,0,0.2778,1,0.0764,0.939,0.1112,0,0,0.9619,0.013942
8,60,14,56,em-ceda64319ca1,蜜香のウミリンゴ,fire_water,伝,75,8520,5453,1,5ターンの間、風属性の敵に対する味方全員の攻撃力を25%増加させる,counteraction,72,0.5972,0.503,0.9444,1,1,0.0691,0.9602,0.1002,0,0.3056,0.3865,0.008497
9,15,65,8,em-898fce321115,にゅー師匠,water,CR,22,1610,4186,1,1ターンの間、攻撃を自身に集中させる(70%カット),advantage_creation,72,0.625,0.5247,1,1,1,0.0766,0.9639,0.1122,0.5556,0,0.9854,0.017504
10,61,34,17,em-2b584e87473c,ウルルさんのオフ曜日,water,MZR,41,2958,6816,1,5ターンの間、火属性の敵に対する自身の攻撃力を65%増加させる,counteraction,72,0.5347,0.4316,0.9444,1,1,0.0874,0.9467,0.1242,0,0.2222,0.8986,0.015147
11,62,53,25,em-17a8d3f2a8d3,牛迫 角子さん,fire,ZR,31,3282,4260,1,2ターンの間、水属性の敵に対する自身の攻撃力を70%増加させる,counteraction,72,0.6042,0.5093,0.9444,1,1,0.0821,0.9637,0.1178,0,0.0694,0.9564,0.014172
12,63,11,5,em-0097333c9ab6,切れちゃうイナフさん,wind,MZR,42,3408,3408,1,5ターンの間、自身の攻撃力を45%増加させる,counteraction,72,0.6181,0.5183,1,1,1,0.0769,0.9617,0.1131,0,0.3194,0.8937,0.019414
13,64,3,2,em-93bcb3ddcb90,蝦夷の鬼武者,fire,MZR,50,5367,4771,1,6ターンの間、火属性の敵に対する自身の攻撃力を50%増加させる,counteraction,72,0.5764,0.4744,0.9722,1,1,0.0702,0.9589,0.1015,0,0.5,0.8912,0.021837
14,65,66,39,em-3e7e7e54a83d,妖精女王ミカーンニア,fire,MZR,45,3408,4771,2,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.3914,0,0.25,1,0.0611,0.9573,0.0896,0,0,0.8887,0.011004
15,66,29,12,em-d1302899cad6,ナポレオーヌ一世,water,ZR,32,3512,2930,1,5ターンの間、水属性の敵に対する水属性の味方全員の攻撃力を23%増加させる,counteraction,72,0.6319,0.5312,0.9583,1,1,0.0853,0.9633,0.1242,0,0.25,0.9508,0.015843
16,22,67,22,em-313faf3b400a,バルパラ★イソ子,fire_water,ZR,36,3237,3067,1,2ターンの間、風属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.6319,0.5312,0.9583,1,1,0.0849,0.9625,0.1246,0.4722,0,0.9494,0.014677
17,67,5,4,em-4f7f91fb4514,うどんの天使,water,MZR,42,3067,3748,1,5ターンの間、自身の攻撃力を40%増加させる,counteraction,72,0.5903,0.4908,1,1,1,0.0864,0.9648,0.1213,0,0.4167,0.8812,0.019651
18,68,8,9,em-52a11488ce9e,新・ウオ丸くん,water,MZR,60,4294,3578,1,6ターンの間、水属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.6042,0.5054,1,1,1,0.0716,0.9631,0.1054,0,0.3472,0.8787,0.01674
19,6,68,16,em-30b1960a9425,赤城山の風神太郎,wind,ZR,43,3446,3919,1,2ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.6042,0.5017,1,1,1,0.0684,0.9681,0.1008,0.6528,0,0.9451,0.015416
20,10,69,28,em-0e6d3baf12ca,ネギ少女じゅんちゃん,water,ZR,36,3544,3544,1,水属性の味方全員のHPを45%回復する,advantage_creation,72,0.5972,0.4991,1,1,1,0.0866,0.9672,0.1227,0.625,0,0.9437,0.013732
21,16,70,33,em-53fae101e208,水海　月,water,ZR,34,3288,4260,1,1ターンの間、火属性の攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5764,0.4782,0.9861,1,1,0.0767,0.9613,0.1106,0.5556,0,0.9422,0.01273
22,69,17,24,em-6b69fff3a46d,怒るよ!!勝斧さん,water,MZR,47,6164,3748,1,6ターンの間、風属性の敵に対する自身の攻撃力を60%増加させる,counteraction,72,0.5903,0.4908,0.9444,1,1,0.0802,0.9554,0.1154,0,0.2917,0.8685,0.014435
23,70,1,3,em-b9b57c4067ef,危険なイナフさん,wind,MZR,60,4089,4089,1,8ターンの間、自身の攻撃力を45%増加させる,counteraction,72,0.5764,0.4744,1,1,1,0.0745,0.9508,0.1089,0,0.5278,0.8659,0.019715
24,11,71,34,em-712f122e2051,オロモ君は欝気味,fire_water,R,17,1536,2684,1,1ターンの間、攻撃を自身に集中させる(66%カット),advantage_creation,72,0.6042,0.5093,1,1,1,0.0724,0.959,0.1056,0.625,0,0.9923,0.012525
25,2,72,23,em-4f85690db8f2,メムノン２８号,wind,ZR,32,937,3408,1,1ターンの間、風属性の攻撃を自身に集中させる(95%カット),advantage_creation,72,0.6389,0.5396,0.875,1,1,0.0787,0.9756,0.1159,0.8194,0,0.9363,0.01449
26,40,73,44,em-dfbe69861ff7,餅もちにくぁうさん,fire,ZR,36,3449,3789,1,1ターンの間、味方全員にダメージを24%軽減するシールドを与える,advantage_creation,72,0.5764,0.4744,1,1,1,0.0756,0.9541,0.11,0.3194,0,0.9348,0.010692
27,71,74,67,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4306,0.3293,0,0.2083,1,0.0592,0.9423,0.0851,0,0,0.8554,0.007848
