総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,46,1,em-4e2a71a8e1a6,ハチモドキアブ,water,ZR,55,5623,6100,2,死亡している水属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.5764,0.4763,1,1,1,0.1315,0.9366,0.1751,0.875,0,0.97,0.022357
2,52,37,8,em-e442a06775e7,祭りだ☆富姫,wind,MZR,40,3067,5453,2,3ターンの間、風属性の敵に対する自身の攻撃力を133%増加させる,counteraction,72,0.5625,0.4582,0.9722,1,1,0.0953,0.9213,0.1335,0,0.1944,0.9177,0.018616
3,31,47,69,em-b2d6a846bb36,哀哭のオオウミガラス,fire_wind,伝,75,9713,4941,2,5ターンの間、味方全員に火属性の敵からのダメージを25%軽減するシールドを与える,advantage_creation,72,0.5764,0.4726,0.9583,1,1,0.1114,0.9168,0.1517,0.4028,0,0.3962,0.007185
4,35,48,6,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5208,0.4139,1,1,1,0.0979,0.9234,0.1345,0.3472,0,0.9129,0.01885
5,53,6,44,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.5417,0.4359,1,1,1,0.1261,0.9247,0.1668,0,0.4444,0.3924,0.010032
6,54,49,14,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5,0.3903,0,1,1,0.1068,0.8899,0.1469,0,0,0.9633,0.015066
7,55,38,16,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.4931,0.386,1,1,1,0.0969,0.9133,0.1325,0,0.1944,0.9058,0.014923
8,56,18,5,em-76691ebd833d,特攻のびゃこ,fire,ZR,38,2641,6219,2,1ターンの間、水属性の敵に対する自身の攻撃力を999%増加させる,counteraction,72,0.5208,0.4139,0.9722,1,1,0.0966,0.8997,0.1338,0,0.3333,0.9606,0.018973
9,57,50,22,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4792,0.374,0,0.5694,1,0.0685,0.8863,0.099,0,0,0.9592,0.014019
10,16,51,10,em-638abcb1284e,パレンケＶＲＳ,wind,ZR,49,5282,3386,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,72,0.5764,0.4726,1,1,1,0.1215,0.9323,0.1657,0.5972,0,0.9578,0.016817
