総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,47,4,1,em-5d696ecc61dd,カミキリ,fire,ZR,75,5845,6134,1,8ターンの間、火属性の敵に対する火属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5556,0.4502,0.9444,1,1,0.0865,0.9271,0.1228,0,0.6111,0.97,0.028359
2,48,50,6,em-3e7e7e54a83d,妖精女王ミカーンニア,fire,MZR,45,3408,4771,2,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.3826,0,0.3611,1,0.079,0.9083,0.1113,0,0,0.9177,0.016901
3,41,51,72,em-bdcce3725e8b,修験鬼ギュウちゃん,fire,伝,85,9372,5453,1,1ターンの間、味方全員に水属性の敵からのダメージを44%軽減するシールドを与える,advantage_creation,72,0.5208,0.4157,1,1,1,0.0778,0.9317,0.1113,0.2639,0,0.3962,0.007231
4,49,5,41,em-ceda64319ca1,蜜香のウミリンゴ,fire_water,伝,75,8520,5453,1,5ターンの間、風属性の敵に対する味方全員の攻撃力を25%増加させる,counteraction,72,0.5,0.3956,0.9583,1,1,0.0738,0.9355,0.1054,0,0.5972,0.3943,0.010766
5,35,52,9,em-4d47f8a702ed,モヘン女ダロぉ,fire,MZR,47,3374,6202,1,2ターンの間、味方全員に風属性の敵からのダメージを36%軽減するシールドを与える,advantage_creation,72,0.4792,0.3758,0.9722,1,1,0.0779,0.9208,0.109,0.3056,0,0.9106,0.016415
6,50,53,12,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.3958,0.2898,0,0.3889,1,0.0556,0.8914,0.0799,0,0,0.9633,0.016008
7,51,54,16,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.3958,0.2898,0,0.3194,1,0.0604,0.8825,0.0849,0,0,0.9058,0.014585
8,52,40,7,em-872b1096af45,アシナガ,water,ZR,80,3748,6816,1,2ターンの間、自身の攻撃力を88%増加させる,counteraction,72,0.4444,0.3356,1,1,1,0.0927,0.9003,0.1276,0,0.2222,0.9606,0.01688
9,11,55,71,em-77df113e9f3b,聖方理納,wind,伝,80,8350,5118,1,1ターンの間、風属性の味方全員にダメージを25%軽減するシールドを与える,advantage_creation,72,0.4792,0.3688,1,1,1,0.0916,0.9242,0.1297,0.5278,0,0.3846,0.007271
10,53,56,28,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4097,0.3066,0,0.3611,1,0.0505,0.8968,0.0721,0,0,0.8986,0.013396
