枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-68c38b69771b,ぱんつぁーぴよ子,28,4412,3287,1,attribute_guard,0.5582,0.7014,100,0,8,いいえ,ぱんつぁーぴよ子 / カルボ姉（ねえ） / アウス大先輩 / 発音鬼リチャード / シミ
1,2,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,0.5577,0.6667,100,0,7,いいえ,ダリア・宮子・9 / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,3,em-d72497692e5c,バリ……トゥンク…王,41,1530,5279,0,guard,0.5407,0.6667,100,0,8,いいえ,バリ……トゥンク…王 / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / ズンビーフック
1,4,em-d695befcbdc2,収穫☆にいがタン,26,4508,3655,3,attribute_guard,0.5312,0.6875,98,2,8,いいえ,収穫☆にいがタン / カルボ姉（ねえ） / アウス大先輩 / 発音鬼リチャード / シミ
1,5,em-a3563f41a151,ラクダンデス隊長,38,4941,3578,2,guard,0.5297,0.6667,100,0,8,いいえ,ラクダンデス隊長 / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / シミ
1,6,em-bc583c6ff83e,卍石★モチ子,40,4625,4966,5,attribute_guard,0.5259,0.6667,99,1,8,いいえ,卍石★モチ子 / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / ズンビーフック
1,7,em-7a8f08b97855,カルボ姉（ねえ）,18,3792,2556,1,multi_hit_attack,0.5198,0.6667,98,2,8,いいえ,カルボ姉（ねえ） / 竜王！角成馬之助 / アウス大先輩 / みどりのたけしマン / 宗像スリーピース
1,8,em-fabca79c33ab,泰山春秋さん,40,5112,2633,3,revive,0.5171,0.6806,98,2,7,いいえ,泰山春秋さん / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,9,em-edb254f0a679,カナちゃんのなごみ,41,5453,3408,2,heal,0.5158,0.6458,99,1,8,いいえ,カナちゃんのなごみ / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,10,em-7b76cc31326e,迷走のヴァニ江,36,4379,2505,2,damage_reduction,0.5096,0.6736,99,1,8,いいえ,迷走のヴァニ江 / ペーチパイセン / アウス大先輩 / 発音鬼リチャード / シミ
1,11,em-e15fbf6ecd0c,シャーロック&エッジュ,41,4260,5112,2,skill_reduction,0.509,0.5833,98,2,8,いいえ,シャーロック&エッジュ / カルボ姉（ねえ） / アウス大先輩 / 発音鬼リチャード / ハリウッドナナコ師匠
1,12,em-52c5ebfefb96,一服のうっぴー,42,6475,3408,3,heal,0.5078,0.6389,100,0,7,いいえ,一服のうっぴー / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,13,em-8d98226e5962,玉稜の首領・たまうー,29,3067,4260,4,delay,0.5074,0.6181,96,4,8,いいえ,玉稜の首領・たまうー / カルボ姉（ねえ） / アウス大先輩 / ɚすぃとあろま？ / シミ
1,14,em-31f11b9a8df8,ももとふFREEダム,40,3408,4260,3,heal,0.5069,0.6597,98,2,7,いいえ,ももとふFREEダム / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,15,em-3c2d84f01c84,休憩。蟹男,35,6105,2726,2,guard,0.5054,0.6389,100,0,8,いいえ,休憩。蟹男 / 竜王！角成馬之助 / アウス大先輩 / リスマニア / シミ
1,16,em-7380c7ba233b,大崎どんと先輩,37,4771,3408,3,damage_reduction,0.5025,0.6528,99,1,8,いいえ,大崎どんと先輩 / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / シミ
1,17,em-1ef7fe92af87,丸見えミナレット,17,2505,852,0,aoe_attack,0.502,0.7153,100,0,8,いいえ,丸見えミナレット / 田島・ハル / アウス大先輩 / ɚすぃとあろま？ / シミ
1,18,em-ad53908276ac,ピコ島ぴーこ,47,4007,5112,1,heal,0.5,0.6042,99,1,8,いいえ,ピコ島ぴーこ / ペーチパイセン / アウス大先輩 / 発音鬼リチャード / 玉藻さま
1,19,em-b97fa105ba34,うまうーさん♪,40,5793,3067,5,attribute_guard,0.4998,0.6597,99,1,8,いいえ,うまうーさん♪ / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / ズンビーフック
1,20,em-1c5a28eee21d,首領子襲来!!,30,5680,3786,4,heal,0.4997,0.6389,100,0,8,いいえ,首領子襲来!! / 竜王！角成馬之助 / アウス大先輩 / 玉藻先生 / 宗像スリーピース
1,21,em-018ed1cdac9e,フユシャク,28,3067,3408,0,heal,0.4994,0.6181,92,8,8,いいえ,フユシャク / カルボ姉（ねえ） / アウス大先輩 / ɚすぃとあろま？ / 発音鬼リチャード
1,22,em-41c5d9f739e4,健やか泰三,44,3052,5964,5,revive,0.4974,0.6458,99,1,8,いいえ,健やか泰三 / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / 発音鬼リチャード
1,23,em-f35caa7e177a,モンポスさん,40,5112,2556,4,damage_reduction,0.4964,0.6667,99,1,8,いいえ,モンポスさん / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / ズンビーフック
1,24,em-5bd7e19b00f4,土田野古子,31,4732,3028,0,damage_reduction,0.4964,0.6042,98,2,8,いいえ,土田野古子 / カルボ姉（ねえ） / アウス大先輩 / ɚすぃとあろま？ / シミ
1,25,em-31da7ca7be23,安倍晴明,40,3919,4566,4,revive,0.4953,0.6458,98,2,7,いいえ,安倍晴明 / ペーチパイセン / アウス大先輩 / ɚすぃとあろま？ / リスマニア
1,26,em-93778a059b28,mʌんでー＆nuーん,17,2898,2898,3,delay,0.4953,0.625,97,3,8,いいえ,mʌんでー＆nuーん / 竜王！角成馬之助 / アウス大先輩 / みどりのたけしマン / 宗像スリーピース
1,27,em-23638c0715eb,ばけごろう,30,1757,5743,1,attribute_change,0.4942,0.625,97,3,8,いいえ,ばけごろう / カルボ姉（ねえ） / アウス大先輩 / ɚすぃとあろま？ / シミ
1,28,em-7a5551d5b1ab,琉球童子☆万太郎,42,4260,5623,0,attribute_change,0.4942,0.5556,99,1,8,いいえ,琉球童子☆万太郎 / カルボ姉（ねえ） / アウス大先輩 / 発音鬼リチャード / ハリウッドナナコ師匠
1,29,em-e6496091dd0f,シャーミーくん,20,2948,2556,1,attack_buff,0.4937,0.6528,98,2,8,いいえ,シャーミーくん / カルボ姉（ねえ） / アウス大先輩 / みどりのたけしマン / シミ
1,30,em-2ec5c7515f64,甲羅暮らしの201号,36,5455,3751,5,guard,0.4929,0.6389,98,2,8,いいえ,甲羅暮らしの201号 / 竜王！角成馬之助 / アウス大先輩 / 発音鬼リチャード / シミ
