総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,6,33,46,em-ef36b9b34984,外道丸☆酒呑童子,wind,伝,88,8179,7668,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5764,0.4708,1,1,1,0.2782,0.8691,0.3167,0.8472,0,0.4,0.009615
2,5,34,3,em-337e85c2cd90,ユーコ☆スターダスト,all,MZR,60,6053,4354,4,死亡している風属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.6528,0.5527,1,1,1,0.3018,0.9,0.3431,0.8611,0,0.9177,0.021969
3,4,35,1,em-7f4209b23c36,狐狗狸コックス,wind,CR,15,805,4025,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.6111,0.5118,1,1,1,0.3496,0.8957,0.3746,0.875,0,0.9889,0.02275
4,19,36,6,em-eec45136fb23,鋼の肝臓を持つ童子,wind,MZR,60,1704,7497,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5278,0.4291,1,1,1,0.2349,0.8663,0.257,0.5694,0,0.9129,0.019422
5,11,37,5,em-31da7ca7be23,安倍晴明,wind,ZR,40,3919,4566,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5764,0.4763,1,1,1,0.2626,0.8848,0.2906,0.6944,0,0.9646,0.020776
6,18,38,8,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.5694,0.47,1,1,1,0.2637,0.8749,0.291,0.625,0,0.9082,0.018985
7,54,15,9,em-623023f3cb8c,嫁劇！くーにゃん,wind,MZR,50,2556,6816,4,2ターンの間、風属性の味方全員の攻撃力を160%増加させる,counteraction,72,0.4722,0.3645,1,1,1,0.2015,0.7854,0.2378,0,0.1944,0.9058,0.018833
8,16,39,12,em-e6110f879f18,ユーコ隊,all,MZR,24,3408,2044,4,死亡している風属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.5764,0.4744,0.9861,1,1,0.2331,0.8592,0.2654,0.6389,0,0.9034,0.018125
9,28,40,11,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5347,0.428,1,1,1,0.1859,0.806,0.2322,0.4028,0,0.901,0.01832
10,55,4,2,em-a30066999e70,降臨！天草トッキー,wind,ZR,40,4260,5964,4,1ターンの間、風属性の味方全員の攻撃力を200%増加させる,counteraction,72,0.4792,0.3758,1,1,1,0.1475,0.7987,0.1852,0,0.375,0.9578,0.021996
