総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,40,50,2,em-9a400a6535d5,ｸﾗﾌﾄｼﾞﾝｼﾞｬｰの妖精,wind,ZR,44,5054,5006,4,火属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5069,0.4017,0,0,1,0.055,0.9428,0.0816,0,0,0.97,0.019182
2,41,51,8,em-e394b3795363,伝説の少女キャンディ,fire_wind,MZR,50,5507,5507,7,味方全員のスキルカウントを5減少させる,ignored,72,0.4583,0.3562,0,0,1,0.0428,0.9406,0.0639,0,0,0.9177,0.017074
3,42,14,1,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.5278,0.4273,1,1,1,0.05,0.9428,0.0747,0,0.3056,0.9673,0.024524
4,43,52,7,em-5a5c1d1004c1,妖精女王ミカーンニア,wind,ZR,42,3408,4771,4,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4583,0.3639,0,0,1,0.0439,0.9433,0.0652,0,0,0.966,0.017132
5,44,53,10,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4514,0.3432,0,0,1,0.0483,0.9322,0.0721,0,0,0.9646,0.016636
6,45,54,12,em-459f1ecad59a,電波姫☆いまりちゃん,wind,ZR,28,3919,4260,4,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4653,0.3658,0,0,1,0.0461,0.9406,0.0683,0,0,0.9633,0.016154
7,46,55,15,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4514,0.3485,0,0,1,0.0544,0.9294,0.0792,0,0,0.9619,0.015686
8,47,56,11,em-62cea78f14d3,ガラッパ,wind,CR,18,2078,3067,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5069,0.4017,0,0,1,0.0506,0.93,0.0756,0,0,0.986,0.016544
9,48,57,13,em-d4681ac22bb8,フランク,wind,CR,16,2093,2737,4,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5,0.405,0,0,1,0.035,0.95,0.0533,0,0,0.9854,0.015863
10,2,58,3,em-018ed1cdac9e,フユシャク,wind,ZR,28,3067,3408,0,味方全員のHPを30%回復する,advantage_creation,72,0.5069,0.4017,1,1,1,0.0511,0.9428,0.0768,0.4028,0,0.9578,0.018615
11,49,59,18,em-e9d9b60eefb1,鈴鹿忍者,water_wind,R,20,1623,2189,5,水属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5208,0.4175,0,0,1,0.0411,0.9428,0.063,0,0,0.9968,0.014592
12,50,60,29,em-27802083d7f5,チュニスさん,fire_wind,MZR,50,5964,3919,4,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4653,0.3603,0,0,1,0.0494,0.9394,0.0739,0,0,0.8937,0.012723
13,51,61,31,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.3958,0.301,0,0,1,0.0372,0.9233,0.0549,0,0,0.8912,0.012458
14,52,62,26,em-29cc8a9cf9cd,ビール売りの小娘,fire_wind,CR,18,1516,3638,3,味方全員のスキルカウントを1減少させる,ignored,72,0.4514,0.3504,0,0,1,0.0506,0.925,0.0741,0,0,0.9824,0.013236
15,53,63,28,em-c1137ad2cb1c,繊細さん？な芥川君,wind,CR,15,1400,3703,5,水属性の味方全員のスキルカウントを4減少させる,ignored,72,0.4444,0.3484,0,0,1,0.0344,0.9428,0.0522,0,0,0.9818,0.012865
16,54,64,34,em-d2350f280cb8,伊賀NINJA!,wind,ZR,40,1704,5112,3,味方全員のスキルカウントを1減少させる,ignored,72,0.4028,0.299,0,0,1,0.0372,0.9261,0.0565,0,0,0.9494,0.012278
17,55,65,42,em-448c2fa1943c,熊とか絶対殺すマン,wind,MZR,44,4086,4771,5,敵全員の攻撃カウントを2増加させる,ignored,72,0.4097,0.3084,0,0,1,0.04,0.9261,0.0592,0,0,0.8812,0.01093
18,10,66,27,em-3de6064f1850,?????,wind,MZR,49,5623,4771,0,1ターンの間、攻撃をリーダーに集中させる(8%カット),advantage_creation,72,0.4306,0.3311,1,1,1,0.0294,0.9361,0.0451,0.2361,0,0.8787,0.013065
19,1,67,17,em-ccfeb40e6439,更にThe★Youなリバ子,all,MZR,50,1509,5770,0,味方全員のHPを22%回復する,advantage_creation,72,0.4028,0.2972,1,1,1,0.0444,0.9161,0.0668,0.4722,0,0.8762,0.014718
20,56,68,47,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4167,0.3123,0,0,1,0.0478,0.9317,0.071,0,0,0.8736,0.010187
21,57,69,38,em-8ff0428b1c8b,さなこ先生,wind,N,10,1128,1269,4,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5069,0.3999,0,0,1,0.0633,0.9406,0.0939,0,0,0.996,0.011394
22,58,70,45,em-760bb0daf1c9,ゲキ悪オヤジ(神),all,ZR,53,5112,5112,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.3889,0.2859,0,0,1,0.0389,0.9239,0.0579,0,0,0.9408,0.01023
23,59,71,56,em-1e8ec25622df,切間・ンジャロさん,fire_wind,MZR,39,5871,3442,4,リーダーのスキルカウントを4減少させる,ignored,72,0.4375,0.335,0,0,1,0.045,0.9378,0.0674,0,0,0.8659,0.009159
24,60,72,53,em-d9d5f56bc25e,マダム・P・コウテイ,wind,ZR,23,4543,1986,5,風属性の味方全員のスキルカウントを3減少させる,ignored,72,0.4792,0.3776,0,0,1,0.0394,0.9417,0.0601,0,0,0.9378,0.00965
25,7,73,23,em-9b1b7dceab8e,ブダ山ペスト太郎,all,MZR,40,6305,2044,0,2ターンの間、自身にダメージを20%軽減するシールドを与える,advantage_creation,72,0.5,0.3974,1,1,1,0.0494,0.94,0.0737,0.2917,0,0.8607,0.013843
26,4,74,20,em-b193a8ecb394,どんぶりBros.,fire_wind,R,15,1963,1812,0,自身のHPを80%回復する,advantage_creation,72,0.5,0.3993,1,1,1,0.0439,0.9544,0.0666,0.3611,0,0.9916,0.014388
27,61,17,5,em-2c6fd048179d,ジョン・鮭児,all,CR,23,1448,2726,0,5ターンの間、自身の攻撃力を12%増加させる,counteraction,72,0.4653,0.3658,1,1,1,0.0456,0.9428,0.0675,0,0.2778,0.9743,0.018146
28,62,75,67,em-d4ddef9a4e05,大ふわふわさん,wind,MZR,36,6247,2839,4,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4444,0.3409,0,0,1,0.0433,0.9417,0.0649,0,0,0.8527,0.007997
29,18,76,52,em-a447724e3bc1,ヴァレサバ☆関くん,water_wind,MZR,54,4055,5759,0,1ターンの間、攻撃をリーダーに集中させる(10%カット),advantage_creation,72,0.375,0.2729,1,1,1,0.0322,0.9239,0.0491,0.1806,0,0.8501,0.009854
30,3,77,37,em-5bd7e19b00f4,土田野古子,wind,MZR,31,4732,3028,0,9ターンの間、自身にダメージを11%軽減するシールドを与える,advantage_creation,72,0.4444,0.3391,1,1,1,0.0533,0.9306,0.0785,0.3889,0,0.8474,0.011602
31,63,78,61,em-2110fa48fdc1,グリンすマン・ﾌｨｰﾊﾞｰ!,water_wind,R,22,1661,1736,5,敵全員の攻撃カウントを2増加させる,ignored,72,0.4444,0.3465,0,0,1,0.0311,0.9339,0.0477,0,0,0.9898,0.008602
32,64,79,59,em-00c11732c5ef,伊予まつぴちゅーん,wind,N,7,1762,634,4,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4792,0.3795,0,0,1,0.0378,0.9333,0.0576,0,0,0.9937,0.008769
33,65,15,14,em-e8c7a220a4d9,清少納言,wind,CR,25,3220,1771,0,1ターンの間、風属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.4583,0.3659,1,1,1,0.035,0.9389,0.0529,0,0.3056,0.9703,0.015693
34,5,80,55,em-d72497692e5c,バリ……トゥンク…王,fire_wind,MZR,41,1530,5279,0,1ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.3403,0.2457,1,1,1,0.0278,0.9167,0.0422,0.3333,0,0.8364,0.009463
35,23,18,16,em-7d5a30231904,「ふ」じゃなくてふゅーま,fire_wind,MZR,60,4260,2556,0,2ターンの間、自身の属性を火属性に変更する,adaptive,72,0.4236,0.3217,1,1,1,0.0394,0.9233,0.0589,0.1528,0.2778,0.8336,0.015644
36,66,9,22,em-52f6158a170b,まろやかマロカ先輩,wind,MZR,55,7668,3919,0,1ターンの間、水属性の敵に対する味方全員の攻撃力を50%増加させる,counteraction,72,0.4375,0.335,0.7639,1,1,0.0411,0.9328,0.0616,0,0.375,0.8308,0.013903
37,11,81,60,em-0e334d0d8b75,フアイチヴ夫,wind,MZR,37,3919,2044,0,自身のHPを200%回復する,advantage_creation,72,0.4236,0.3235,1,1,1,0.035,0.935,0.0533,0.2361,0,0.828,0.00867
38,67,13,21,em-ceb860c3dbdd,美姫お市,water_wind,MZR,60,5964,2556,0,3ターンの間、自身の攻撃力を30%増加させる,counteraction,72,0.3819,0.2841,1,1,1,0.0272,0.9156,0.0414,0,0.3333,0.8252,0.014368
39,22,82,54,em-6c3fedc97022,ご案内・ユカたん,wind,CR,18,1573,2576,0,1ターンの間、火属性の攻撃を自身に集中させる(85%カット),advantage_creation,72,0.4444,0.3446,0.5278,1,1,0.0417,0.93,0.0626,0.1667,0,0.9662,0.009565
40,68,30,44,em-eae2cf594e90,オオカマキリ,wind,ZR,32,2215,5521,0,1ターンの間、水属性の敵に対する自身の攻撃力を99%増加させる,counteraction,72,0.3542,0.2508,0.4444,1,1,0.0317,0.9172,0.048,0,0.1806,0.9129,0.010311
41,69,48,93,em-5e492c884ca0,三貴子素戔嗚,fire_wind,伝,75,8946,6475,5,2ターンの間、味方全員の攻撃が3回連続攻撃になる,counteraction,72,0.4306,0.3311,0,0,1,0.0339,0.9189,0.0513,0,0.0417,0.3161,0.002812
42,32,46,65,em-14092b64f08d,コハク糖の魔導師,fire_wind,MZR,46,4379,5367,3,2ターンの間、味方全員の属性を風属性に変更する,adaptive,72,0.4583,0.3544,0.0139,0,1,0.0483,0.9389,0.0723,0.0694,0.0556,0.8136,0.008247
