総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,8,44,5,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.6111,0.5118,1,1,1,0.0982,0.9435,0.1384,0.5556,0,0.92,0.021754
2,7,45,3,em-47c29240fd33,大晦日のネギそば給仕少女,water_wind,MZR,40,3834,3834,2,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5764,0.4763,1,1,1,0.0962,0.9415,0.1364,0.5833,0,0.9177,0.02194
3,18,3,2,em-192a5247d83c,マサムネーダー,wind,MZR,32,3919,5112,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.5486,0.4457,1,1,1,0.0919,0.935,0.1294,0.4722,0.4861,0.9153,0.025486
4,5,46,8,em-1f563ca1152b,キューバのラムちゃん,wind,ZR,47,4703,4703,2,風属性の味方全員のHPを90%回復する,advantage_creation,72,0.5417,0.4377,1,1,1,0.0995,0.9397,0.1365,0.625,0,0.966,0.020512
5,49,47,18,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4583,0.3619,0,0.4028,1,0.0574,0.9169,0.081,0,0,0.9646,0.015873
6,2,1,1,em-344c7687cce5,アウス大先輩,fire_wind,R,17,1924,1924,2,11ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.6111,0.5063,1,1,1,0.1135,0.935,0.1582,0.7639,1.0417,0.9984,0.031409
7,30,12,4,em-66ea9ae769d2,白拍子キリコ,wind,CR,22,2898,2898,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.5694,0.4739,1,1,1,0.0962,0.9328,0.1319,0.3194,0.2639,0.9865,0.021821
8,6,48,10,em-95694ab0605a,超★メジェド様,all,MZR,44,2300,3432,2,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.5556,0.4595,1,1,1,0.0813,0.9286,0.1146,0.6111,0,0.9034,0.018037
9,50,49,24,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4583,0.3619,0,1,1,0.0789,0.9047,0.1069,0,0,0.9592,0.014404
10,51,20,12,em-2c691fe63d0d,ブッシュドノエルん,fire_wind,ZR,38,3652,5354,2,1ターンの間、リーダーの攻撃力を250%増加させる,counteraction,72,0.4792,0.3795,1,1,1,0.0767,0.9165,0.1066,0,0.2222,0.9578,0.017729
