総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,3,55,50,em-77df113e9f3b,聖方理納,wind,伝,80,8350,5118,1,1ターンの間、風属性の味方全員にダメージを25%軽減するシールドを与える,advantage_creation,72,0.6597,0.5556,1,1,1,0.1264,0.9381,0.1779,0.6389,0,0.4,0.009042
2,50,56,16,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5625,0.4547,0,0.4306,1,0.1,0.9284,0.1421,0,0,0.9687,0.01663
3,51,57,20,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5139,0.406,0,0.2639,1,0.0859,0.9156,0.1224,0,0,0.9153,0.01542
4,52,58,18,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5208,0.4121,0,0.3889,1,0.0989,0.9244,0.1381,0,0,0.966,0.015732
5,53,31,57,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5694,0.461,0.9583,1,1,0.1099,0.9132,0.1538,0,0.3056,0.3924,0.008156
6,54,33,10,em-9974d2b554c4,ｼｬﾐｯ子！シャーミー君,fire_wind,MZR,36,4652,3919,1,2ターンの間、火属性の敵に対する自身の攻撃力を80%増加させる,counteraction,72,0.6181,0.5164,0.9583,1,1,0.1118,0.942,0.1561,0,0.2778,0.9082,0.017674
7,55,59,26,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.3878,0,0.3056,1,0.0727,0.9096,0.1044,0,0,0.9058,0.013754
8,13,60,17,em-ad53908276ac,ピコ島ぴーこ,fire_wind,MZR,47,4007,5112,1,風属性の味方全員のHPを42%回復する,advantage_creation,72,0.5833,0.4754,1,1,1,0.106,0.9407,0.15,0.5278,0,0.9034,0.016447
9,22,61,19,em-ee43bce0e25f,vにゅーさん,all,MZR,51,3567,5271,1,5ターンの間、自身にダメージを35%軽減するシールドを与える,advantage_creation,72,0.5625,0.453,1,1,1,0.1086,0.9296,0.1541,0.375,0,0.901,0.015425
10,56,1,1,em-2c2759ede728,?????,water_wind,ZR,44,4771,2385,1,3ターンの間、風属性の敵に対する味方全員の攻撃力を35%増加させる,counteraction,72,0.6528,0.5472,1,1,1,0.1196,0.9491,0.1696,0,1.1111,0.9578,0.027267
11,8,18,3,em-7a57f923ab2c,ありえんキャット様,fire_wind,MZR,61,6069,5622,1,1ターンの間、自身の属性を火属性に変更する,adaptive,72,0.5625,0.4513,0.9861,1,1,0.1105,0.9281,0.1566,0.5556,0.3889,0.8961,0.020073
12,57,62,33,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.5,0.3886,0,1,1,0.0895,0.9018,0.1268,0,0,0.8937,0.011994
13,1,63,12,em-4f85690db8f2,メムノン２８号,wind,ZR,32,937,3408,1,1ターンの間、風属性の攻撃を自身に集中させる(95%カット),advantage_creation,72,0.6111,0.5045,1,1,1,0.1172,0.945,0.162,0.9583,0,0.9537,0.017485
14,6,64,9,em-30b1960a9425,赤城山の風神太郎,wind,ZR,43,3446,3919,1,2ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.5972,0.4917,1,1,1,0.1095,0.9188,0.1548,0.5972,0,0.9523,0.018304
15,58,20,6,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.5347,0.4245,1,1,1,0.1066,0.9076,0.1499,0,0.375,0.9508,0.019306
