総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,18,4,2,em-192a5247d83c,マサムネーダー,wind,MZR,32,3919,5112,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.6181,0.5128,0.9861,1,1,0.1402,0.9224,0.1921,0.5139,0.6389,0.92,0.025923
2,10,6,31,em-e0ae1e287b90,春のお兄さん,wind,伝,80,9202,5793,2,3ターンの間、自身の属性を火属性に変更する,adaptive,72,0.5764,0.4656,1,1,1,0.1469,0.9245,0.1976,0.5972,0.5278,0.3981,0.011944
3,59,32,11,em-7f5fe06d82f7,特攻のびゃこ,wind,MZR,39,2641,6219,2,1ターンの間、火属性の敵に対する自身の攻撃力を999%増加させる,counteraction,72,0.5694,0.4627,0.9028,1,1,0.125,0.8997,0.1707,0,0.0556,0.9153,0.017432
4,60,37,15,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5208,0.4139,0,1,1,0.1148,0.8817,0.1514,0,0,0.9129,0.016246
5,61,8,3,em-00b4dc762ce0,ハクさんはファイター,wind,MZR,50,3890,5112,2,1ターンの間、味方全員の攻撃力を66%増加させる,counteraction,72,0.5694,0.4627,1,1,1,0.1534,0.922,0.1969,0,0.4583,0.9106,0.021276
6,62,27,12,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.5139,0.406,1,1,1,0.1263,0.9035,0.1659,0,0.1806,0.9082,0.017302
7,16,38,61,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5694,0.4663,1,1,1,0.1163,0.9345,0.1545,0.5278,0,0.3885,0.007799
8,31,39,10,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5208,0.4121,1,1,1,0.1422,0.8964,0.1854,0.3472,0,0.9034,0.017499
9,1,1,1,em-344c7687cce5,アウス大先輩,fire_wind,R,17,1924,1924,2,11ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.6319,0.5258,0.9861,1,1,0.1602,0.9352,0.2148,1.125,1.1667,0.9974,0.031356
10,63,40,19,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4861,0.3782,0,0.4583,1,0.0998,0.9066,0.1374,0,0,0.9578,0.01492
11,5,41,9,em-1f563ca1152b,キューバのラムちゃん,wind,ZR,47,4703,4703,2,風属性の味方全員のHPを90%回復する,advantage_creation,72,0.5556,0.4502,1,1,1,0.1308,0.9224,0.1743,0.6667,0,0.9564,0.018517
12,64,24,18,em-beaaa8c15744,カメハメハワイ大王,water_wind,MZR,50,3059,5879,2,1ターンの間、火属性の味方全員の攻撃力を120%増加させる,counteraction,72,0.5625,0.453,0.7778,1,1,0.1346,0.9057,0.1823,0,0.2361,0.8937,0.015505
13,65,42,26,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4792,0.3688,0,1,1,0.109,0.8774,0.1496,0,0,0.8912,0.012843
14,21,12,8,em-9b4f5ff97dee,モスウーマン師匠,wind,MZR,47,6390,4345,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.5556,0.4467,0.9861,1,1,0.1285,0.9022,0.1752,0.5,0.3472,0.8887,0.019156
15,66,43,24,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4861,0.3765,0,1,1,0.1017,0.8874,0.1405,0,0,0.9508,0.013129
16,67,10,5,em-e442a06775e7,祭りだ☆富姫,wind,MZR,40,3067,5453,2,3ターンの間、風属性の敵に対する自身の攻撃力を133%増加させる,counteraction,72,0.5069,0.3982,1,1,1,0.1239,0.8965,0.1658,0,0.4306,0.8838,0.019948
17,45,33,23,em-3deff3291fd4,有閑カノープス,water_wind,MZR,70,5112,6816,2,1ターンの間、味方全員の属性を全属性に変更する,adaptive,72,0.5139,0.4043,0.8333,1,1,0.1185,0.9018,0.1571,0.1944,0.0556,0.8812,0.013471
18,68,7,7,em-d138d4e46038,きぬたン,water_wind,ZR,48,3067,4771,2,8ターンの間、味方全員の攻撃力を18%増加させる,counteraction,72,0.5278,0.42,1,1,1,0.1275,0.911,0.1683,0,0.4861,0.9466,0.019254
19,7,44,17,em-95694ab0605a,超★メジェド様,all,MZR,44,2300,3432,2,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.5694,0.461,1,1,1,0.1577,0.9066,0.2065,0.625,0,0.8762,0.015617
20,69,45,30,em-29cc8a9cf9cd,ビール売りの小娘,fire_wind,CR,18,1516,3638,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5208,0.4121,0,0.5972,1,0.1112,0.8792,0.1515,0,0,0.9787,0.012096
21,70,14,16,em-2c691fe63d0d,ブッシュドノエルん,fire_wind,ZR,38,3652,5354,2,1ターンの間、リーダーの攻撃力を250%増加させる,counteraction,72,0.4931,0.3843,1,1,1,0.1205,0.9031,0.1637,0,0.3333,0.9422,0.015941
22,71,18,14,em-16f5c5743e68,駆けろわだっしー,wind,ZR,42,1559,4968,2,2ターンの間、自身の攻撃力を155%増加させる,counteraction,72,0.5069,0.3948,1,1,1,0.1244,0.8957,0.1688,0,0.2917,0.9408,0.016269
23,13,46,20,em-1405aadf6237,ツマグロヨコバイ,wind,ZR,30,3748,3067,2,1ターンの間、風属性の攻撃をリーダーに集中させる(75%カット),advantage_creation,72,0.5625,0.4547,1,1,1,0.1226,0.8983,0.1684,0.5556,0,0.9393,0.014135
24,22,47,29,em-a11a3441fd8e,レンネルアルケニー,fire_wind,MZR,43,2896,3919,2,1ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5278,0.4166,1,1,1,0.138,0.8995,0.1856,0.4861,0,0.8633,0.01216
25,72,48,38,em-d2350f280cb8,伊賀NINJA!,wind,ZR,40,1704,5112,3,味方全員のスキルカウントを1減少させる,ignored,72,0.4514,0.3449,0,0.5556,1,0.0869,0.8832,0.1205,0,0,0.9363,0.010281
26,73,49,47,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4653,0.3534,0,1,1,0.1307,0.8826,0.174,0,0,0.8581,0.009272
