総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,50,14,4,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.5417,0.4342,1,1,1,0.1094,0.9086,0.1515,0,0.5,0.97,0.022524
2,1,53,3,em-4f85690db8f2,メムノン２８号,wind,ZR,32,937,3408,1,1ターンの間、風属性の攻撃を自身に集中させる(95%カット),advantage_creation,72,0.6181,0.5164,1,1,1,0.1244,0.9304,0.1733,1.4028,0,0.9687,0.022703
3,51,54,14,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4444,0.3338,0,0.2917,1,0.0815,0.8881,0.116,0,0,0.9153,0.01587
4,52,55,18,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.4653,0.3568,0,1,1,0.0929,0.892,0.1276,0,0,0.9129,0.01541
5,53,56,20,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4306,0.3221,0,0.3194,1,0.0909,0.8894,0.1237,0,0,0.9106,0.014914
6,54,27,58,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5,0.3886,0.9306,1,1,0.0979,0.9182,0.1366,0,0.3333,0.3904,0.008005
7,24,18,7,em-7a57f923ab2c,ありえんキャット様,fire_wind,MZR,61,6069,5622,1,1ターンの間、自身の属性を火属性に変更する,adaptive,72,0.5069,0.3982,0.9861,1,1,0.0892,0.911,0.125,0.3472,0.4306,0.9058,0.020302
8,3,57,10,em-ad53908276ac,ピコ島ぴーこ,fire_wind,MZR,47,4007,5112,1,風属性の味方全員のHPを42%回復する,advantage_creation,72,0.5069,0.3999,1,1,1,0.1114,0.9173,0.153,0.8194,0,0.9034,0.018261
9,55,58,24,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4167,0.307,0,0.2361,1,0.0881,0.8942,0.1215,0,0,0.9592,0.014289
10,56,28,12,em-b9b57c4067ef,危険なイナフさん,wind,MZR,60,4089,4089,1,8ターンの間、自身の攻撃力を45%増加させる,counteraction,72,0.5069,0.3982,1,1,1,0.0941,0.8882,0.1324,0,0.2917,0.8986,0.017052
