総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,7,35,51,em-ef36b9b34984,外道丸☆酒呑童子,wind,伝,88,8179,7668,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5694,0.4645,1,1,1,0.2337,0.8754,0.2712,0.5972,0,0.4,0.009493
2,14,36,2,em-eec45136fb23,鋼の肝臓を持つ童子,wind,MZR,60,1704,7497,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4722,0.3736,1,1,1,0.2084,0.8802,0.2258,0.4861,0,0.9177,0.021037
3,5,37,4,em-337e85c2cd90,ユーコ☆スターダスト,all,MZR,60,6053,4354,4,死亡している風属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.5347,0.4297,1,1,1,0.261,0.8583,0.2902,0.625,0,0.9153,0.020655
4,3,38,3,em-9898cb7ba23e,富士さんは魔女,wind,MZR,45,5112,4260,4,死亡している風属性の味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5347,0.4334,1,1,1,0.2413,0.853,0.2702,0.6528,0,0.9129,0.020946
5,12,39,7,em-ff5428a9ceca,アブラムシ,wind,ZR,30,5112,3408,4,死亡している風属性の味方全員を25%のHPで蘇らせる,advantage_creation,72,0.5347,0.4297,0.9861,1,1,0.2223,0.8682,0.2578,0.5,0,0.9646,0.020147
6,15,40,5,em-7f4209b23c36,狐狗狸コックス,wind,CR,15,805,4025,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4792,0.3795,1,1,1,0.1706,0.8716,0.1939,0.4861,0,0.9871,0.020293
7,8,41,8,em-31da7ca7be23,安倍晴明,wind,ZR,40,3919,4566,4,死亡している風属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4653,0.3639,0.9861,1,1,0.2008,0.8661,0.2239,0.5417,0,0.9619,0.020137
8,53,42,18,em-70a9a07ea8d9,うさ☆八幡さま,water_wind,MZR,60,5964,5964,6,火属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.4236,0.3198,0,0.375,1,0.1631,0.7668,0.1916,0,0,0.9034,0.014546
9,35,43,12,em-45dad5139056,ベギン改・修道女,fire_wind,ZR,37,4565,4467,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4583,0.3544,0.9722,1,1,0.1577,0.8373,0.191,0.1806,0,0.9592,0.016301
10,13,44,11,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.4583,0.3562,1,1,1,0.1882,0.8585,0.2136,0.5,0,0.8986,0.01733
11,54,2,1,em-14d31235a3f8,かっちゃんのBIG強飯,fire_wind,ZR,48,3067,4601,4,2ターンの間、味方全員の攻撃力を120%増加させる,counteraction,72,0.4306,0.333,1,1,1,0.0972,0.8095,0.1223,0,0.3056,0.9564,0.024384
12,30,45,13,em-89867a1b17eb,ゴッホさんとおこﾀﾞﾘｱ,wind,ZR,25,3158,3220,4,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.4653,0.3639,1,1,1,0.1701,0.8015,0.2031,0.2361,0,0.9551,0.01558
13,20,46,14,em-d0639c20e6b1,ユーコ☆宇宙,all,MZR,24,4260,2556,4,死亡している風属性の味方全員を25%のHPで蘇らせる,advantage_creation,72,0.4792,0.3758,1,1,1,0.1517,0.833,0.1799,0.3611,0,0.8912,0.015456
14,55,5,6,em-623023f3cb8c,嫁劇！くーにゃん,wind,MZR,50,2556,6816,4,2ターンの間、風属性の味方全員の攻撃力を160%増加させる,counteraction,72,0.3611,0.2638,1,1,1,0.1314,0.7754,0.1538,0,0.2639,0.8887,0.020195
15,56,6,9,em-a30066999e70,降臨！天草トッキー,wind,ZR,40,4260,5964,4,1ターンの間、風属性の味方全員の攻撃力を200%増加させる,counteraction,72,0.3819,0.2841,1,1,1,0.1106,0.7692,0.1381,0,0.2361,0.9508,0.020001
16,57,23,75,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.3681,0.2655,1,1,1,0.1428,0.7736,0.1692,0,0.0972,0.3706,0.006124
17,25,47,22,em-34853ed0f0f8,ユーコちゃん,all,MZR,24,2556,1533,4,死亡している風属性の味方全員を15%のHPで蘇らせる,advantage_creation,72,0.4792,0.3833,1,1,1,0.1319,0.8604,0.1605,0.3056,0,0.8812,0.014258
18,21,48,25,em-e6110f879f18,ユーコ隊,all,MZR,24,3408,2044,4,死亡している風属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4375,0.3388,1,1,1,0.1752,0.8243,0.1994,0.3611,0,0.8787,0.013807
19,29,49,26,em-f35caa7e177a,モンポスさん,water_wind,ZR,40,5112,2556,4,1ターンの間、味方全員にダメージを80%軽減するシールドを与える,advantage_creation,72,0.4167,0.3159,1,1,1,0.1624,0.792,0.19,0.25,0,0.9451,0.013338
20,27,50,20,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.3889,0.2878,1,1,1,0.1403,0.7803,0.1708,0.2639,0,0.8736,0.014502
21,58,51,90,em-22f9d46fe6f4,ウサウサ八幡,water_wind,伝,88,10872,5964,6,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.3264,0.2372,0,0.3472,1,0.0968,0.7639,0.1125,0,0,0.3603,0.00427
22,59,52,46,em-e394b3795363,伝説の少女キャンディ,fire_wind,MZR,50,5507,5507,7,味方全員のスキルカウントを5減少させる,ignored,72,0.3403,0.2437,0,0.0417,1,0.1187,0.7565,0.1383,0,0,0.8685,0.010005
23,36,53,28,em-ffdcaffc4a41,雑煮入り☆うるっしー,all,ZR,36,3443,3443,4,2ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.3889,0.2915,1,1,1,0.0968,0.7602,0.1198,0.1806,0,0.9393,0.013069
24,37,54,33,em-271fbedbbf39,レオ,fire_wind,CR,22,2737,2093,4,1ターンの間、味方全員にダメージを80%軽減するシールドを与える,advantage_creation,72,0.4236,0.3198,1,1,1,0.1601,0.7371,0.1899,0.1667,0,0.9762,0.012099
25,60,55,54,em-32538f7c8341,熊殺しのサンタマン,water_wind,MZR,58,6560,4345,5,敵全員の攻撃カウントを2増加させる,ignored,72,0.3611,0.2657,0,0.7917,1,0.0999,0.7434,0.122,0,0,0.8607,0.009191
26,61,56,91,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.3472,0.2453,0,1,1,0.1265,0.7579,0.1493,0,0,0.3498,0.003633
27,2,57,24,em-bccc8308e871,ぶうやれギュウちゃん,wind,ZR,34,3919,5112,5,死亡している風属性の味方全員を77%のHPで蘇らせる,advantage_creation,72,0.5556,0.452,0.8056,0.7222,1,0.2632,0.848,0.298,0.6806,0,0.9333,0.014003
28,62,18,27,em-13eb68eee59d,マーサイ兄さん,wind,ZR,34,4260,3834,4,3ターンの間、風属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.3403,0.2477,1,1,1,0.0896,0.7596,0.109,0,0.125,0.9318,0.013195
29,1,58,29,em-41c5d9f739e4,健やか泰三,fire_wind,MZR,44,3052,5964,5,死亡している風属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.5278,0.4218,0.7639,0.7361,1,0.2706,0.841,0.3054,0.7917,0,0.8501,0.013024
