総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,39,1,em-4e2a71a8e1a6,ハチモドキアブ,water,ZR,55,5623,6100,2,死亡している水属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.7153,0.629,1,1,1,0.1822,0.9765,0.2406,1.7083,0,0.97,0.022888
2,3,40,3,em-95e1d74be5b6,Ｈ・Ｆ・ウーマン,water,ZR,47,6305,3748,2,1ターンの間、攻撃を自身に集中させる(70%カット),advantage_creation,72,0.6528,0.5509,1,1,1,0.1444,0.9506,0.1991,1.1806,0,0.9687,0.022232
3,58,27,11,em-9d5a58645c8c,カロニスタ・ヴェニ子,water,MZR,37,4444,4444,2,1ターンの間、水属性の敵に対する自身の攻撃力を452%増加させる,counteraction,72,0.5833,0.4826,1,1,1,0.0987,0.9459,0.1377,0,0.2361,0.9153,0.017839
4,59,20,52,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.5417,0.4359,1,1,1,0.1083,0.942,0.1485,0,0.3056,0.3943,0.008657
5,60,11,4,em-09a7a163b0cd,沼南ぱモーセ,water,MZR,38,2556,5623,2,1ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.5347,0.4353,1,1,1,0.09,0.9347,0.1247,0,0.4028,0.9106,0.020739
6,4,41,8,em-6cd949ff7539,?????,fire_water,MZR,53,1842,6475,2,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5208,0.4139,1,1,1,0.1071,0.9133,0.1482,1.0556,0,0.9082,0.019276
7,61,42,23,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4583,0.36,0,1,1,0.0744,0.9148,0.1007,0,0,0.9619,0.015169
8,62,23,5,em-663696ccf728,夏の一次幹,water,CR,22,3408,2215,2,3ターンの間、自身の攻撃力を80%増加させる,counteraction,72,0.6042,0.5017,1,1,1,0.1075,0.9357,0.1455,0,0.2639,0.986,0.020685
9,28,43,68,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5278,0.4311,1,1,1,0.0743,0.9243,0.1052,0.2639,0,0.3846,0.006661
10,63,18,6,em-2d179e9f0835,ﾇｯと出る☆ウイス君,water,MZR,36,5354,2486,2,4ターンの間、リーダーの攻撃力を140%増加させる,counteraction,72,0.5764,0.4782,1,1,1,0.1019,0.9337,0.1411,0,0.3194,0.8986,0.019333
11,13,44,13,em-c8ed16119cbe,ヴェルラの木こり,water,CR,28,3014,3162,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,72,0.5694,0.4663,1,1,1,0.1021,0.9348,0.1421,0.5556,0,0.9842,0.017235
12,54,24,26,em-1bcd64d199fb,ケロッとる☆キング,water,MZR,31,1533,5708,2,3ターンの間、自身の属性を風属性に変更する,adaptive,72,0.4931,0.386,1,1,1,0.0873,0.9183,0.1224,0.0694,0.2639,0.8937,0.014482
13,2,45,15,em-a02f06328adf,ゼネコン大公,water,MZR,60,6134,2726,2,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,72,0.5833,0.4789,1,1,1,0.137,0.9336,0.1846,1.3333,0,0.8912,0.016985
