総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,28,2,em-15545bc62fe7,幽霊烏賊図,water,MZR,60,3408,4260,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.7083,0.6081,1,1,1,0.2574,0.918,0.3213,1.3056,0,0.92,0.023019
2,64,8,5,em-6a50fe1ba475,青き春の酔竜,water,MZR,70,2556,7668,3,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.5625,0.4547,1,1,1,0.1571,0.8748,0.209,0,0.4167,0.9177,0.020475
3,3,29,1,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5556,0.4484,1,1,1,0.2126,0.8872,0.2596,0.9583,0,0.9153,0.023904
4,2,30,3,em-d7e6501e0b63,ダークるる,water_wind,MZR,60,4771,4771,3,1ターンの間、味方全員に水属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.5972,0.4972,1,1,1,0.2103,0.9045,0.2603,1.1806,0,0.9129,0.021176
5,17,31,52,em-33880cee5e60,三貴子ツクヨミ,water_wind,伝,75,10735,4686,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5694,0.461,1,1,1,0.2461,0.882,0.2943,0.6806,0,0.3924,0.008564
6,12,32,9,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.6181,0.511,1,1,1,0.2315,0.9117,0.2829,0.8194,0,0.9082,0.019112
7,14,33,4,em-4533a7697d48,謀反人ミッツ,fire_water,MZR,60,6645,4430,3,2ターンの間、水属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,72,0.5625,0.46,1,1,1,0.1842,0.8762,0.2298,0.7639,0,0.9058,0.020536
8,4,34,7,em-4819d53ddb48,ブハラ師匠,water,ZR,39,5708,3237,3,味方全員のHPを130%回復する,advantage_creation,72,0.5903,0.4835,1,1,1,0.2362,0.8991,0.2847,0.9444,0,0.9606,0.019955
9,7,35,10,em-7a8534cb5af6,クレリゴス子様,water,ZR,41,6731,2951,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5903,0.4853,1,1,1,0.2141,0.8931,0.2614,0.8889,0,0.9592,0.019093
10,65,13,6,em-80894fcaa10c,とんこつ神！博多美子,water,ZR,40,4089,5350,3,3ターンの間、水属性の味方全員の攻撃力を50%増加させる,counteraction,72,0.5278,0.42,1,1,1,0.1573,0.8753,0.1983,0,0.3333,0.9578,0.020167
11,41,36,20,em-52de8bb54262,ボビンちゃん,water,MZR,33,3748,4771,3,1ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5417,0.4377,1,1,1,0.1727,0.8619,0.2147,0.2917,0,0.8961,0.015252
12,21,37,15,em-f9383e2e4919,ユハンヌスのサウナー,water_wind,MZR,42,5231,3067,3,1ターンの間、水属性の味方全員にダメージを78%軽減するシールドを与える,advantage_creation,72,0.5833,0.4772,1,1,1,0.1577,0.8976,0.2045,0.5972,0,0.8937,0.016172
13,66,4,8,em-5f311c45014a,パーントゥ大先生,water_wind,MZR,37,2409,4819,3,1ターンの間、味方全員の攻撃力を150%増加させる,counteraction,72,0.5278,0.4218,1,1,1,0.162,0.8739,0.2023,0,0.5139,0.8912,0.019145
14,23,38,18,em-d5ea84224259,ﾌﾗﾝﾀﾞｰｽのわんわんお,water,MZR,38,5538,3190,3,2ターンの間、攻撃を自身に集中させる(68%カット),advantage_creation,72,0.5556,0.4484,1,1,1,0.1799,0.8854,0.2261,0.5417,0,0.8887,0.015962
15,11,39,19,em-f7f78d464e92,ウミウサーヌ,all,MZR,60,3408,4601,3,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5208,0.4139,1,1,1,0.1871,0.878,0.2319,0.8333,0,0.8862,0.015714
16,67,10,12,em-f33de53ee597,遊無給(ニート)な小町,all,MZR,100,7327,5623,3,1ターンの間、味方全員の攻撃力を200%増加させる,counteraction,72,0.4931,0.3878,1,1,1,0.1425,0.8514,0.1749,0,0.375,0.8838,0.016792
17,19,40,23,em-6eed78e1fe62,リア充の権化安倍晴明,all,MZR,100,6782,6271,3,味方全員のHPを100%回復する,advantage_creation,72,0.4722,0.3628,1,1,1,0.1608,0.8632,0.1979,0.6389,0,0.8812,0.014563
18,30,41,31,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,all,MZR,60,6816,4771,3,自身のHPを200%回復する,advantage_creation,72,0.5069,0.4017,1,1,1,0.1369,0.8607,0.1774,0.3889,0,0.8787,0.012433
19,68,17,17,em-0bcb369cdcd9,キタキツネの神様,water,ZR,36,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.5,0.3903,1,1,1,0.1707,0.8565,0.2155,0,0.2917,0.9451,0.015964
20,69,6,11,em-a85045965911,まさか殿(マジ),all,MZR,100,7463,6628,3,4ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.4444,0.3391,1,1,1,0.1211,0.8608,0.1558,0,0.4722,0.8736,0.018486
21,47,42,14,em-68afa2dec462,みどりのたけしマン,water_wind,CR,23,2592,2432,3,3ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,72,0.5347,0.4334,1,1,1,0.1412,0.8746,0.1806,0.25,0,0.9781,0.016173
22,39,43,25,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4722,0.3645,1,1,1,0.1469,0.8669,0.1862,0.3056,0,0.9408,0.013906
23,31,44,28,em-1374a3351d4c,忍！fuま＆voたん,water_wind,R,17,1510,1510,3,1ターンの間、攻撃をリーダーに集中させる(75%カット),advantage_creation,72,0.5625,0.46,1,1,1,0.164,0.8704,0.2094,0.3889,0,0.9927,0.013041
24,34,45,37,em-54cb13a72721,不思議の海のモヅルン,fire_water,MZR,60,6475,4941,3,1ターンの間、風属性の攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5278,0.4183,0.8333,1,1,0.1965,0.8486,0.2407,0.375,0,0.8633,0.010888
25,40,46,32,em-904dc3a6cb19,ɚすぃとLulu？,water_wind,ZR,24,4260,2726,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5278,0.4254,1,1,1,0.1467,0.8781,0.1836,0.3056,0,0.9363,0.011885
26,37,47,90,em-94f677409ee2,月甲のルナタスピス,water,伝,75,10224,4543,3,3ターンの間、攻撃を自身に集中させる(33%カット),advantage_creation,72,0.4792,0.3705,1,1,1,0.16,0.8465,0.1979,0.3194,0,0.3498,0.004283
27,42,48,33,em-96a3648b46e2,チョコ染めの安井さん,water,ZR,32,3646,4089,3,1ターンの間、攻撃をリーダーに集中させる(85%カット),advantage_creation,72,0.4722,0.3662,1,1,1,0.1566,0.8448,0.1887,0.2778,0,0.9333,0.011646
28,38,49,35,em-c3ea022d7d2f,にゅーさん,water,CR,12,500,1900,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5208,0.4121,1,1,1,0.1545,0.8641,0.2,0.3194,0,0.9736,0.011369
29,70,50,43,em-bd35a359234a,ジョーカーくん,water,CR,18,805,3935,3,火属性の味方全員のスキルカウントを3減少させる,ignored,72,0.4653,0.3585,0,1,1,0.1392,0.8438,0.1785,0,0,0.973,0.009582
30,71,22,29,em-f8e6761b2883,青龍,water,ZR,36,1704,6816,3,2ターンの間、火属性の敵に対する自身の攻撃力を300%増加させる,counteraction,72,0.4514,0.3504,0.7639,1,1,0.1111,0.8448,0.1411,0,0.1667,0.9288,0.012873
31,36,51,47,em-bbda291d459c,漆黒及び純白のポワン,all,MZR,20,1704,2896,3,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.4792,0.3722,1,1,1,0.1543,0.8663,0.189,0.3611,0,0.8447,0.009092
32,72,52,53,em-cec2f0ad9373,Dr.フォックス,water_wind,ZR,40,4089,4430,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.4444,0.3373,0,0.5694,1,0.1409,0.8237,0.1757,0,0,0.9257,0.008543
33,56,53,50,em-314fadaf0ea9,オシラサマ,water,ZR,28,4260,3322,3,味方全員のHPを40%回復する,advantage_creation,72,0.4653,0.3568,1,1,1,0.1624,0.8472,0.1985,0.1528,0,0.9241,0.008653
