総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,41,2,em-4e2a71a8e1a6,ハチモドキアブ,water,ZR,55,5623,6100,2,死亡している水属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.7292,0.6304,1,1,1,0.2313,0.9697,0.302,1.8472,0,0.97,0.023381
2,64,28,5,em-d138d4e46038,きぬたン,water_wind,ZR,48,3067,4771,2,8ターンの間、味方全員の攻撃力を18%増加させる,counteraction,72,0.6389,0.5359,1,1,1,0.1319,0.9305,0.1834,0,0.2222,0.9687,0.020522
3,7,23,3,em-7419b64dec0e,天の飛龍巻,all,MZR,42,5623,3748,2,1ターンの間、味方全員の属性を風属性に変更する,adaptive,72,0.6597,0.5575,1,1,1,0.1623,0.9292,0.2173,0.8333,0.2917,0.9153,0.022005
4,65,6,1,em-37e222cb9f2b,いんばーぬたん,water,MZR,53,3748,4771,2,2ターンの間、水属性の敵に対する水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.6042,0.5017,1,1,1,0.1462,0.9405,0.1933,0,0.4861,0.9129,0.023733
5,26,42,10,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,72,0.5972,0.4899,1,1,1,0.1225,0.92,0.1685,0.4861,0,0.9106,0.017687
6,66,39,18,em-beaaa8c15744,カメハメハワイ大王,water_wind,MZR,50,3059,5879,2,1ターンの間、火属性の味方全員の攻撃力を120%増加させる,counteraction,72,0.6042,0.5017,0.8472,1,1,0.1562,0.9094,0.2036,0,0.0833,0.9082,0.015277
7,16,43,11,em-6cd949ff7539,?????,fire_water,MZR,53,1842,6475,2,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5486,0.4439,1,1,1,0.1347,0.9251,0.1784,0.6389,0,0.9058,0.017408
8,67,18,59,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.5694,0.4663,1,1,1,0.1386,0.9346,0.1815,0,0.3194,0.3865,0.008117
9,10,44,9,em-a02f06328adf,ゼネコン大公,water,MZR,60,6134,2726,2,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,72,0.6528,0.5509,1,1,1,0.1325,0.9267,0.179,0.7083,0,0.901,0.018079
10,68,45,20,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5069,0.3999,0,1,1,0.1069,0.902,0.1463,0,0,0.9578,0.01425
11,31,46,77,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5764,0.4726,1,1,1,0.1413,0.9269,0.1915,0.4583,0,0.3806,0.006167
12,8,47,12,em-b8168a7a90ca,大杉に願いを☆ミ,water_wind,ZR,39,5129,3067,2,1ターンの間、水属性の攻撃を自身に集中させる(77%カット),advantage_creation,72,0.6181,0.5146,1,1,1,0.1596,0.9391,0.2117,0.7778,0,0.9551,0.016926
13,69,48,28,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5069,0.3982,0,1,1,0.1087,0.9011,0.1499,0,0,0.8912,0.012272
14,70,32,22,em-bffb26ad3975,アイヌ☆らっくるん,fire_water,MZR,60,2896,6645,2,1ターンの間、風属性の敵に対する味方全員の攻撃力を170%増加させる,counteraction,72,0.5278,0.42,0.9583,1,1,0.1117,0.9089,0.1529,0,0.1667,0.8887,0.01405
15,71,33,25,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.5069,0.3964,1,1,1,0.137,0.8852,0.1825,0,0.1667,0.8862,0.013244
16,72,9,8,em-2d179e9f0835,ﾇｯと出る☆ウイス君,water,MZR,36,5354,2486,2,4ターンの間、リーダーの攻撃力を140%増加させる,counteraction,72,0.6181,0.5146,1,1,1,0.1449,0.9337,0.1964,0,0.4167,0.8838,0.019402
17,20,49,17,em-e9b3dc6478a4,アヌラさま,water,CR,33,2495,2978,2,1ターンの間、水属性の攻撃を自身に集中させる(90%カット),advantage_creation,72,0.6111,0.5081,0.9861,1,1,0.1379,0.9374,0.1864,0.6111,0,0.9806,0.016057
18,32,50,27,em-b127f99ae530,キラー・ｻﾞ・ｷﾗｰ,fire_water,MZR,55,5964,3408,2,1ターンの間、味方全員に風属性の敵からのダメージを72%軽減するシールドを与える,advantage_creation,72,0.625,0.5175,0.9028,1,1,0.1346,0.9135,0.1846,0.4583,0,0.8787,0.012848
19,73,51,40,em-d6ea073b633e,鬼八先生,water,MZR,60,8861,2556,3,敵全員の攻撃カウントを1増加させる,ignored,72,0.5764,0.4656,0,0.5833,1,0.1349,0.8922,0.1811,0,0,0.8762,0.010479
20,74,26,24,em-7c8471edf1df,ハロハロ☆ナモミさま,water_wind,ZR,36,2556,4260,2,1ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.5625,0.4564,1,1,1,0.1017,0.9021,0.1417,0,0.2361,0.9437,0.014001
21,75,52,44,em-fca49f3752f8,電波姫☆いまりちゃん,water,MZR,38,3919,4260,3,水属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5139,0.4078,0,0.5417,1,0.1048,0.9043,0.142,0,0,0.8711,0.00991
22,11,53,26,em-454ebee4a0cd,3人はフォニピュア,all,MZR,60,4941,3578,2,1ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5764,0.4656,1,1,1,0.1625,0.9112,0.2123,0.7083,0,0.8685,0.013175
