総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,7,35,1,em-34ff44ed1803,富士さんは魔女,water,ZR,42,5112,4260,4,死亡している水属性の味方全員を10%のHPで蘇らせる,advantage_creation,72,0.6111,0.5081,1,1,1,0.3352,0.8943,0.3662,0.6389,0,0.97,0.022042
2,8,36,2,em-b5e0f2fbff78,養老のバッカス,water,MZR,65,6475,3408,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5903,0.4908,1,1,1,0.3181,0.8813,0.3417,0.625,0,0.9177,0.020432
3,18,37,8,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.5486,0.4514,1,1,1,0.2538,0.8788,0.2751,0.4861,0,0.9153,0.019066
4,58,18,6,em-0dca19ae5992,降臨！天草トッキー,water,MZR,43,4260,5964,4,2ターンの間、水属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.5,0.3938,1,1,1,0.2016,0.8268,0.2397,0,0.1528,0.9129,0.020008
5,19,38,7,em-9eb7fd81d237,ユウ・レーカさん,water,ZR,20,2044,2556,4,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5556,0.4595,1,1,1,0.2386,0.8968,0.268,0.4444,0,0.9646,0.019561
6,14,39,3,em-83b1d87342f9,コン美なん吉先生,water,CR,20,882,3381,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5208,0.4193,1,1,1,0.1894,0.8496,0.2202,0.5139,0,0.9871,0.020301
7,10,40,4,em-f49b19428b58,ちび丸のハロウィン,fire_water,CR,17,255,2896,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,72,0.5208,0.4139,1,1,1,0.2392,0.8193,0.2706,0.5694,0,0.9865,0.020163
8,30,41,14,em-bd98030ead3e,首領子襲来!!,water,MZR,33,5680,3786,4,味方全員のHPを111%回復する,advantage_creation,72,0.5069,0.3999,1,1,1,0.2108,0.7828,0.2466,0.3333,0,0.9034,0.015628
9,26,42,11,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5069,0.3982,1,1,1,0.2171,0.7991,0.2561,0.375,0,0.901,0.017131
10,59,19,70,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4236,0.3235,1,1,1,0.1098,0.7865,0.1388,0,0.1528,0.3826,0.007078
11,40,43,18,em-0e376d1892df,メネリくん一世,all,MZR,72,6134,3067,4,3ターンの間、攻撃を自身に集中させる(72%カット),advantage_creation,72,0.4792,0.3758,1,1,1,0.2027,0.7826,0.2276,0.2083,0,0.8961,0.014701
12,60,8,5,em-f89a98dd9893,大魔神！せいタン降臨,water,MZR,48,2044,6305,4,4ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.3958,0.299,1,1,1,0.1189,0.7813,0.1379,0,0.2361,0.8937,0.020133
13,61,44,26,em-f3ce9865b46f,BeasT5,water,ZR,38,4116,4664,7,水属性の敵全員の攻撃カウントを5増加させる,ignored,72,0.4375,0.3314,0,0.0972,1,0.172,0.7774,0.205,0,0,0.9537,0.013312
14,36,45,24,em-337e85c2cd90,ユーコ☆スターダスト,all,MZR,60,6053,4354,4,死亡している風属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.4444,0.3356,0.9861,1,1,0.2114,0.7843,0.2416,0.2361,0,0.8887,0.013632
15,62,46,86,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.4375,0.3314,0,1,1,0.1798,0.7762,0.2135,0,0,0.3726,0.004936
16,31,47,22,em-c6a0a8b51afe,ライオットうお太,water,MZR,41,3152,4175,4,2ターンの間、味方全員に水属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,72,0.4514,0.3467,0.9722,1,1,0.1682,0.7769,0.2008,0.3194,0,0.8838,0.013886
17,63,20,20,em-78785b8bf619,企業だ浅ちゃん！,water,MZR,42,1192,7327,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.3681,0.2711,1,1,1,0.1276,0.7451,0.1477,0,0.1528,0.8812,0.014443
18,64,12,9,em-d295de1e4086,海の日シスターズ♪,fire_water,ZR,40,3823,4657,4,3ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4236,0.3217,1,1,1,0.149,0.8019,0.177,0,0.2083,0.9466,0.018467
19,6,48,12,em-144424b04d69,あろまさん,water,N,5,450,650,4,死亡している水属性の味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5,0.3938,1,1,1,0.26,0.8433,0.2845,0.6806,0,0.9964,0.016637
20,39,49,40,em-83c97b8f4e6e,アルルのキャミー,water,MZR,40,4001,6236,4,水属性の味方全員のHPを166%回復する,advantage_creation,72,0.3681,0.2637,1,1,1,0.1679,0.7504,0.1931,0.2222,0,0.8736,0.011276
21,11,50,19,em-78c7d71a75d2,美音三銃士を連れてきたよ,all,ZR,50,6475,3748,5,死亡している味方全員を20%のHPで甦らせる,advantage_creation,72,0.6458,0.5462,0.875,0.8056,1,0.289,0.8856,0.3322,0.5694,0,0.9422,0.014649
22,1,51,17,em-902bd624dbdb,パンタナルの狼男,water,MZR,70,5898,4260,5,死亡している水属性の味方全員を121%のHPで蘇らせる,advantage_creation,72,0.6389,0.5323,0.9444,0.8194,1,0.4,0.8814,0.4383,1.1667,0,0.8685,0.014717
23,32,52,36,em-82e855b7910f,栗林掬太郎,water_wind,ZR,33,5453,2385,4,水属性の味方全員のHPを100%回復する,advantage_creation,72,0.4375,0.328,1,1,1,0.2139,0.7673,0.2451,0.3194,0,0.9393,0.011541
24,48,53,37,em-f346c1f4c45d,八狗神伏姫様,water,ZR,35,5538,2130,4,3ターンの間、攻撃を自身に集中させる(65%カット),advantage_creation,72,0.4444,0.3409,1,1,1,0.1854,0.7499,0.2156,0.1528,0,0.9378,0.011396
25,41,54,45,em-e6110f879f18,ユーコ隊,all,MZR,24,3408,2044,4,死亡している風属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4375,0.3314,1,1,1,0.1758,0.812,0.2052,0.2083,0,0.8607,0.010239
26,65,24,29,em-ba3e87e06882,ぴよ子ファーザー,water,ZR,20,357,3577,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.4097,0.3047,1,1,1,0.1754,0.7291,0.2021,0,0.1389,0.9348,0.012828
27,66,55,51,em-cec2f0ad9373,Dr.フォックス,water_wind,ZR,40,4089,4430,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.3819,0.2803,0,1,1,0.1437,0.7273,0.1683,0,0,0.9333,0.009284
28,67,21,33,em-1fcc8f4c1ae3,ヴェルサイユの朝,fire_water,MZR,45,2556,6645,5,2ターンの間、水属性の敵に対する味方全員の攻撃力を600%増加させる,counteraction,72,0.5069,0.4035,0.8472,0.7778,1,0.2041,0.7927,0.2338,0,0.1528,0.8527,0.011641
29,16,56,23,em-b09ebd864da6,みずがめəろまちゃん,water,N,14,1057,1198,4,死亡している水属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4375,0.3369,1,1,1,0.1567,0.8308,0.1826,0.5,0,0.9943,0.013669
30,68,57,53,em-90b0d123f99e,かんきゅっちゃん,water,CR,15,2817,2817,5,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4097,0.3047,0,0.7361,1,0.1547,0.7441,0.1829,0,0,0.9723,0.00901
31,69,58,59,em-f3861e35df6f,暗黒王まはーかーらん,fire_water,ZR,47,3731,3926,4,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.3611,0.2618,0,1,1,0.1374,0.7604,0.1605,0,0,0.9272,0.008377
32,50,59,57,em-c87499b64151,ラパヌイ先生,fire_water,MZR,45,6441,3067,4,6ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.375,0.2766,1,1,1,0.1664,0.7766,0.1858,0.125,0,0.8419,0.008613
33,45,60,35,em-06a82dd4f95a,やまとーる海将,water,R,18,2567,1208,4,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4167,0.3123,1,1,1,0.1394,0.7734,0.1719,0.1667,0,0.9891,0.011569
34,51,61,41,em-2a01f5ee5de4,ガラパゴスおぅぼっと,water,R,12,1200,600,4,2ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,72,0.4236,0.318,1,1,1,0.186,0.7529,0.214,0.125,0,0.9887,0.011055
35,70,22,25,em-48b5d909c409,南紀な白良さん,water,R,15,800,800,4,2ターンの間、水属性の味方全員の攻撃力を70%増加させる,counteraction,72,0.4167,0.3217,1,1,1,0.1303,0.7888,0.1501,0,0.1528,0.9883,0.013439
