総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,41,42,4,em-37ae218b7e9e,有砂小町,water,ZR,40,5112,5112,7,味方全員のスキルカウントを4減少させる,ignored,72,0.5903,0.4947,0,0,1,0.0606,0.9711,0.0901,0,0,0.97,0.019505
2,2,43,3,em-0784bb7beecf,ダリア・宮子・9,water_wind,MZR,42,4771,4089,0,味方全員のHPを25%回復する,advantage_creation,72,0.6458,0.5443,1,1,1,0.0867,0.9644,0.1269,0.9722,0,0.9177,0.021999
3,42,44,67,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.5972,0.501,0,0,1,0.0578,0.9556,0.0856,0,0,0.3962,0.007392
4,43,45,10,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5347,0.4411,0,0,1,0.0444,0.9661,0.0669,0,0,0.966,0.017388
5,44,46,13,em-f3ce9865b46f,BeasT5,water,ZR,38,4116,4664,7,水属性の敵全員の攻撃カウントを5増加させる,ignored,72,0.5347,0.4372,0,0,1,0.0489,0.9506,0.0732,0,0,0.9646,0.016912
6,45,47,14,em-cec2f0ad9373,Dr.フォックス,water_wind,ZR,40,4089,4430,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.5417,0.4414,0,0,1,0.0506,0.96,0.0751,0,0,0.9633,0.016524
7,46,5,1,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.5833,0.4789,1,1,1,0.0633,0.955,0.0944,0,0.4861,0.9619,0.02704
8,47,48,19,em-70a9a07ea8d9,うさ☆八幡さま,water_wind,MZR,60,5964,5964,6,火属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.4931,0.3914,0,0,1,0.0444,0.9556,0.0667,0,0,0.9034,0.014923
9,3,49,5,em-f2a813466bbe,The★Youなリバ子,all,MZR,50,5770,3113,0,自身のHPを77%回復する,advantage_creation,72,0.6042,0.4999,1,1,1,0.0639,0.9656,0.0949,0.8472,0,0.901,0.018945
10,48,50,17,em-49cfaec18be0,富士五子ＢＴ５,water,CR,20,2415,2737,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.5556,0.452,0,0,1,0.0567,0.9383,0.0848,0,0,0.9848,0.015171
