枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-7547c480c963,ウミユリーず,60,4430,6475,5,skill_reduction,0.5968,0.6944,100,0,7,いいえ,ウミユリーず / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,2,em-b16382731bd5,華燭なカネヒラさん,60,5793,4771,2,attribute_change,0.5666,0.7014,100,0,7,いいえ,華燭なカネヒラさん / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,3,em-215080a7a05b,?????,39,4924,4413,4,skill_reduction,0.5648,0.6736,94,6,7,いいえ,????? / えかちぇたん / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,4,em-7c0ef69518eb,有砂小町２ＰＣ,40,5112,5112,4,delay,0.564,0.6597,95,5,7,いいえ,有砂小町２ＰＣ / えかちぇたん / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,5,em-95e1d74be5b6,Ｈ・Ｆ・ウーマン,47,6305,3748,2,guard,0.5587,0.6944,95,5,7,いいえ,Ｈ・Ｆ・ウーマン / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,6,em-d8d7722f9f21,赤パジャマさん,20,2240,3262,5,attribute_guard,0.5584,0.7708,100,0,8,いいえ,赤パジャマさん / カルボ姉（ねえ） / すわ子isGOD！ / トキシッくんｵｯｽｵｯｽ / 八狗神伏姫様
1,7,em-d7d6357dff74,フェニックス師匠,32,4508,4830,0,heal,0.5582,0.6667,94,6,8,いいえ,フェニックス師匠 / カルボ姉（ねえ） / トマティーナ少佐 / みどりのたけしマン / ハリウッドナナコ師匠
1,8,em-32538f7c8341,熊殺しのサンタマン,58,6560,4345,5,delay,0.5582,0.6389,98,2,7,いいえ,熊殺しのサンタマン / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,9,em-d5ed773d56cd,夏至祭のヴァサクサ君,18,3976,2156,2,skill_reduction,0.5562,0.7153,96,4,7,いいえ,夏至祭のヴァサクサ君 / カルボ姉（ねえ） / すわ子isGOD！ / 愛のぴよ子 / 八狗神伏姫様
1,10,em-760bb0daf1c9,ゲキ悪オヤジ(神),53,5112,5112,6,delay,0.5559,0.6458,100,0,8,いいえ,ゲキ悪オヤジ(神) / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 伝説のWoo怪
1,11,em-70a9a07ea8d9,うさ☆八幡さま,60,5964,5964,6,delay,0.5539,0.6181,100,0,7,いいえ,うさ☆八幡さま / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,12,em-2f0a120135a2,神降ろし！宮子様,24,3578,3152,0,heal,0.5506,0.7014,96,4,8,いいえ,神降ろし！宮子様 / カルボ姉（ねえ） / 愛のぴよ子 / ????? / 御嶽さん
1,13,em-c4663d98c2ff,海・百合男,33,3748,4430,5,skill_reduction,0.5477,0.6667,81,19,7,いいえ,海・百合男 / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,14,em-3434078c33f2,橋の上のかずら,20,2012,2173,2,guard,0.5467,0.7639,100,0,8,いいえ,橋の上のかずら / カルボ姉（ねえ） / すわ子isGOD！ / トキシッくんｵｯｽｵｯｽ / 八狗神伏姫様
1,15,em-d368809aa822,ﾜﾙﾌﾟﾙｷﾞｽなメル子様,39,6560,3152,3,attribute_guard,0.5449,0.6944,97,3,8,いいえ,ﾜﾙﾌﾟﾙｷﾞｽなメル子様 / カルボ姉（ねえ） / 超患部ぴよフェッサー / ɚすぃとあろま？ / 端午ぴよ子
1,16,em-18cdc04bd0d0,ｼﾞｬｯｸｵｰ・ランちゃん,20,1022,3578,5,attribute_guard,0.5442,0.7639,100,0,8,いいえ,ｼﾞｬｯｸｵｰ・ランちゃん / カルボ姉（ねえ） / すわ子isGOD！ / トキシッくんｵｯｽｵｯｽ / 八狗神伏姫様
1,17,em-f5955c15b029,ばんば新年2026,60,7668,3438,1,attack_buff,0.544,0.6528,100,0,7,いいえ,ばんば新年2026 / 北間・クラリス嬢 / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,18,em-e15fbf6ecd0c,シャーロック&エッジュ,41,4260,5112,2,skill_reduction,0.544,0.6389,89,11,7,いいえ,シャーロック&エッジュ / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 端午ぴよ子
1,19,em-1eb5e932843b,ダンブッラの蘭,38,5112,3578,2,damage_reduction,0.5423,0.6944,98,2,8,いいえ,ダンブッラの蘭 / カルボ姉（ねえ） / サルパちゃん / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,20,em-bc840d35c547,ジ・あるじや,20,4025,1610,4,skill_reduction,0.5418,0.6944,100,0,7,いいえ,ジ・あるじや / カルボ姉（ねえ） / ????? / 御嶽さん / 巨大カンテツ
1,21,em-bbda291d459c,漆黒及び純白のポワン,20,1704,2896,3,guard,0.5412,0.75,100,0,8,いいえ,漆黒及び純白のポワン / カルボ姉（ねえ） / すわ子isGOD！ / トキシッくんｵｯｽｵｯｽ / 八狗神伏姫様
