枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-08c96cb40803,ノローニャ・パイセン,43,5964,3410,1,attack_buff,0.4775,0.625,99,1,5,いいえ,ノローニャ・パイセン / 試作型おこしん / ホルトバージ君 / ????? / ネムりん
1,2,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,0.4662,0.625,98,2,5,いいえ,ダリア・宮子・9 / 試作型おこしん / ホルトバージ君 / ????? / ネムりん
1,3,em-d368809aa822,ﾜﾙﾌﾟﾙｷﾞｽなメル子様,39,6560,3152,3,attribute_guard,0.4556,0.625,100,0,3,いいえ,ﾜﾙﾌﾟﾙｷﾞｽなメル子様 / 試作型おこしん / ホルトバージ君 / ????? / 眠里　不可緒
1,4,em-1749aff71419,ミシャグジさまさま,60,6986,3578,2,attack_buff,0.4456,0.625,100,0,4,いいえ,ミシャグジさまさま / 試作型おこしん / ????? / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,5,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,60,6816,4771,3,heal,0.4456,0.625,100,0,4,いいえ,ｴﾝｾﾞﾘｯｸ☆エンゼル / 試作型おこしん / ????? / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,6,em-ceb860c3dbdd,美姫お市,60,5964,2556,0,attack_buff,0.4456,0.625,100,0,4,いいえ,美姫お市 / 試作型おこしん / ????? / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,7,em-1d6b42059506,レーティッシュ凛子,35,5623,3229,3,attack_buff,0.4375,0.6042,99,1,6,いいえ,レーティッシュ凛子 / トマティーナ少佐 / ホルトバージ君 / ????? / ネムりん
1,8,em-65efdfdd59b3,「ぼ」じゃなくてゔぉたん,40,4941,3408,1,attribute_change,0.4375,0.6042,100,0,4,いいえ,「ぼ」じゃなくてゔぉたん / 試作型おこしん / ホルトバージ君 / ????? / まそお姉ちゃん
1,9,em-e7f75bf37d9f,あっついさん,40,6134,2726,0,heal,0.42,0.5833,100,0,4,いいえ,あっついさん / 試作型おこしん / ホルトバージ君 / ????? / まそお姉ちゃん
1,10,em-7930454375ec,パラワン探検隊,18,3219,3333,4,aoe_attack,0.4178,0.6042,100,0,6,いいえ,パラワン探検隊 / モチノ・ウオ丸 / 試作型おこしん / みどりのたけしマン / 鎌倉式ＤＢ２涅槃型改
1,11,em-35db097208c5,勝斧・冠,60,6816,4089,1,attack_buff,0.4178,0.6042,100,0,4,いいえ,勝斧・冠 / 試作型おこしん / ????? / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,12,em-dec390a52ee6,英国ストヘン技師,70,8861,4260,1,damage_reduction,0.4178,0.6042,100,0,3,いいえ,英国ストヘン技師 / 試作型おこしん / ＢＥＷ雪玉 / トキシッくんｵｯｽｵｯｽ / ハリウッドナナコ師匠
1,13,em-7a8534cb5af6,クレリゴス子様,41,6731,2951,3,guard,0.4097,0.5833,97,3,4,いいえ,クレリゴス子様 / 試作型おこしん / ホルトバージ君 / ????? / ネムりん
1,14,em-b97fa105ba34,うまうーさん♪,40,5793,3067,5,attribute_guard,0.4097,0.5833,99,1,4,いいえ,うまうーさん♪ / 総統エビユルゲ / ホルトバージ君 / ????? / 眠里　不可緒
1,15,em-b8168a7a90ca,大杉に願いを☆ミ,39,5129,3067,2,attribute_guard,0.4097,0.5833,100,0,3,いいえ,大杉に願いを☆ミ / 試作型おこしん / ホルトバージ君 / ????? / 眠里　不可緒
