枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-3de6064f1850,?????,49,5623,4771,0,guard,0.6188,0.7153,98,2,8,いいえ,????? / カルボ姉（ねえ） / トキシッくんｵｯｽｵｯｽ / 発音鬼リチャード / ハリウッドナナコ師匠
1,2,em-02bbd3e33593,飛んだ！イスタン大王,35,3408,5793,3,delay,0.617,0.7292,98,2,8,いいえ,飛んだ！イスタン大王 / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,3,em-4a7831bec582,春の音連れ,66,10906,3748,6,skill_reduction,0.6142,0.6597,99,1,7,いいえ,春の音連れ / 試作型おこしん / 竜王！角成馬之助 / トキシッくんｵｯｽｵｯｽ / おこしん
1,4,em-37ae218b7e9e,有砂小町,40,5112,5112,7,skill_reduction,0.6129,0.7083,99,1,8,いいえ,有砂小町 / カルボ姉（ねえ） / トキシッくんｵｯｽｵｯｽ / ????? / 発音鬼リチャード
1,5,em-5ae7ac6baf45,ɚすぃとRuru？,36,4771,4771,0,attribute_change,0.5977,0.7014,99,1,8,いいえ,ɚすぃとRuru？ / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,6,em-3c2d84f01c84,休憩。蟹男,35,6105,2726,2,guard,0.5962,0.7569,98,2,8,いいえ,休憩。蟹男 / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,7,em-682cda3863fb,脱力コンビあろま＆るる,48,3067,5623,2,skill_reduction,0.5936,0.7153,100,0,8,いいえ,脱力コンビあろま＆るる / カルボ姉（ねえ） / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / 発音鬼リチャード
1,8,em-cec2f0ad9373,Dr.フォックス,40,4089,4430,4,delay,0.5936,0.7083,99,1,8,いいえ,Dr.フォックス / カルボ姉（ねえ） / トキシッくんｵｯｽｵｯｽ / ????? / 発音鬼リチャード
1,9,em-bae534d22214,猫キャットとOLさん,37,3786,3786,3,delay,0.5926,0.7222,100,0,8,いいえ,猫キャットとOLさん / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,10,em-6262a008b5c9,脱力コンビあろま＆るる,38,3067,5623,2,skill_reduction,0.5926,0.7083,99,1,8,いいえ,脱力コンビあろま＆るる / カルボ姉（ねえ） / ガッサのお嬢 / ɚすぃとあろま？ / 花びらの精霊
1,11,em-cb9a138787d0,摩陀羅　潮真,27,7194,1741,2,attribute_guard,0.5909,0.7569,100,0,8,いいえ,摩陀羅　潮真 / ある半ブラというＰＷ / 超患部ぴよフェッサー / 雷鳥プリトヴィさん / 発音鬼リチャード
1,12,em-06a3d28ae15f,オオガラッパ,36,3783,4771,2,skill_reduction,0.5886,0.7014,99,1,8,いいえ,オオガラッパ / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,13,em-d4ddef9a4e05,大ふわふわさん,36,6247,2839,4,skill_reduction,0.5883,0.7014,99,1,8,いいえ,大ふわふわさん / カルボ姉（ねえ） / 試作型おこしん / 発音鬼リチャード / シミ
1,14,em-2353b8cab444,パレンケＶＲＳ改,39,5623,3386,1,damage_reduction,0.5874,0.7222,100,0,8,いいえ,パレンケＶＲＳ改 / 試作型おこしん / トマティーナ少佐 / 発音鬼リチャード / シミ
1,15,em-23b2ea75fccd,金野デメ子さん,39,4430,5112,0,attribute_change,0.5865,0.6875,100,0,8,いいえ,金野デメ子さん / カルボ姉（ねえ） / ガッサのお嬢 / ɚすぃとあろま？ / 花びらの精霊
