総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,54,14,3,em-4e0f06589604,新・やよいチゥりっぷ,fire,N,9,1100,200,3,1ターンの間、味方全員の属性を水属性に変更する,adaptive,30,0.5667,0.4057,1,1,1,0.2177,0.8767,0.2565,0.3667,0.6,1,0.018943
2,76,3,2,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,30,0.5167,0.3645,1,1,1,0.1651,0.8769,0.2016,0,1.0333,0.9696,0.020012
3,3,47,1,em-e73e837049b5,ｿﾞﾝﾋﾞｶﾞｰﾙ･ガブリン,fire,ZR,28,1366,3834,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,30,0.5167,0.3507,0.8667,0.6333,1,0.1911,0.861,0.2316,1.0333,0,0.9693,0.020637
4,55,48,8,em-5f5281ba5e2a,黄泉還り！反魂タン,fire,R,9,1812,1963,3,死亡している風属性の味方全員を90%のHPで蘇らせる,advantage_creation,30,0.5167,0.3441,0.8,1,1,0.1946,0.8352,0.2365,0.3333,0,0.9997,0.015446
5,77,49,10,em-a8f48fb9a527,タミちゃんの火祭り,fire_wind,N,15,1,2402,4,3ターンの間、自身の攻撃が全体攻撃になる,counteraction,30,0.4667,0.3186,0,0.8333,1,0.1235,0.8132,0.1527,0,0,0.9998,0.014321
6,28,50,9,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,30,0.4667,0.3113,0.9,0.7333,1,0.1764,0.8606,0.2043,0.6,0,0.9167,0.015171
7,74,51,11,em-d51ded51621f,華麗なる塚ジェンヌ,fire_wind,R,13,1684,1676,3,死亡している水属性の味方全員を13%のHPで蘇らせる,advantage_creation,30,0.4667,0.3113,0.6333,1,1,0.0856,0.8366,0.1167,0.0667,0,0.9995,0.01366
8,78,16,7,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,30,0.4667,0.3044,0.9,1,1,0.074,0.8683,0.1049,0,0.5667,0.9154,0.015464
9,12,52,4,em-d25a7727f654,プラハ嬢,fire_water,MZR,32,1482,4991,4,2ターンの間、味方全員に火属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,30,0.4667,0.2913,0.8667,0.7333,1,0.1923,0.8312,0.2373,0.9667,0,0.9148,0.017331
10,27,53,5,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,30,0.45,0.2849,1,1,1,0.1597,0.8285,0.1926,0.7333,0,0.9667,0.015845
11,79,15,6,em-4f0b20692fd7,コンドアーズ,fire,N,17,273,2120,3,4ターンの間、火属性の味方全員の攻撃力を40%増加させる,counteraction,30,0.4333,0.2724,1,1,1,0.1261,0.8502,0.1584,0,0.6,0.9995,0.015703
12,80,54,14,em-20d0672eefa5,実際かにろう,fire,N,8,1269,987,4,風属性の敵全員の攻撃カウントを2増加させる,ignored,30,0.4333,0.2657,0,0.7333,1,0.1361,0.825,0.171,0,0,0.9994,0.011944
13,81,55,16,em-294f61da0084,Ｃ・Ｃ☆電車姫,fire_water,CR,22,3741,1973,4,3ターンの間、自身の攻撃力を200%増加させる,counteraction,4,0.75,0.26,0.75,0.5,1,0.2554,0.8594,0.3347,0,0,0.9881,0.011613
