総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,9,53,5,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,72,0.5139,0.4114,1,1,1,0.0981,0.9351,0.1306,0.4861,0,0.92,0.018836
2,53,22,58,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.4861,0.3836,1,1,1,0.0767,0.9207,0.1061,0,0.3194,0.3981,0.007934
3,54,54,18,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4236,0.3198,0,1,1,0.0762,0.8914,0.1042,0,0,0.9673,0.015995
4,18,8,1,em-aff304b1eab4,日本一の桃たろす,fire,ZR,42,4260,5964,2,1ターンの間、味方全員の属性を風属性に変更する,adaptive,72,0.4861,0.3836,0.8889,1,1,0.0822,0.919,0.1125,0.375,0.5556,0.966,0.024882
5,55,55,25,em-039a051d72bb,伊万里の重畳,fire,MZR,36,4260,3919,3,火属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4583,0.3544,0,0.4583,1,0.0933,0.9035,0.1259,0,0,0.9106,0.014339
6,22,56,67,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4861,0.3818,1,1,1,0.0714,0.9241,0.1018,0.3472,0,0.3904,0.00714
7,56,32,9,em-28c6b952551d,海の昇竜貫,water,ZR,33,4601,3408,2,3ターンの間、自身の攻撃力を110%増加させる,counteraction,72,0.5069,0.4035,1,1,1,0.0838,0.9277,0.1174,0,0.2222,0.9619,0.017999
8,2,57,10,em-6cd949ff7539,?????,fire_water,MZR,53,1842,6475,2,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.4375,0.3314,1,1,1,0.095,0.9099,0.126,0.7222,0,0.9034,0.017917
9,5,58,11,em-a02f06328adf,ゼネコン大公,water,MZR,60,6134,2726,2,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,72,0.5347,0.4297,1,1,1,0.0932,0.9205,0.1289,0.5972,0,0.901,0.017502
10,6,59,8,em-c8ed16119cbe,ヴェルラの木こり,water,CR,28,3014,3162,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,72,0.5139,0.4114,1,1,1,0.0972,0.9241,0.1336,0.5694,0,0.9848,0.018193
11,57,38,24,em-712bee050113,ターヌムンゴネキ,fire,MZR,35,4089,4089,2,6ターンの間、自身の攻撃力を65%増加させる,counteraction,72,0.4792,0.3758,1,1,1,0.0772,0.9197,0.1055,0,0.1944,0.8961,0.014697
