総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,2,55,51,em-dec390a52ee6,英国ストヘン技師,water_wind,伝,70,8861,4260,1,2ターンの間、味方全員に水属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.6667,0.5623,1,1,1,0.1244,0.9559,0.1784,1.0556,0,0.4,0.009686
2,51,20,53,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5278,0.42,0.9861,1,1,0.0745,0.9385,0.1081,0,0.4861,0.3981,0.009352
3,52,56,12,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4583,0.3474,0,0.2639,1,0.0635,0.924,0.0934,0,0,0.9673,0.016341
4,53,57,14,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4306,0.3274,0,0.3056,1,0.0626,0.9178,0.0891,0,0,0.966,0.015914
5,54,58,18,em-3e7e7e54a83d,妖精女王ミカーンニア,fire,MZR,45,3408,4771,2,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4722,0.368,0,0.2917,1,0.0631,0.9125,0.0891,0,0,0.9106,0.014536
6,12,59,11,em-53fae101e208,水海　月,water,ZR,34,3288,4260,1,1ターンの間、火属性の攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5556,0.4557,1,1,1,0.084,0.9376,0.1191,0.5139,0,0.9633,0.017292
7,55,9,2,em-4f7f91fb4514,うどんの天使,water,MZR,42,3067,3748,1,5ターンの間、自身の攻撃力を40%増加させる,counteraction,72,0.5833,0.4754,1,1,1,0.0811,0.9288,0.1163,0,0.6389,0.9058,0.022998
8,56,60,25,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.4653,0.3585,0,1,1,0.0649,0.9249,0.0946,0,0,0.9034,0.013437
9,5,61,61,em-bdcce3725e8b,修験鬼ギュウちゃん,fire,伝,85,9372,5453,1,1ターンの間、味方全員に水属性の敵からのダメージを44%軽減するシールドを与える,advantage_creation,72,0.5278,0.42,1,1,1,0.0889,0.9425,0.1269,0.8194,0,0.3846,0.007604
10,7,62,8,em-59dbe02c39e1,吸血くん,fire,CR,18,1757,3067,1,1ターンの間、水属性の攻撃を自身に集中させる(90%カット),advantage_creation,72,0.5903,0.4871,1,1,1,0.0837,0.9409,0.1214,0.6111,0,0.9848,0.018826
11,57,63,27,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4375,0.3263,0,0.2917,1,0.0729,0.901,0.1048,0,0,0.9564,0.013093
12,58,30,19,em-2b584e87473c,ウルルさんのオフ曜日,water,MZR,41,2958,6816,1,5ターンの間、火属性の敵に対する自身の攻撃力を65%増加させる,counteraction,72,0.4653,0.3603,0.9861,1,1,0.0847,0.9222,0.119,0,0.3611,0.8937,0.014376
13,59,5,1,em-08c96cb40803,ノローニャ・パイセン,water_wind,ZR,43,5964,3410,1,5ターンの間、火属性の敵に対する味方全員の攻撃力を30%増加させる,counteraction,72,0.5694,0.4627,0.9722,1,1,0.0996,0.9326,0.1398,0,0.7222,0.9537,0.024692
14,22,64,21,em-dfbe69861ff7,餅もちにくぁうさん,fire,ZR,36,3449,3789,1,1ターンの間、味方全員にダメージを24%軽減するシールドを与える,advantage_creation,72,0.5417,0.4342,1,1,1,0.0824,0.9225,0.1187,0.3472,0,0.9523,0.014105
