総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,11,38,1,em-9372502bc6a4,餞のガブリン,fire,MZR,42,1913,5367,4,死亡している火属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.5486,0.4476,1,1,1,0.1959,0.881,0.2321,0.4861,0,0.92,0.021249
2,32,39,7,em-11f22e87203d,骨喰　花蟲,fire,MZR,60,2300,5708,4,死亡している火属性の味方全員を60%のHPで蘇らせる,advantage_creation,72,0.5278,0.4183,0.9861,1,1,0.2462,0.8763,0.2807,0.2917,0,0.9177,0.018459
3,61,27,8,em-0dca19ae5992,降臨！天草トッキー,water,MZR,43,4260,5964,4,2ターンの間、水属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.5208,0.4157,1,1,1,0.1995,0.8471,0.2359,0,0.1111,0.9153,0.018039
4,9,40,3,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5764,0.4782,0.9861,1,1,0.2429,0.9006,0.2771,0.5,0,0.9129,0.019535
5,20,41,6,em-45dad5139056,ベギン改・修道女,fire_wind,ZR,37,4565,4467,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.5347,0.4316,1,1,1,0.2313,0.8916,0.2633,0.375,0,0.9646,0.018915
6,62,42,15,em-7941e8376c00,堕楽・ぴよボロス,fire,ZR,46,756,7572,4,5ターンの間、自身の攻撃力を120%増加させる,counteraction,72,0.4653,0.3658,1,1,1,0.1513,0.8324,0.1788,0,0,0.9633,0.015972
7,7,43,4,em-832edc9513ca,Ｈ・Ｆ・ウーマン,fire,MZR,45,6305,3748,4,1ターンの間、攻撃を自身に集中させる(88%カット),advantage_creation,72,0.5417,0.4396,1,1,1,0.2636,0.8456,0.2932,0.5417,0,0.9058,0.019191
8,63,16,9,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.4653,0.3621,1,1,1,0.1697,0.8515,0.2056,0,0.1528,0.9034,0.018032
9,33,44,74,em-c25db2f5b4ff,メルヘン☆グリ子,fire_wind,伝,80,9202,3748,4,1ターンの間、味方全員にダメージを80%軽減するシールドを与える,advantage_creation,72,0.5278,0.4273,1,1,1,0.2004,0.8667,0.2378,0.2917,0,0.3846,0.006744
10,22,45,14,em-bd98030ead3e,首領子襲来!!,water,MZR,33,5680,3786,4,味方全員のHPを111%回復する,advantage_creation,72,0.5347,0.4297,1,1,1,0.1692,0.8271,0.2105,0.3472,0,0.8986,0.016012
11,64,21,77,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4722,0.3628,1,1,1,0.1696,0.8061,0.2084,0,0.125,0.3806,0.006454
12,65,12,5,em-d111f497df0f,湘南大水曜日ボーイ,water,ZR,40,2044,5623,4,1ターンの間、水属性の味方全員の攻撃力を200%増加させる,counteraction,72,0.4792,0.3795,1,1,1,0.1832,0.8356,0.2145,0,0.1806,0.9551,0.019011
13,66,14,10,em-f89a98dd9893,大魔神！せいタン降臨,water,MZR,48,2044,6305,4,4ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4583,0.3562,1,1,1,0.1419,0.8292,0.1717,0,0.1667,0.8912,0.01797
