総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,15,38,6,em-52de8bb54262,ボビンちゃん,water,MZR,33,3748,4771,3,1ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5694,0.47,1,1,1,0.1788,0.9265,0.2181,0.5278,0,0.92,0.020565
2,1,39,2,em-7a8534cb5af6,クレリゴス子様,water,ZR,41,6731,2951,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5625,0.46,1,1,1,0.158,0.9065,0.2017,0.875,0,0.9687,0.022448
3,14,40,5,em-40350463a9fa,ハンドさんは泳がない,fire,MZR,27,2044,3578,3,2ターンの間、味方全員にダメージを56%軽減するシールドを与える,advantage_creation,72,0.5208,0.4157,1,1,1,0.1537,0.8925,0.197,0.5556,0,0.9153,0.020576
4,42,41,13,em-d695befcbdc2,収穫☆にいがタン,fire_wind,CR,26,4508,3655,3,2ターンの間、水属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.5208,0.4175,0.9861,1,1,0.1323,0.9077,0.17,0.2778,0,0.9883,0.016887
5,30,5,1,em-14092b64f08d,コハク糖の魔導師,fire_wind,MZR,46,4379,5367,3,2ターンの間、味方全員の属性を風属性に変更する,adaptive,72,0.5139,0.4078,0.8611,1,1,0.1361,0.8917,0.1764,0.3611,0.4444,0.9106,0.024616
6,64,23,11,em-80894fcaa10c,とんこつ神！博多美子,water,ZR,40,4089,5350,3,3ターンの間、水属性の味方全員の攻撃力を50%増加させる,counteraction,72,0.4722,0.368,1,1,1,0.1101,0.8936,0.1452,0,0.2083,0.9633,0.017105
7,65,12,4,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,72,0.5278,0.4218,0.9306,1,1,0.1635,0.8965,0.2067,0,0.2778,0.9619,0.021
8,50,42,16,em-314fadaf0ea9,オシラサマ,water,ZR,28,4260,3322,3,味方全員のHPを40%回復する,advantage_creation,72,0.5069,0.4017,1,1,1,0.1364,0.8935,0.1761,0.1944,0,0.9606,0.015467
9,66,11,7,em-22dd126a0f3a,どーん竜馬,fire,CR,17,2898,2898,3,1ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.5139,0.4114,1,1,1,0.1338,0.9155,0.1668,0,0.2917,0.9854,0.020492
10,18,43,12,em-f7f78d464e92,ウミウサーヌ,all,MZR,60,3408,4601,3,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.4722,0.368,1,1,1,0.1184,0.8789,0.1534,0.4861,0,0.8986,0.017016
11,27,44,17,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5208,0.4175,1,1,1,0.1087,0.9199,0.1434,0.375,0,0.8961,0.015363
12,67,2,3,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.4097,0.3047,1,1,1,0.0871,0.8843,0.1166,0,0.4861,0.8937,0.02112
13,10,45,8,em-de449f69edb5,タミフルニキ,fire_wind,N,14,1257,1147,3,2ターンの間、味方全員に水属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,72,0.5486,0.4439,0.9722,1,1,0.1675,0.8946,0.2111,0.5833,0,0.9977,0.01901
14,25,46,15,em-4533a7697d48,謀反人ミッツ,fire_water,MZR,60,6645,4430,3,2ターンの間、水属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,72,0.4583,0.3581,1,1,1,0.1052,0.8809,0.1361,0.4028,0,0.8887,0.01585
15,4,47,10,em-bff3cff5162a,トキシッくんｵｯｽｵｯｽ,water,N,9,2253,1267,3,死亡している火属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.5764,0.4744,0.875,1,1,0.1758,0.9218,0.2205,0.7778,0,0.9973,0.018363
16,37,48,18,em-90f39743f105,伝説の牛タソ,water,R,19,2269,302,3,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5625,0.4582,1,1,1,0.1339,0.8945,0.1786,0.3056,0,0.9951,0.014982
17,68,4,9,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,72,0.4653,0.3603,0.9444,1,1,0.1053,0.8739,0.1416,0,0.4583,0.8812,0.018973
18,69,34,27,em-6fd11d4d3308,超天狗くまのたん,fire,ZR,35,1704,7497,3,1ターンの間、自身の攻撃力を300%増加させる,counteraction,72,0.375,0.2729,1,1,1,0.0854,0.8738,0.1129,0,0.0694,0.9466,0.013119
19,43,49,32,em-904dc3a6cb19,ɚすぃとLulu？,water_wind,ZR,24,4260,2726,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.4931,0.386,1,1,1,0.1287,0.8838,0.1692,0.2778,0,0.9451,0.012566
20,19,50,19,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.4028,0.2937,1,1,1,0.0907,0.8725,0.1218,0.4861,0,0.8736,0.014764
21,46,51,41,em-81078d011501,年齢不詳！エンゼル様,all,MZR,22,2215,3237,3,水属性の味方全員のHPを111%回復する,advantage_creation,72,0.4722,0.368,1,1,1,0.1073,0.9099,0.1439,0.25,0,0.8711,0.010749
22,28,52,23,em-53a13d10258e,コドモドラゴン！,water,N,10,1833,987,3,2ターンの間、味方全員に火属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,72,0.5556,0.4557,0.8889,1,1,0.1513,0.9248,0.1926,0.375,0,0.9958,0.014126
23,70,19,14,em-68e23b3f15d7,あっぴーの外出,fire,CR,15,1610,3500,3,3ターンの間、リーダーの攻撃力を250%増加させる,counteraction,72,0.4722,0.3662,0.9861,1,1,0.1115,0.8732,0.1454,0,0.2222,0.9768,0.015954
24,11,53,33,em-d5ea84224259,ﾌﾗﾝﾀﾞｰｽのわんわんお,water,MZR,38,5538,3190,3,2ターンの間、攻撃を自身に集中させる(68%カット),advantage_creation,72,0.4722,0.3645,1,1,1,0.1301,0.8787,0.1684,0.5833,0,0.8633,0.011832
25,17,54,34,em-41b8799b7505,まおーちゃん,fire,MZR,50,3748,4941,3,死亡している水属性の味方全員を33%のHPで蘇らせる,advantage_creation,72,0.4306,0.3274,0.9722,1,1,0.1278,0.8757,0.1605,0.5,0,0.8607,0.011582
26,16,55,26,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.4236,0.318,1,1,1,0.1248,0.8719,0.1579,0.5278,0,0.8581,0.013372
27,44,56,47,em-4efe36123302,輝け☆椛マン！,water,ZR,35,4260,3408,3,水属性の味方全員のHPを50%回復する,advantage_creation,72,0.4583,0.3562,1,1,1,0.1178,0.8601,0.1561,0.2778,0,0.9333,0.009973
28,63,57,49,em-bc2106c87bcd,?????,water,ZR,15,511,2811,3,5ターンの間、自身にダメージを55%軽減するシールドを与える,advantage_creation,72,0.4722,0.368,1,1,1,0.1056,0.8631,0.1406,0.0556,0,0.9318,0.009189
29,71,13,20,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.3542,0.2564,1,1,1,0.057,0.8585,0.0786,0,0.2778,0.9303,0.014469
30,34,58,31,em-4e9bf489ecd9,怒りのマッキニキ,fire,R,14,2416,1359,3,2ターンの間、味方全員に水属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,72,0.5,0.3974,0.9722,1,1,0.1263,0.9215,0.1655,0.3333,0,0.9902,0.012594
31,24,59,48,em-f9383e2e4919,ユハンヌスのサウナー,water_wind,MZR,42,5231,3067,3,1ターンの間、水属性の味方全員にダメージを78%軽減するシールドを与える,advantage_creation,72,0.4583,0.3491,1,1,1,0.1135,0.8907,0.1489,0.4167,0,0.8447,0.009772
32,13,60,22,em-2def672b1533,バターリャ後悔王子,fire,CR,30,3213,3213,3,2ターンの間、味方全員に水属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.4444,0.3391,0.9861,1,1,0.1335,0.8653,0.1692,0.5694,0,0.971,0.01427
33,54,61,36,em-5f9efdc805e5,呼んでますトムさん,water_wind,N,15,1269,1269,3,3ターンの間、水属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.4931,0.3914,0.9722,1,1,0.131,0.8879,0.1654,0.1667,0,0.9934,0.011315
34,72,62,58,em-2f9e3ad50fc8,やまなしーヌの心,water_wind,CR,25,2415,2576,3,味方全員のスキルカウントを1減少させる,ignored,72,0.4583,0.3544,0,1,1,0.1335,0.8657,0.1701,0,0,0.9697,0.008193
