総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,38,2,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5556,0.445,1,1,1,0.1686,0.8778,0.2174,0.8056,0,0.92,0.023648
2,58,10,1,em-a0601347b042,グラーツ君,fire,ZR,36,2896,5282,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,72,0.5278,0.42,0.9722,1,1,0.1131,0.8795,0.1547,0,0.3889,0.9687,0.025028
3,8,39,4,em-4533a7697d48,謀反人ミッツ,fire_water,MZR,60,6645,4430,3,2ターンの間、水属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,72,0.5208,0.4157,1,1,1,0.1622,0.8958,0.2027,0.5694,0,0.9153,0.02171
4,16,40,10,em-6eed78e1fe62,リア充の権化安倍晴明,all,MZR,100,6782,6271,3,味方全員のHPを100%回復する,advantage_creation,72,0.4861,0.3765,1,1,1,0.1476,0.8579,0.1929,0.4583,0,0.9129,0.017856
5,59,13,3,em-80894fcaa10c,とんこつ神！博多美子,water,ZR,40,4089,5350,3,3ターンの間、水属性の味方全員の攻撃力を50%増加させる,counteraction,72,0.4931,0.3809,1,1,1,0.1287,0.8789,0.173,0,0.3333,0.9646,0.022187
6,9,41,52,em-33880cee5e60,三貴子ツクヨミ,water_wind,伝,75,10735,4686,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5,0.3921,1,1,1,0.126,0.8771,0.1686,0.5694,0,0.3904,0.008456
7,60,22,12,em-276d7f996bbe,竜也エボリューション,fire,MZR,49,2044,6305,3,2ターンの間、自身の攻撃力を333%増加させる,counteraction,72,0.4514,0.3467,1,1,1,0.0832,0.8592,0.1162,0,0.25,0.9058,0.01735
8,61,1,5,em-f33de53ee597,遊無給(ニート)な小町,all,MZR,100,7327,5623,3,1ターンの間、味方全員の攻撃力を200%増加させる,counteraction,72,0.4583,0.3544,1,1,1,0.0932,0.8761,0.1281,0,0.5556,0.9034,0.021699
9,30,42,16,em-15545bc62fe7,幽霊烏賊図,water,MZR,60,3408,4260,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.4861,0.3818,1,1,1,0.121,0.896,0.1581,0.3611,0,0.901,0.016278
10,26,43,22,em-54cb13a72721,不思議の海のモヅルン,fire_water,MZR,60,6475,4941,3,1ターンの間、風属性の攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5069,0.3982,0.8611,1,1,0.1517,0.8783,0.1935,0.375,0,0.8986,0.014466
11,2,44,11,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5139,0.4096,1,1,1,0.1502,0.9015,0.1876,0.75,0,0.8961,0.017472
12,62,45,30,em-039a051d72bb,伊万里の重畳,fire,MZR,36,4260,3919,3,火属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4792,0.374,0,1,1,0.1161,0.86,0.1532,0,0,0.8937,0.012396
13,14,46,18,em-41b8799b7505,まおーちゃん,fire,MZR,50,3748,4941,3,死亡している水属性の味方全員を33%のHPで蘇らせる,advantage_creation,72,0.4653,0.3568,0.9444,1,1,0.1417,0.8589,0.182,0.4722,0,0.8912,0.015283
14,23,47,6,em-68afa2dec462,みどりのたけしマン,water_wind,CR,23,2592,2432,3,3ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,72,0.4931,0.3933,1,1,1,0.0997,0.878,0.133,0.4028,0,0.9824,0.018625
15,27,48,26,em-7a8534cb5af6,クレリゴス子様,water,ZR,41,6731,2951,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.4931,0.3843,1,1,1,0.1226,0.8699,0.1629,0.375,0,0.9508,0.013837
16,63,7,8,em-6a50fe1ba475,青き春の酔竜,water,MZR,70,2556,7668,3,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.3681,0.2655,1,1,1,0.0843,0.8572,0.1119,0,0.4306,0.8838,0.017945
17,64,8,7,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.3819,0.2785,1,1,1,0.075,0.8693,0.1028,0,0.4306,0.948,0.0181
18,65,49,35,em-cec2f0ad9373,Dr.フォックス,water_wind,ZR,40,4089,4430,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.4444,0.3338,0,0.6806,1,0.1363,0.8366,0.1748,0,0,0.9466,0.011392
19,32,50,24,em-40350463a9fa,ハンドさんは泳がない,fire,MZR,27,2044,3578,3,2ターンの間、味方全員にダメージを56%軽減するシールドを与える,advantage_creation,72,0.4514,0.3415,1,1,1,0.1307,0.8516,0.169,0.3472,0,0.8762,0.013988
20,40,51,32,em-6193e7af4d97,がうがうは考える,water,MZR,44,1704,5964,3,3ターンの間、味方全員に風属性の敵からのダメージを66%軽減するシールドを与える,advantage_creation,72,0.4583,0.3491,0.7917,1,1,0.1091,0.8414,0.1495,0.1944,0,0.8736,0.012107
21,15,52,29,em-109e54a3645a,グラン・プラスの魔女,fire,MZR,38,1499,3404,3,1ターンの間、攻撃を自身に集中させる(96%カット),advantage_creation,72,0.4583,0.3508,1,1,1,0.1469,0.8525,0.184,0.4722,0,0.8711,0.012449
22,21,53,27,em-31758a7d7c63,ﾗｰｶﾞﾙﾌﾘｮｩﾄﾙﾑりん,water,MZR,47,5700,2292,3,2ターンの間、火属性の味方全員にダメージを75%軽減するシールドを与える,advantage_creation,72,0.4931,0.3843,0.9444,1,1,0.1285,0.8745,0.1683,0.4167,0,0.8685,0.013706
23,66,12,20,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.3681,0.2655,1,1,1,0.0767,0.8553,0.1039,0,0.3472,0.8659,0.015148
24,67,16,17,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,72,0.4653,0.3568,0.9722,1,1,0.1085,0.8479,0.1454,0,0.3194,0.9378,0.015607
25,68,11,19,em-a85045965911,まさか殿(マジ),all,MZR,100,7463,6628,3,4ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.3542,0.2545,1,1,1,0.0765,0.8485,0.0996,0,0.3611,0.8607,0.015167
26,17,54,31,em-48fc0bb31337,踊る☆なまずおじさん,water,MZR,60,5793,2130,3,2ターンの間、味方全員に風属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.5139,0.4043,0.8472,1,1,0.1379,0.8719,0.179,0.4583,0,0.8581,0.012243
27,69,55,95,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.4097,0.3012,0,0.6389,1,0.0981,0.8238,0.1353,0,0,0.3476,0.003408
28,70,3,13,em-32dd2642183e,ハイパーハンギョジン,fire,MZR,60,5889,3996,3,2ターンの間、味方全員の攻撃力を78%増加させる,counteraction,72,0.4028,0.299,1,1,1,0.0977,0.8582,0.1298,0,0.4722,0.8527,0.01715
29,71,5,9,em-1d6b42059506,レーティッシュ凛子,water_wind,ZR,35,5623,3229,3,2ターンの間、火属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,72,0.4375,0.3332,0.9306,1,1,0.0985,0.8718,0.13,0,0.4583,0.9303,0.017892
30,72,4,15,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,72,0.3958,0.288,0.9444,1,1,0.1042,0.8553,0.1385,0,0.4722,0.8474,0.016439
31,73,6,14,em-e49404c0e4be,?????,fire,ZR,43,5350,2712,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を214%増加させる,counteraction,72,0.4306,0.3238,0.9722,1,1,0.0986,0.8628,0.1325,0,0.4444,0.9272,0.016698
