総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,9,43,3,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.5903,0.4947,1,1,1,0.1896,0.9068,0.2282,0.5417,0,0.92,0.020771
2,14,44,2,em-83b1d87342f9,コン美なん吉先生,water,CR,20,882,3381,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5556,0.4615,1,1,1,0.2113,0.9159,0.2403,0.5139,0,0.9894,0.021362
3,8,45,4,em-11f22e87203d,骨喰　花蟲,fire,MZR,60,2300,5708,4,死亡している火属性の味方全員を60%のHPで蘇らせる,advantage_creation,72,0.4931,0.3933,1,1,1,0.1701,0.8747,0.204,0.5556,0,0.9153,0.019547
4,25,46,5,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.5417,0.4377,0.9861,1,1,0.2184,0.8463,0.2562,0.4028,0,0.9129,0.019092
5,52,18,60,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4722,0.3662,1,1,1,0.1761,0.8296,0.2111,0,0.1528,0.3924,0.008294
6,6,47,7,em-b5e0f2fbff78,養老のバッカス,water,MZR,65,6475,3408,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5347,0.4316,1,1,1,0.1968,0.8783,0.23,0.5972,0,0.9082,0.018516
7,19,48,11,em-9372502bc6a4,餞のガブリン,fire,MZR,42,1913,5367,4,死亡している火属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.4792,0.3758,1,1,1,0.2026,0.8678,0.2331,0.4722,0,0.9058,0.016795
8,53,5,1,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.4444,0.3409,1,1,1,0.1667,0.812,0.2,0,0.2361,0.9034,0.021663
9,11,49,10,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.5139,0.4151,1,1,1,0.1728,0.8805,0.2049,0.5278,0,0.901,0.017471
10,54,16,6,em-e0dcffe4d5d0,大魔神！せいタン降臨,fire,ZR,44,2044,6305,4,3ターンの間、火属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4514,0.3467,1,1,1,0.1382,0.8074,0.1719,0,0.1667,0.9578,0.01867
11,55,19,12,em-78785b8bf619,企業だ浅ちゃん！,water,MZR,42,1192,7327,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.4167,0.3159,1,1,1,0.1315,0.8017,0.1599,0,0.1528,0.8961,0.016608
12,17,50,13,em-e73e837049b5,ｿﾞﾝﾋﾞｶﾞｰﾙ･ガブリン,fire,ZR,28,1366,3834,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4931,0.3896,1,1,1,0.1811,0.8548,0.2166,0.5,0,0.9551,0.016351
13,56,51,26,em-7c0ef69518eb,有砂小町２ＰＣ,fire,ZR,40,5112,5112,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.4583,0.3562,0,1,1,0.1953,0.8245,0.2242,0,0,0.9537,0.012951
14,57,34,22,em-d295de1e4086,海の日シスターズ♪,fire_water,ZR,40,3823,4657,4,3ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4722,0.3699,1,1,1,0.1554,0.8058,0.1891,0,0.0833,0.9523,0.013557
15,35,52,30,em-bd98030ead3e,首領子襲来!!,water,MZR,33,5680,3786,4,味方全員のHPを111%回復する,advantage_creation,72,0.4861,0.3836,1,1,1,0.1798,0.832,0.2145,0.2917,0,0.8862,0.012609
16,37,53,25,em-d25a7727f654,プラハ嬢,fire_water,MZR,32,1482,4991,4,2ターンの間、味方全員に火属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,72,0.4653,0.3658,0.9583,1,1,0.1743,0.8073,0.2057,0.25,0,0.8838,0.013204
