総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,41,41,64,em-22f9d46fe6f4,ウサウサ八幡,water_wind,伝,88,10872,5964,6,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.6736,0.5783,0,0,1,0.0994,0.9733,0.1439,0,0,0.4,0.008227
2,42,42,5,em-37ae218b7e9e,有砂小町,water,ZR,40,5112,5112,7,味方全員のスキルカウントを4減少させる,ignored,72,0.6736,0.5707,0,0,1,0.0772,0.9639,0.1153,0,0,0.9687,0.019397
3,5,43,1,em-0784bb7beecf,ダリア・宮子・9,water_wind,MZR,42,4771,4089,0,味方全員のHPを25%回復する,advantage_creation,72,0.6875,0.5917,1,1,1,0.0906,0.9683,0.1332,0.6111,0,0.9153,0.021904
4,43,44,7,em-215080a7a05b,?????,fire,ZR,39,4924,4413,4,風属性の味方全員のスキルカウントを3減少させる,ignored,72,0.6389,0.5378,0,0,1,0.0772,0.9622,0.1126,0,0,0.966,0.018318
5,44,45,12,em-27802083d7f5,チュニスさん,fire_wind,MZR,50,5964,3919,4,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.6458,0.5462,0,0,1,0.085,0.9672,0.1237,0,0,0.9106,0.01679
6,45,46,13,em-70a9a07ea8d9,うさ☆八幡さま,water_wind,MZR,60,5964,5964,6,火属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.5833,0.4772,0,0,1,0.0767,0.9533,0.1136,0,0,0.9082,0.01647
7,7,47,6,em-a447724e3bc1,ヴァレサバ☆関くん,water_wind,MZR,54,4055,5759,0,1ターンの間、攻撃をリーダーに集中させる(10%カット),advantage_creation,72,0.6111,0.51,1,1,1,0.0794,0.9483,0.1161,0.5278,0,0.9058,0.018799
8,46,48,14,em-05133b447edd,コメツキ,water,ZR,55,5453,5406,5,水属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5972,0.4899,0,0,1,0.0778,0.9556,0.115,0,0,0.9606,0.016333
9,47,49,23,em-39a2f0d8ec72,ロードスのエルフ騎士,fire,MZR,44,4430,5623,6,味方全員のスキルカウントを4減少させる,ignored,72,0.5833,0.4789,0,0,1,0.0733,0.9578,0.1076,0,0,0.901,0.014898
10,48,50,19,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.6042,0.5036,0,0,1,0.0844,0.9689,0.1221,0,0,0.8986,0.015283
11,49,51,22,em-039b9996f6f0,おろろセット先輩,fire,ZR,45,1363,5623,5,火属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5694,0.461,0,0,1,0.0644,0.9656,0.0959,0,0,0.9564,0.014962
12,50,52,79,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.5972,0.4953,0,0,1,0.0817,0.96,0.1197,0,0,0.3786,0.005857
13,51,53,28,em-7547c480c963,ウミユリーず,fire,MZR,60,4430,6475,5,味方全員のスキルカウントを2減少させる,ignored,72,0.5347,0.4245,0,0,1,0.0894,0.9333,0.1287,0,0,0.8912,0.013406
14,52,54,24,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5625,0.46,0,0,1,0.0717,0.9467,0.1048,0,0,0.9523,0.014326
15,53,55,26,em-cec2f0ad9373,Dr.フォックス,water_wind,ZR,40,4089,4430,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.5833,0.4789,0,0,1,0.0644,0.945,0.0964,0,0,0.9508,0.013865
16,54,19,8,em-2b9338d5254c,電撃のびゃ子,fire,MZR,58,2641,6219,0,2ターンの間、水属性の敵に対する自身の攻撃力を39%増加させる,counteraction,72,0.5417,0.4359,1,1,1,0.0733,0.94,0.1068,0,0.3194,0.8838,0.017747
17,55,56,33,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5208,0.4121,0,0,1,0.0706,0.9533,0.1037,0,0,0.8812,0.011979
18,30,57,27,em-d72497692e5c,バリ……トゥンク…王,fire_wind,MZR,41,1530,5279,0,1ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.5625,0.4547,1,1,1,0.0533,0.9333,0.0797,0.2222,0,0.8787,0.013574
19,56,58,38,em-c4663d98c2ff,海・百合男,fire,MZR,33,3748,4430,5,味方全員のスキルカウントを2減少させる,ignored,72,0.5556,0.4502,0,0,1,0.075,0.9472,0.1084,0,0,0.8762,0.011123
20,57,59,39,em-ffde6d61f228,有頂天☆安倍晴明,fire_wind,MZR,45,3936,4771,5,火属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5347,0.4316,0,0,1,0.0672,0.9583,0.0982,0,0,0.8736,0.010787
21,58,60,37,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4931,0.386,0,0,1,0.0606,0.945,0.0901,0,0,0.9422,0.011316
22,59,8,2,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.5903,0.4871,1,1,1,0.0867,0.9578,0.1262,0,0.5,0.9408,0.020484
23,60,61,40,em-df40dba7c56a,高野さん,fire_water,ZR,34,4089,4089,5,風属性の味方全員のスキルカウントを4減少させる,ignored,72,0.5486,0.4404,0,0,1,0.0828,0.9467,0.1208,0,0,0.9393,0.010769
24,20,62,25,em-f9fcb91b983d,アエネウスと弟くん,fire_water,MZR,60,4175,4175,0,2ターンの間、味方全員に火属性の敵からのダメージを15%軽減するシールドを与える,advantage_creation,72,0.5625,0.4582,1,1,1,0.06,0.9572,0.0903,0.3333,0,0.8633,0.014047
25,61,63,42,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4931,0.3843,0,0,1,0.0706,0.9489,0.104,0,0,0.9363,0.010521
26,62,64,58,em-1e8ec25622df,切間・ンジャロさん,fire_wind,MZR,39,5871,3442,4,リーダーのスキルカウントを4減少させる,ignored,72,0.5625,0.453,0,0,1,0.0694,0.9478,0.1032,0,0,0.8581,0.009111
27,3,65,30,em-f2a813466bbe,The★Youなリバ子,all,MZR,50,5770,3113,0,自身のHPを77%回復する,advantage_creation,72,0.5903,0.4871,1,1,1,0.0822,0.9589,0.1206,0.6528,0,0.8554,0.012693
28,63,66,60,em-5d34c0af44dd,白兎神★ばうあー,fire,MZR,72,3878,5487,3,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.3878,0,0,1,0.0706,0.9378,0.1029,0,0,0.8527,0.008592
29,64,67,53,em-c736bc52077a,漱石先生と吾輩たち,water,CR,15,1610,3461,5,火属性の味方全員のスキルカウントを4減少させる,ignored,72,0.5278,0.4218,0,0,1,0.0778,0.9411,0.113,0,0,0.973,0.009538
30,65,68,45,em-c3c3a8e92b71,仮面のいはと先生,water_wind,CR,25,2095,3063,3,水属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5417,0.4307,0,0,1,0.0672,0.9417,0.0998,0,0,0.9723,0.010073
31,66,22,10,em-3600ec808f3f,日本海女中,water,CR,15,1288,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5556,0.445,1,1,1,0.0694,0.94,0.1035,0,0.2639,0.9717,0.017072
32,67,16,9,em-2c6fd048179d,ジョン・鮭児,all,CR,23,1448,2726,0,5ターンの間、自身の攻撃力を12%増加させる,counteraction,72,0.5556,0.4484,1,1,1,0.0744,0.9506,0.1095,0,0.3333,0.971,0.01736
33,68,9,4,em-b6adaf9bf556,こうせえっつう女中,fire_water,CR,17,805,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5486,0.437,1,1,1,0.065,0.9478,0.0977,0,0.4583,0.9703,0.019422
