総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,9,37,2,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5833,0.4808,1,1,1,0.1633,0.9028,0.2123,0.6667,0,0.92,0.021887
2,3,38,1,em-2def672b1533,バターリャ後悔王子,fire,CR,30,3213,3213,3,2ターンの間、味方全員に水属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.5972,0.4935,0.9722,1,1,0.198,0.8972,0.25,0.875,0,0.9894,0.024725
3,62,14,3,em-0bcb369cdcd9,キタキツネの神様,water,ZR,36,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.5625,0.4582,1,1,1,0.1378,0.9086,0.1833,0,0.3056,0.9673,0.020914
4,12,39,9,em-5d34df1253d1,氷点下のレーカさん,water,MZR,40,2044,2556,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.6181,0.511,0.9861,1,1,0.1776,0.9103,0.228,0.6111,0,0.9129,0.018643
5,27,40,10,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5208,0.4175,1,1,1,0.1283,0.8807,0.1666,0.4306,0,0.9106,0.018567
6,63,8,4,em-a85045965911,まさか殿(マジ),all,MZR,100,7463,6628,3,4ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.4931,0.3843,1,1,1,0.1375,0.8725,0.1815,0,0.375,0.9082,0.02002
7,15,41,12,em-d695befcbdc2,収穫☆にいがタン,fire_wind,CR,26,4508,3655,3,2ターンの間、水属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.5833,0.4808,0.9444,1,1,0.1711,0.8752,0.2181,0.5556,0,0.9865,0.018062
8,48,42,25,em-4805525cb8a4,ｴﾝｾﾞﾘｯｸ☆エンゼル,all,MZR,60,6816,4771,3,自身のHPを200%回復する,advantage_creation,72,0.5347,0.4262,1,1,1,0.1679,0.8762,0.2089,0.2222,0,0.9034,0.014058
9,64,17,11,em-6fd11d4d3308,超天狗くまのたん,fire,ZR,35,1704,7497,3,1ターンの間、自身の攻撃力を300%増加させる,counteraction,72,0.4653,0.3603,1,1,1,0.1005,0.8806,0.1331,0,0.2778,0.9592,0.018228
10,65,5,5,em-5f311c45014a,パーントゥ大先生,water_wind,MZR,37,2409,4819,3,1ターンの間、味方全員の攻撃力を150%増加させる,counteraction,72,0.5278,0.42,1,1,1,0.1503,0.8968,0.1935,0,0.4028,0.8986,0.01977
11,66,24,18,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.4792,0.374,1,1,1,0.1164,0.8877,0.1542,0,0.2222,0.8961,0.015936
12,13,43,14,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5139,0.4026,1,1,1,0.1578,0.8729,0.2086,0.5694,0,0.9551,0.017669
13,8,44,61,em-33880cee5e60,三貴子ツクヨミ,water_wind,伝,75,10735,4686,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5069,0.3999,1,1,1,0.1795,0.9004,0.2211,0.7222,0,0.3767,0.007291
14,67,7,8,em-32dd2642183e,ハイパーハンギョジン,fire,MZR,60,5889,3996,3,2ターンの間、味方全員の攻撃力を78%増加させる,counteraction,72,0.5208,0.4157,1,1,1,0.1654,0.8808,0.2098,0,0.3889,0.8887,0.018803
15,25,45,27,em-41b8799b7505,まおーちゃん,fire,MZR,50,3748,4941,3,死亡している水属性の味方全員を33%のHPで蘇らせる,advantage_creation,72,0.5139,0.4096,0.9444,1,1,0.1361,0.8769,0.1762,0.4722,0,0.8862,0.013923
16,29,46,26,em-f9383e2e4919,ユハンヌスのサウナー,water_wind,MZR,42,5231,3067,3,1ターンの間、水属性の味方全員にダメージを78%軽減するシールドを与える,advantage_creation,72,0.5417,0.4342,1,1,1,0.1356,0.892,0.1784,0.4167,0,0.8838,0.013979
17,68,4,7,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.4375,0.3332,1,1,1,0.116,0.8387,0.1509,0,0.4306,0.948,0.019236
18,69,9,16,em-6a50fe1ba475,青き春の酔竜,water,MZR,70,2556,7668,3,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.4097,0.3103,1,1,1,0.0961,0.8571,0.1239,0,0.375,0.8787,0.016291
19,4,47,17,em-4819d53ddb48,ブハラ師匠,water,ZR,39,5708,3237,3,味方全員のHPを130%回復する,advantage_creation,72,0.5139,0.4078,1,1,1,0.1641,0.8607,0.2088,0.8611,0,0.9451,0.016034
20,2,48,13,em-4e9bf489ecd9,怒りのマッキニキ,fire,R,14,2416,1359,3,2ターンの間、味方全員に水属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,72,0.5764,0.4708,0.9583,1,1,0.1387,0.874,0.187,0.9583,0,0.9937,0.017808
21,21,49,28,em-d5ea84224259,ﾌﾗﾝﾀﾞｰｽのわんわんお,water,MZR,38,5538,3190,3,2ターンの間、攻撃を自身に集中させる(68%カット),advantage_creation,72,0.5,0.3956,1,1,1,0.1509,0.8813,0.1919,0.5,0,0.8711,0.013706
22,11,50,24,em-88028fdebb04,オペラハウス侯爵,water,CR,24,3154,3177,3,死亡している火属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.5069,0.3999,0.9722,1,1,0.1482,0.8757,0.1886,0.625,0,0.9775,0.014084
23,70,3,6,em-e49404c0e4be,?????,fire,ZR,43,5350,2712,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を214%増加させる,counteraction,72,0.5208,0.4157,0.9444,1,1,0.129,0.8979,0.1666,0,0.5,0.9393,0.019517
24,71,31,30,em-80894fcaa10c,とんこつ神！博多美子,water,ZR,40,4089,5350,3,3ターンの間、水属性の味方全員の攻撃力を50%増加させる,counteraction,72,0.4375,0.3332,1,1,1,0.1188,0.8635,0.1527,0,0.1667,0.9378,0.013051
25,72,26,31,em-a0601347b042,グラーツ君,fire,ZR,36,2896,5282,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,72,0.4514,0.3432,0.9306,1,1,0.1684,0.859,0.2081,0,0.2083,0.9363,0.012794
26,35,51,29,em-558066e14c81,ダブル・ブロッコリー,water_wind,CR,33,2595,2436,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4931,0.3878,1,1,1,0.1343,0.8801,0.1715,0.375,0,0.9749,0.013227
27,47,52,93,em-94f677409ee2,月甲のルナタスピス,water,伝,75,10224,4543,3,3ターンの間、攻撃を自身に集中させる(33%カット),advantage_creation,72,0.4444,0.3409,1,1,1,0.1236,0.8517,0.1582,0.2361,0,0.3476,0.00412
28,73,10,15,em-68e23b3f15d7,あっぴーの外出,fire,CR,15,1610,3500,3,3ターンの間、リーダーの攻撃力を250%増加させる,counteraction,72,0.4653,0.3639,0.9861,1,1,0.1284,0.8726,0.1616,0,0.375,0.9736,0.017381
29,74,15,22,em-1d6b42059506,レーティッシュ凛子,water_wind,ZR,35,5623,3229,3,2ターンの間、火属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,72,0.4792,0.3705,0.9583,1,1,0.1424,0.8641,0.1817,0,0.3056,0.9303,0.01413
