総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,53,1,35,em-ceda64319ca1,蜜香のウミリンゴ,fire_water,伝,75,8520,5453,1,5ターンの間、風属性の敵に対する味方全員の攻撃力を25%増加させる,counteraction,72,0.6181,0.5128,0.9861,1,1,0.1108,0.941,0.1569,0,0.7639,0.4,0.011791
2,54,59,18,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5,0.3956,0,0.3333,1,0.0865,0.9132,0.1219,0,0,0.9177,0.015458
3,55,60,15,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5,0.3886,0,0.3194,1,0.0956,0.9067,0.136,0,0,0.9673,0.015866
4,56,61,24,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.5069,0.3964,0,1,1,0.1129,0.9053,0.1559,0,0,0.9129,0.014547
5,57,62,22,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4931,0.3878,0,0.3333,1,0.1006,0.9187,0.1392,0,0,0.9646,0.014947
6,4,63,5,em-4f85690db8f2,メムノン２８号,wind,ZR,32,937,3408,1,1ターンの間、風属性の攻撃を自身に集中させる(95%カット),advantage_creation,72,0.6319,0.5258,1,1,1,0.1277,0.9323,0.178,0.9028,0,0.9633,0.019732
7,58,46,71,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5347,0.428,0.9306,1,1,0.1185,0.9224,0.1622,0,0.2361,0.3885,0.006453
8,59,36,13,em-2b584e87473c,ウルルさんのオフ曜日,water,MZR,41,2958,6816,1,5ターンの間、火属性の敵に対する自身の攻撃力を65%増加させる,counteraction,72,0.5278,0.4183,0.9028,1,1,0.1124,0.9075,0.1569,0,0.3611,0.9034,0.016484
9,60,7,1,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.5486,0.4387,1,1,1,0.1253,0.9166,0.1738,0,0.625,0.9592,0.022369
10,61,64,29,em-62cea78f14d3,ガラッパ,wind,CR,18,2078,3067,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5139,0.4043,0,0.2778,1,0.1068,0.8943,0.1504,0,0,0.9848,0.013632
