総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,4,30,2,em-15545bc62fe7,幽霊烏賊図,water,MZR,60,3408,4260,3,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5972,0.4899,1,1,1,0.1951,0.9173,0.2498,0.7778,0,0.92,0.022323
2,3,31,1,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5903,0.4835,1,1,1,0.1798,0.9099,0.2354,0.8472,0,0.9177,0.022681
3,59,11,4,em-a85045965911,まさか殿(マジ),all,MZR,100,7463,6628,3,4ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.5069,0.3964,1,1,1,0.1592,0.8765,0.2055,0,0.3056,0.9153,0.021074
4,1,32,7,em-6eed78e1fe62,リア充の権化安倍晴明,all,MZR,100,6782,6271,3,味方全員のHPを100%回復する,advantage_creation,72,0.5,0.3886,1,1,1,0.1811,0.8802,0.2295,0.9028,0,0.9129,0.020191
5,9,33,6,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.4931,0.3896,1,1,1,0.1548,0.8956,0.1938,0.5972,0,0.9106,0.020915
6,60,7,5,em-f33de53ee597,遊無給(ニート)な小町,all,MZR,100,7327,5623,3,1ターンの間、味方全員の攻撃力を200%増加させる,counteraction,72,0.5139,0.4078,1,1,1,0.1459,0.905,0.1866,0,0.3611,0.9082,0.020973
7,29,34,8,em-6193e7af4d97,がうがうは考える,water,MZR,44,1704,5964,3,3ターンの間、味方全員に風属性の敵からのダメージを66%軽減するシールドを与える,advantage_creation,72,0.5069,0.4053,0.9583,1,1,0.1174,0.8899,0.1534,0.375,0,0.9058,0.019492
8,50,35,16,em-e795d2bbe2f0,北政所ねね様,fire_wind,MZR,60,5623,4601,3,2ターンの間、風属性の攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5556,0.4538,0.9167,1,1,0.1297,0.8976,0.1703,0.1528,0,0.9034,0.015836
9,61,25,15,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.4375,0.328,1,1,1,0.1406,0.8622,0.1748,0,0.1806,0.901,0.017024
10,10,36,3,em-347ffee895b9,明日香大明神,wind,N,8,989,1343,3,2ターンの間、味方全員に水属性の敵からのダメージを90%軽減するシールドを与える,advantage_creation,72,0.5764,0.4763,0.9444,1,1,0.1663,0.9235,0.2111,0.5972,0,0.9983,0.021457
