総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,42,2,em-4e2a71a8e1a6,ハチモドキアブ,water,ZR,55,5623,6100,2,死亡している水属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.6181,0.5146,1,1,1,0.1429,0.9445,0.1928,0.9861,0,0.97,0.022937
2,56,24,57,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.5833,0.4737,1,1,1,0.1235,0.9197,0.1719,0,0.3194,0.3981,0.00846
3,23,43,5,em-6cd949ff7539,?????,fire_water,MZR,53,1842,6475,2,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5208,0.4121,1,1,1,0.1087,0.9183,0.1473,0.4444,0,0.9153,0.018013
4,8,44,4,em-a3563f41a151,ラクダンデス隊長,fire_wind,MZR,38,4941,3578,2,1ターンの間、攻撃を自身に集中させる(70%カット),advantage_creation,72,0.5833,0.4808,1,1,1,0.1216,0.9317,0.1643,0.6111,0,0.9129,0.019512
5,57,32,10,em-e442a06775e7,祭りだ☆富姫,wind,MZR,40,3067,5453,2,3ターンの間、風属性の敵に対する自身の攻撃力を133%増加させる,counteraction,72,0.5278,0.4183,0.9722,1,1,0.1102,0.9122,0.1518,0,0.2361,0.9106,0.016999
6,58,4,1,em-d138d4e46038,きぬたン,water_wind,ZR,48,3067,4771,2,8ターンの間、味方全員の攻撃力を18%増加させる,counteraction,72,0.5347,0.4297,1,1,1,0.1108,0.8995,0.15,0,0.4861,0.9633,0.025116
7,37,45,14,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5,0.3886,1,1,1,0.1019,0.9091,0.1411,0.2917,0,0.9058,0.015895
8,59,46,17,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4583,0.3474,0,1,1,0.1003,0.8846,0.1377,0,0,0.9606,0.014831
9,60,33,16,em-1e9e4475c353,ゲラー･ｻﾞ･ｸﾞﾗﾃﾞｨｴｲﾀｰ,fire_wind,MZR,55,3408,5964,2,1ターンの間、水属性の敵に対する味方全員の攻撃力を181%増加させる,counteraction,72,0.4931,0.3826,0.9861,1,1,0.1162,0.9142,0.1557,0,0.2222,0.901,0.015045
10,61,47,19,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4583,0.3508,0,1,1,0.0908,0.893,0.1229,0,0,0.9578,0.014245
11,6,48,11,em-7fa9f8e8ea8b,ガッサのお嬢,wind,MZR,16,2726,2556,2,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5625,0.4547,0.9722,1,1,0.1279,0.9212,0.1749,0.6528,0,0.8961,0.016988
12,44,49,78,em-b2d6a846bb36,哀哭のオオウミガラス,fire_wind,伝,75,9713,4941,2,5ターンの間、味方全員に火属性の敵からのダメージを25%軽減するシールドを与える,advantage_creation,72,0.5069,0.4017,0.8889,1,1,0.1015,0.9267,0.1371,0.2222,0,0.3786,0.006089
13,17,50,12,em-638abcb1284e,パレンケＶＲＳ,wind,ZR,49,5282,3386,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,72,0.5278,0.4236,1,1,1,0.1086,0.9211,0.1477,0.4861,0,0.9537,0.016546
14,52,15,6,em-1bcd64d199fb,ケロッとる☆キング,water,MZR,31,1533,5708,2,3ターンの間、自身の属性を風属性に変更する,adaptive,72,0.4653,0.3568,0.9861,1,1,0.0957,0.8954,0.1296,0.125,0.4028,0.8887,0.01793
15,12,51,82,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4792,0.3671,1,1,1,0.1202,0.9023,0.1602,0.5833,0,0.3726,0.005914
16,36,52,24,em-47c29240fd33,大晦日のネギそば給仕少女,water_wind,MZR,40,3834,3834,2,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5,0.3938,1,1,1,0.0884,0.8993,0.1235,0.3056,0,0.8838,0.0134
17,62,53,41,em-7ba25345ffb0,シーさま,fire_wind,MZR,60,4601,4601,3,敵全員の攻撃カウントを1増加させる,ignored,72,0.4375,0.3297,0,0.5139,1,0.0958,0.9002,0.1269,0,0,0.8812,0.01093
18,63,54,39,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4306,0.3238,0,1,1,0.078,0.8686,0.1091,0,0,0.9466,0.011419
19,64,22,22,em-bffb26ad3975,アイヌ☆らっくるん,fire_water,MZR,60,2896,6645,2,1ターンの間、風属性の敵に対する味方全員の攻撃力を170%増加させる,counteraction,72,0.4306,0.3221,0.9861,1,1,0.0817,0.8927,0.1137,0,0.3333,0.8762,0.01388
20,65,38,37,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.4167,0.3123,1,1,1,0.0866,0.8878,0.1167,0,0.1806,0.8736,0.01147
21,21,55,31,em-a11a3441fd8e,レンネルアルケニー,fire_wind,MZR,43,2896,3919,2,1ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5,0.3938,1,1,1,0.0922,0.9095,0.1252,0.4583,0,0.8711,0.01258
22,9,56,30,em-4eda1d55d2fb,ガッサと5人の小ｷﾉｺ,wind,MZR,60,5680,4089,2,死亡している水属性の味方全員を15%のHPで蘇らせる,advantage_creation,72,0.4931,0.3878,0.9583,1,1,0.122,0.9304,0.1622,0.6111,0,0.8685,0.012599
23,66,23,28,em-09a7a163b0cd,沼南ぱモーセ,water,MZR,38,2556,5623,2,1ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.4375,0.3332,1,1,1,0.0928,0.9035,0.1261,0,0.3333,0.8659,0.012671
24,4,57,15,em-9287b5984201,ホソエガサさん,wind,CR,16,1635,1533,2,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5556,0.4467,0.9722,1,1,0.1304,0.929,0.1738,0.8056,0,0.9762,0.01562
25,22,35,32,em-5088462f1ee9,日本一の桃たろす,water,MZR,45,4260,5964,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.4722,0.3611,0.8056,1,1,0.1129,0.8847,0.1516,0.4583,0.2083,0.8607,0.012238
26,67,58,50,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.3958,0.2971,0,1,1,0.0645,0.9145,0.0893,0,0,0.9348,0.009385
27,32,59,43,em-95694ab0605a,超★メジェド様,all,MZR,44,2300,3432,2,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.4792,0.3705,1,1,1,0.0825,0.903,0.1141,0.3333,0,0.8554,0.010656
28,68,5,8,em-361f82120d03,オイボくん,fire_wind,MZR,40,6645,2556,2,4ターンの間、自身の攻撃力を95%増加させる,counteraction,72,0.4792,0.3722,1,1,1,0.0927,0.9122,0.1266,0,0.4722,0.8527,0.017407
29,69,60,64,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.3611,0.2581,0,1,1,0.0803,0.8807,0.1085,0,0,0.8501,0.007937
30,70,61,66,em-a16b37d47f95,ふわふわちゃんとママ,wind,MZR,60,6928,3520,3,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4167,0.3105,0,0.5139,1,0.0898,0.8697,0.1229,0,0,0.8474,0.007743
31,15,62,40,em-a7819b7b49e4,ホソエガサちゃん,wind,ZR,16,2181,2044,2,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5069,0.3999,0.9722,1,1,0.0965,0.9168,0.1347,0.5556,0,0.9272,0.011193
32,7,63,18,em-6f409bf9b5bd,素敵なステチュさん,fire_wind,N,14,211,2115,2,2ターンの間、水属性の味方全員にダメージを70%軽減するシールドを与える,advantage_creation,72,0.4931,0.3843,0.9861,1,1,0.1205,0.9154,0.1603,0.6389,0,0.9937,0.014379
33,42,64,46,em-d941ef4d2c66,紫禁嬢,water_wind,ZR,34,4692,2801,2,1ターンの間、味方全員に水属性の敵からのダメージを62%軽減するシールドを与える,advantage_creation,72,0.4722,0.3645,1,1,1,0.1075,0.9134,0.1459,0.2361,0,0.9241,0.009843
34,49,65,69,em-53967f33f7c3,R&Rレストラン子,wind,MZR,52,5230,5230,2,火属性の味方全員のHPを120%回復する,advantage_creation,72,0.4792,0.3688,0.6944,1,1,0.118,0.9005,0.1583,0.1389,0,0.8364,0.007404
35,71,31,47,em-d77542ffe604,?????,fire_wind,MZR,42,6475,3067,2,1ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4653,0.3568,1,1,1,0.0885,0.8917,0.122,0,0.2639,0.8336,0.009613
36,72,12,29,em-00b4dc762ce0,ハクさんはファイター,wind,MZR,50,3890,5112,2,1ターンの間、味方全員の攻撃力を66%増加させる,counteraction,72,0.4097,0.2995,1,1,1,0.0894,0.8794,0.1225,0,0.4167,0.8308,0.012613
37,73,1,3,em-2d3e693a8406,ツキマシモン,all,ZR,35,3919,1704,2,2ターンの間、味方全員の攻撃力を50%増加させる,counteraction,72,0.4861,0.3782,1,1,1,0.094,0.9247,0.128,0,0.7083,0.9178,0.019721
38,74,6,7,em-6c215846fcb0,アン・ごろう,fire_water,N,16,1356,1189,2,1ターンの間、風属性の敵に対する味方全員の攻撃力を230%増加させる,counteraction,72,0.5208,0.4104,0.9583,1,1,0.0967,0.8896,0.1342,0,0.4722,0.9923,0.017917
39,75,16,21,em-b8280ba8915c,ゲンゴロウ,wind,ZR,50,6475,2585,2,4ターンの間、水属性の敵に対する自身の攻撃力を150%増加させる,counteraction,72,0.4653,0.3585,0.9861,1,1,0.1064,0.8938,0.1407,0,0.4028,0.9146,0.014117
40,76,66,80,em-eb039b6519a5,古代のウルファマン,wind,MZR,53,7364,3067,3,水属性の味方全員のスキルカウントを3減少させる,ignored,72,0.4028,0.3046,0,0.5,1,0.0725,0.8933,0.0995,0,0,0.8195,0.005981
41,77,20,33,em-28c6b952551d,海の昇竜貫,water,ZR,33,4601,3408,2,3ターンの間、自身の攻撃力を110%増加させる,counteraction,72,0.4375,0.3246,1,1,1,0.104,0.8803,0.1407,0,0.375,0.9113,0.012117
42,78,25,34,em-663696ccf728,夏の一次幹,water,CR,22,3408,2215,2,3ターンの間、自身の攻撃力を80%増加させる,counteraction,72,0.4583,0.3457,1,1,1,0.1121,0.8917,0.1538,0,0.3056,0.9641,0.012112
43,79,17,27,em-5b3eb6a3a507,なるリッシュ,water,N,20,1812,1510,2,1ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.4792,0.3722,1,1,1,0.0959,0.9014,0.1319,0,0.4028,0.9911,0.013025
44,43,28,52,em-b16382731bd5,華燭なカネヒラさん,water,MZR,60,5793,4771,2,4ターンの間、自身の属性を火属性に変更する,adaptive,72,0.4444,0.3373,0.7639,1,1,0.1045,0.9021,0.1384,0.2361,0.2917,0.8077,0.00893
45,80,67,73,em-4c2a43ecd770,ナンマトル君,all,N,14,2115,2115,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4167,0.3087,0,1,1,0.0838,0.8913,0.1153,0,0,0.9907,0.006625
46,81,68,77,em-c3c3a8e92b71,仮面のいはと先生,water_wind,CR,25,2095,3063,3,水属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.3889,0.2823,0,0.4861,1,0.0803,0.8803,0.1076,0,0,0.9612,0.006256
47,47,29,59,em-7f58743c664e,ポリミタス☆おかいこ,fire_water,MZR,34,4771,3069,2,3ターンの間、自身の属性を風属性に変更する,adaptive,72,0.4375,0.3314,0.9444,1,1,0.1075,0.9015,0.1432,0.1667,0.2917,0.7987,0.008321
48,10,69,44,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5903,0.4853,0.8611,0.6111,1,0.1536,0.9294,0.1998,0.6111,0,0.7956,0.010166
49,82,11,20,em-7fd9b48cee31,七夕星人☆たたるんるん,all,CR,20,3220,1610,2,2ターンの間、味方全員の攻撃力を30%増加させる,counteraction,72,0.4583,0.3491,1,1,1,0.0936,0.8971,0.1298,0,0.4306,0.959,0.014126
