総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,1,41,47,em-9445cdb23342,ハビリスさん,wind,伝,94,10319,5207,0,自身のHPを56%回復する,advantage_creation,72,0.7361,0.6432,1,1,1,0.1439,0.9683,0.202,1.0694,0,0.4,0.010027
2,45,42,60,em-22f9d46fe6f4,ウサウサ八幡,water_wind,伝,88,10872,5964,6,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.6875,0.586,0,0,1,0.1239,0.9561,0.1748,0,0,0.3981,0.007876
3,46,43,5,em-9a400a6535d5,ｸﾗﾌﾄｼﾞﾝｼﾞｬｰの妖精,wind,ZR,44,5054,5006,4,火属性の味方全員のスキルカウントを3減少させる,ignored,72,0.6528,0.5472,0,0,1,0.1011,0.9394,0.1474,0,0,0.9673,0.018849
4,47,44,10,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.6389,0.5306,0,0,1,0.1144,0.9383,0.1631,0,0,0.9129,0.017325
5,4,45,3,em-3de6064f1850,?????,wind,MZR,49,5623,4771,0,1ターンの間、攻撃をリーダーに集中させる(8%カット),advantage_creation,72,0.6389,0.5323,1,1,1,0.11,0.9456,0.1578,0.7639,0,0.9106,0.019879
6,48,46,16,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5833,0.4754,0,0,1,0.105,0.94,0.1514,0,0,0.9082,0.016047
7,49,47,12,em-814151a5ca65,登別ッキー,water,ZR,35,2556,6134,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5625,0.4547,0,0,1,0.0778,0.9411,0.1142,0,0,0.9619,0.0168
8,50,48,74,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.5972,0.4917,0,0,1,0.095,0.9489,0.1366,0,0,0.3865,0.00646
9,51,49,17,em-760bb0daf1c9,ゲキ悪オヤジ(神),all,ZR,53,5112,5112,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.5764,0.4708,0,0,1,0.0872,0.9489,0.1265,0,0,0.9592,0.015589
10,7,50,9,em-a447724e3bc1,ヴァレサバ☆関くん,water_wind,MZR,54,4055,5759,0,1ターンの間、攻撃をリーダーに集中させる(10%カット),advantage_creation,72,0.5833,0.4789,1,1,1,0.0844,0.9389,0.1221,0.6944,0,0.8986,0.017375
11,52,51,20,em-05133b447edd,コメツキ,water,ZR,55,5453,5406,5,水属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5694,0.4627,0,0,1,0.0783,0.9383,0.1151,0,0,0.9564,0.015135
12,53,52,21,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5486,0.4422,0,0,1,0.085,0.9417,0.1223,0,0,0.9551,0.014389
13,54,53,28,em-70a9a07ea8d9,うさ☆八幡さま,water_wind,MZR,60,5964,5964,6,火属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.5278,0.42,0,0,1,0.0883,0.9367,0.1267,0,0,0.8912,0.013208
14,5,54,6,em-018ed1cdac9e,フユシャク,wind,ZR,28,3067,3408,0,味方全員のHPを30%回復する,advantage_creation,72,0.625,0.5229,1,1,1,0.0967,0.9483,0.14,0.7639,0,0.9523,0.018134
15,55,8,1,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.6181,0.5128,1,1,1,0.0922,0.9511,0.1329,0,0.4306,0.9508,0.022898
16,18,55,15,em-9b1b7dceab8e,ブダ山ペスト太郎,all,MZR,40,6305,2044,0,2ターンの間、自身にダメージを20%軽減するシールドを与える,advantage_creation,72,0.6458,0.5462,1,1,1,0.0822,0.9561,0.1211,0.3889,0,0.8838,0.016375
17,56,56,29,em-df40dba7c56a,高野さん,fire_water,ZR,34,4089,4089,5,風属性の味方全員のスキルカウントを4減少させる,ignored,72,0.5694,0.4627,0,0,1,0.0711,0.9406,0.1046,0,0,0.948,0.013111
18,57,57,31,em-f3ce9865b46f,BeasT5,water,ZR,38,4116,4664,7,水属性の敵全員の攻撃カウントを5増加させる,ignored,72,0.5486,0.4422,0,0,1,0.0789,0.9383,0.1152,0,0,0.9466,0.012309
19,58,58,32,em-d2350f280cb8,伊賀NINJA!,wind,ZR,40,1704,5112,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5208,0.4157,0,0,1,0.0806,0.9322,0.1153,0,0,0.9451,0.012002
20,59,59,33,em-29cc8a9cf9cd,ビール売りの小娘,fire_wind,CR,18,1516,3638,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5625,0.453,0,0,1,0.0822,0.9233,0.1203,0,0,0.9787,0.011968
21,2,60,18,em-2f3cf0f345e4,ふらっとウッズ子さん,fire_water,MZR,59,5112,2272,0,1ターンの間、風属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.6181,0.5146,0.9722,1,1,0.0872,0.9539,0.1269,1.0278,0,0.8711,0.015408
22,60,9,4,em-ceb860c3dbdd,美姫お市,water_wind,MZR,60,5964,2556,0,3ターンの間、自身の攻撃力を30%増加させる,counteraction,72,0.5764,0.4691,1,1,1,0.075,0.9406,0.1095,0,0.4306,0.8685,0.019384
23,61,61,39,em-076deec8d0c8,羊蟹☆こ祝いくん,fire_wind,CR,24,2093,2737,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5486,0.4404,0,0,1,0.0711,0.935,0.105,0,0,0.9768,0.011198
24,3,62,26,em-e7f75bf37d9f,あっついさん,water,MZR,40,6134,2726,0,自身のHPを60%回復する,advantage_creation,72,0.5556,0.4484,1,1,1,0.0833,0.9417,0.1196,0.7917,0,0.8633,0.013731
25,62,63,38,em-a04fcf6167db,いはと先生,water,CR,17,2093,3059,3,風属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5,0.3938,0,0,1,0.0628,0.9411,0.092,0,0,0.9756,0.011203
26,16,64,37,em-2a823144560b,パンのん☆春間,all,MZR,56,3919,3408,0,1ターンの間、味方全員に風属性の敵からのダメージを20%軽減するシールドを与える,advantage_creation,72,0.5208,0.4121,0.9722,1,1,0.0739,0.95,0.1079,0.4167,0,0.8581,0.011515
27,63,3,2,em-b6adaf9bf556,こうせえっつう女中,fire_water,CR,17,805,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5278,0.4166,1,1,1,0.0706,0.9344,0.104,0,0.4722,0.9743,0.021144
28,14,65,35,em-f9fcb91b983d,アエネウスと弟くん,fire_water,MZR,60,4175,4175,0,2ターンの間、味方全員に火属性の敵からのダメージを15%軽減するシールドを与える,advantage_creation,72,0.5486,0.4404,0.7778,1,1,0.0722,0.9422,0.1065,0.4583,0,0.8527,0.011647
29,64,66,54,em-d6ea073b633e,鬼八先生,water,MZR,60,8861,2556,3,敵全員の攻撃カウントを1増加させる,ignored,72,0.5,0.3921,0,0,1,0.0656,0.9389,0.0961,0,0,0.8501,0.008514
30,10,67,30,em-5bd7e19b00f4,土田野古子,wind,MZR,31,4732,3028,0,9ターンの間、自身にダメージを11%軽減するシールドを与える,advantage_creation,72,0.5,0.3921,1,1,1,0.085,0.9306,0.1218,0.5278,0,0.8474,0.012411
31,65,7,11,em-490281caead8,にくぁう羽子板・辰,fire_water,MZR,36,3449,3449,0,6ターンの間、風属性の敵に対する自身の攻撃力を24%増加させる,counteraction,72,0.5,0.3921,0.9722,1,1,0.0739,0.9328,0.1067,0,0.4444,0.8447,0.017013
32,66,68,50,em-d4681ac22bb8,フランク,wind,CR,16,2093,2737,4,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4861,0.3782,0,0,1,0.0672,0.9261,0.0984,0,0,0.971,0.009134
33,67,4,7,em-2c6fd048179d,ジョン・鮭児,all,CR,23,1448,2726,0,5ターンの間、自身の攻撃力を12%増加させる,counteraction,72,0.5069,0.3999,1,1,1,0.0717,0.9328,0.1043,0,0.4722,0.9703,0.017457
34,68,69,59,em-4e3940289203,スーパー軍師兵衛ズ,fire_water,MZR,60,7838,2385,3,水属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.386,0,0,1,0.0611,0.925,0.0899,0,0,0.8364,0.007972
35,69,21,14,em-3600ec808f3f,日本海女中,water,CR,15,1288,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5,0.3938,1,1,1,0.0644,0.9228,0.0952,0,0.3194,0.969,0.016392
36,70,17,22,em-e8c7a220a4d9,清少納言,wind,CR,25,3220,1771,0,1ターンの間、風属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5278,0.42,1,1,1,0.0817,0.9356,0.1183,0,0.3472,0.9683,0.014358
37,23,70,36,em-2ddce7bebb05,ツノザヤ君は握手ﾁｭｳ,water,ZR,27,37,3023,0,2ターンの間、味方全員に水属性の敵からのダメージを9%軽減するシールドを与える,advantage_creation,72,0.4931,0.3826,1,1,1,0.065,0.9172,0.0969,0.25,0,0.9178,0.011618
38,19,71,46,em-6c3fedc97022,ご案内・ユカたん,wind,CR,18,1573,2576,0,1ターンの間、火属性の攻撃を自身に集中させる(85%カット),advantage_creation,72,0.5486,0.4422,0.7917,1,1,0.0872,0.9417,0.1252,0.3611,0,0.9669,0.01013
39,71,72,64,em-3a859cb07c11,こんぴらさん先輩,water,CR,25,2898,2898,10,敵全員の攻撃カウントを5増加させる,ignored,72,0.4653,0.3568,0,0,1,0.0544,0.93,0.0798,0,0,0.9662,0.007638
40,24,73,45,em-b820799215bb,ベレンだガマ,water,N,15,1,2145,0,1ターンの間、味方全員にダメージを13%軽減するシールドを与える,advantage_creation,72,0.5069,0.3999,1,1,1,0.0561,0.9228,0.084,0.25,0,0.9918,0.010326
