総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,44,48,7,em-70a9a07ea8d9,うさ☆八幡さま,water_wind,MZR,60,5964,5964,6,火属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.5833,0.4845,0,0,1,0.0456,0.9711,0.0687,0,0,0.92,0.017961
2,45,49,14,em-e394b3795363,伝説の少女キャンディ,fire_wind,MZR,50,5507,5507,7,味方全員のスキルカウントを5減少させる,ignored,72,0.5764,0.4763,0,0,1,0.0583,0.9661,0.0874,0,0,0.9177,0.017008
3,46,50,8,em-5b018e628ca0,道化師・コシャレ,wind,CR,32,3703,4669,5,風属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5833,0.4845,0,0,1,0.0561,0.975,0.0844,0,0,0.9889,0.017821
4,47,51,17,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),all,MZR,55,6475,3748,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.5972,0.4991,0,0,1,0.0594,0.9728,0.0882,0,0,0.9129,0.016483
5,3,52,2,em-f2a813466bbe,The★Youなリバ子,all,MZR,50,5770,3113,0,自身のHPを77%回復する,advantage_creation,72,0.6389,0.5415,1,1,1,0.0717,0.97,0.1042,0.5694,0,0.9106,0.019503
6,48,53,19,em-6262a008b5c9,脱力コンビあろま＆るる,water,ZR,38,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.5069,0.4017,0,0,1,0.0556,0.9561,0.0823,0,0,0.9633,0.016008
7,1,54,6,em-3de6064f1850,?????,wind,MZR,49,5623,4771,0,1ターンの間、攻撃をリーダーに集中させる(8%カット),advantage_creation,72,0.5556,0.452,1,1,1,0.0594,0.9628,0.0896,0.7083,0,0.9058,0.018008
8,7,55,13,em-a447724e3bc1,ヴァレサバ☆関くん,water_wind,MZR,54,4055,5759,0,1ターンの間、攻撃をリーダーに集中させる(10%カット),advantage_creation,72,0.5208,0.4193,1,1,1,0.0439,0.9494,0.0667,0.4861,0,0.9034,0.017239
9,49,32,12,em-eae2cf594e90,オオカマキリ,wind,ZR,32,2215,5521,0,1ターンの間、水属性の敵に対する自身の攻撃力を99%増加させる,counteraction,72,0.5208,0.4231,0.9583,1,1,0.0467,0.9617,0.0695,0,0.1667,0.9592,0.017406
10,50,56,28,em-27802083d7f5,チュニスさん,fire_wind,MZR,50,5964,3919,4,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5347,0.4372,0,0,1,0.0489,0.9589,0.0732,0,0,0.8986,0.013493
11,19,57,23,em-2a823144560b,パンのん☆春間,all,MZR,56,3919,3408,0,1ターンの間、味方全員に風属性の敵からのダメージを20%軽減するシールドを与える,advantage_creation,72,0.5694,0.4682,1,1,1,0.0522,0.9656,0.0788,0.2917,0,0.8961,0.014584
12,51,58,25,em-d7aa913cd61c,チョーカーちゃん,wind,CR,18,805,3935,3,水属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5278,0.4254,0,0,1,0.0544,0.9628,0.0811,0,0,0.9836,0.014006
13,52,59,29,em-9a400a6535d5,ｸﾗﾌﾄｼﾞﾝｼﾞｬｰの妖精,wind,ZR,44,5054,5006,4,火属性の味方全員のスキルカウントを3減少させる,ignored,72,0.4931,0.3896,0,0,1,0.0467,0.9544,0.0692,0,0,0.9537,0.013206
14,53,44,31,em-490281caead8,にくぁう羽子板・辰,fire_water,MZR,36,3449,3449,0,6ターンの間、風属性の敵に対する自身の攻撃力を24%増加させる,counteraction,72,0.5486,0.4457,1,1,1,0.0572,0.9633,0.0849,0,0.0556,0.8887,0.013134
15,54,60,35,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4514,0.3542,0,0,1,0.0367,0.9522,0.0553,0,0,0.8862,0.011758
16,14,28,15,em-bbce42d72486,東がエデン,fire_water,MZR,50,5112,5112,0,1ターンの間、自身の属性を火属性に変更する,adaptive,72,0.5069,0.4072,0.9444,1,1,0.0461,0.9583,0.0688,0.3333,0.1944,0.8838,0.016901
17,55,6,4,em-52f6158a170b,まろやかマロカ先輩,wind,MZR,55,7668,3919,0,1ターンの間、水属性の敵に対する味方全員の攻撃力を50%増加させる,counteraction,72,0.5347,0.4334,0.9861,1,1,0.0594,0.9556,0.0863,0,0.3194,0.8812,0.019419
18,56,61,39,em-1c55e9acc3aa,水戸Come On!,wind,MZR,32,3493,3237,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.5278,0.4291,0,0,1,0.055,0.9583,0.0807,0,0,0.8787,0.010788
19,57,17,5,em-2c6fd048179d,ジョン・鮭児,all,CR,23,1448,2726,0,5ターンの間、自身の攻撃力を12%増加させる,counteraction,72,0.5694,0.4627,1,1,1,0.0589,0.9622,0.0875,0,0.2639,0.9793,0.018329
20,58,9,1,em-3600ec808f3f,日本海女中,water,CR,15,1288,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5556,0.4538,1,1,1,0.0544,0.9611,0.0812,0,0.3056,0.9787,0.021569
21,31,62,30,em-5bd7e19b00f4,土田野古子,wind,MZR,31,4732,3028,0,9ターンの間、自身にダメージを11%軽減するシールドを与える,advantage_creation,72,0.5417,0.4433,1,1,1,0.055,0.9628,0.0811,0.1389,0,0.8711,0.013158
22,59,63,37,em-93778a059b28,mʌんでー＆nuーん,wind,CR,17,2898,2898,3,水属性の敵全員のカウントを1増加させる,ignored,72,0.5278,0.4291,0,0,1,0.0506,0.9617,0.075,0,0,0.9775,0.010978
23,60,20,16,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.5278,0.4254,1,1,1,0.0539,0.9656,0.0797,0,0.25,0.9393,0.016878
24,61,18,3,em-b6adaf9bf556,こうせえっつう女中,fire_water,CR,17,805,2898,0,5ターンの間、リーダーの攻撃力を20%増加させる,counteraction,72,0.5417,0.4396,1,1,1,0.0578,0.9583,0.0864,0,0.2639,0.9762,0.019448
25,62,64,89,em-05c5072dc080,橘の元祖☆みっちー,water_wind,伝,75,9798,4515,4,味方全員のスキルカウントを2減少させる,ignored,72,0.4653,0.3677,0,0,1,0.0333,0.9572,0.0496,0,0,0.3519,0.003701
26,2,65,24,em-018ed1cdac9e,フユシャク,wind,ZR,28,3067,3408,0,味方全員のHPを30%回復する,advantage_creation,72,0.5278,0.4218,1,1,1,0.0617,0.9561,0.0914,0.625,0,0.9348,0.014047
27,63,66,45,em-076deec8d0c8,羊蟹☆こ祝いくん,fire_wind,CR,24,2093,2737,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5208,0.425,0,0,1,0.0456,0.965,0.0682,0,0,0.9743,0.009723
28,24,14,21,em-03ca4c2f4e9d,勝手にストゥッツさん,fire_wind,MZR,51,6560,3786,0,1ターンの間、自身の属性を風属性に変更する,adaptive,72,0.5139,0.4114,0.9306,1,1,0.0478,0.9572,0.0718,0.2361,0.2778,0.8527,0.015688
29,64,23,22,em-e8c7a220a4d9,清少納言,wind,CR,25,3220,1771,0,1ターンの間、風属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5625,0.4564,1,1,1,0.065,0.9617,0.0966,0,0.2361,0.973,0.015593
30,65,67,50,em-c736bc52077a,漱石先生と吾輩たち,water,CR,15,1610,3461,5,火属性の味方全員のスキルカウントを4減少させる,ignored,72,0.4792,0.3795,0,0,1,0.0383,0.96,0.0573,0,0,0.9723,0.009266
31,17,68,34,em-9b1b7dceab8e,ブダ山ペスト太郎,all,MZR,40,6305,2044,0,2ターンの間、自身にダメージを20%軽減するシールドを与える,advantage_creation,72,0.5347,0.4316,1,1,1,0.0383,0.9639,0.0589,0.3056,0,0.8447,0.012189
32,66,69,59,em-8476f5773554,エーランドちゃん,fire_water,CR,30,6070,2160,7,風属性の敵全員の攻撃カウントを5増加させる,ignored,72,0.5069,0.4053,0,0,1,0.0578,0.9594,0.0852,0,0,0.971,0.008623
33,67,70,61,em-c3c3a8e92b71,仮面のいはと先生,water_wind,CR,25,2095,3063,3,水属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4792,0.3795,0,0,1,0.0417,0.9467,0.0623,0,0,0.9703,0.008383
34,5,21,9,em-b3efca57f045,ポロンになった日,wind,R,22,2416,2416,0,1ターンの間、味方全員の属性を風属性に変更する,adaptive,72,0.5417,0.4342,0.9444,1,1,0.0583,0.95,0.0881,0.5417,0.25,0.9887,0.017812
35,36,71,52,em-3ac00001d30a,ネギの向こう側,all,CR,20,2262,2273,0,味方全員のHPを1%回復する,advantage_creation,72,0.5208,0.425,1,1,1,0.0394,0.9628,0.0593,0.0694,0,0.969,0.009151
36,68,72,62,em-b715ad2ad387,ウサピョイ鏡花さん,wind,CR,19,3016,1780,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4931,0.3971,0,0,1,0.0389,0.9633,0.0582,0,0,0.9683,0.008125
37,69,10,20,em-e7480334e10e,脱力系アテナ,fire_water,CR,33,4186,1610,0,1ターンの間、風属性の敵に対する自身の攻撃力を355%増加させる,counteraction,72,0.5208,0.4175,1,1,1,0.0494,0.9561,0.0743,0,0.3056,0.9676,0.015812
38,70,1,11,em-ceb860c3dbdd,美姫お市,water_wind,MZR,60,5964,2556,0,3ターンの間、自身の攻撃力を30%増加させる,counteraction,72,0.4861,0.3836,1,1,1,0.0433,0.9522,0.0647,0,0.4861,0.8252,0.017486
