総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,3,42,1,em-4e2a71a8e1a6,ハチモドキアブ,water,ZR,55,5623,6100,2,死亡している水属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.6875,0.5878,1,1,1,0.1661,0.9475,0.2192,0.9722,0,0.97,0.022677
2,65,21,4,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.5903,0.4871,1,1,1,0.1285,0.9357,0.1742,0,0.3194,0.9177,0.018882
3,18,43,6,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5903,0.4818,1,1,1,0.1357,0.9048,0.1827,0.5833,0,0.9153,0.018763
4,66,9,47,em-a06f040c9490,冬の加奈多パレード,water,伝,80,9542,5282,2,3ターンの間、自身の攻撃力を150%増加させる,counteraction,72,0.5556,0.4557,1,1,1,0.1243,0.9277,0.1669,0,0.4444,0.3943,0.009436
5,67,44,17,em-d2350f280cb8,伊賀NINJA!,wind,ZR,40,1704,5112,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5069,0.3982,0,0.5972,1,0.1185,0.8989,0.161,0,0,0.9646,0.015664
6,10,45,64,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5556,0.4467,1,1,1,0.1429,0.9155,0.1912,0.75,0,0.3904,0.007442
7,68,37,13,em-7c8471edf1df,ハロハロ☆ナモミさま,water_wind,ZR,36,2556,4260,2,1ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.5417,0.4342,1,1,1,0.1151,0.9072,0.1579,0,0.125,0.9619,0.015903
8,9,46,9,em-7fa9f8e8ea8b,ガッサのお嬢,wind,MZR,16,2726,2556,2,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5972,0.4935,0.9861,1,1,0.1358,0.9264,0.1831,0.7639,0,0.9034,0.017939
9,69,17,10,em-09a7a163b0cd,沼南ぱモーセ,water,MZR,38,2556,5623,2,1ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.5,0.3938,1,1,1,0.108,0.9068,0.1451,0,0.3333,0.901,0.017759
10,70,38,18,em-42c90dd17240,GSPS！秀郷先生,fire_water,ZR,34,3578,4601,2,2ターンの間、風属性の敵に対する自身の攻撃力を240%増加させる,counteraction,72,0.5278,0.4183,0.9306,1,1,0.1265,0.9268,0.1682,0,0.0972,0.9578,0.015504
11,71,18,7,em-2d179e9f0835,ﾇｯと出る☆ウイス君,water,MZR,36,5354,2486,2,4ターンの間、リーダーの攻撃力を140%増加させる,counteraction,72,0.5764,0.4673,0.9861,1,1,0.1223,0.9116,0.1685,0,0.3333,0.8961,0.018353
12,13,47,11,em-638abcb1284e,パレンケＶＲＳ,wind,ZR,49,5282,3386,2,1ターンの間、攻撃を自身に集中させる(75%カット),advantage_creation,72,0.5486,0.4457,1,1,1,0.1161,0.9271,0.1549,0.6528,0,0.9551,0.017104
13,46,48,19,em-47c29240fd33,大晦日のネギそば給仕少女,water_wind,MZR,40,3834,3834,2,2ターンの間、攻撃を自身に集中させる(60%カット),advantage_creation,72,0.5208,0.4104,1,1,1,0.1232,0.9025,0.1629,0.2917,0,0.8912,0.015099
14,72,8,2,em-d138d4e46038,きぬたン,water_wind,ZR,48,3067,4771,2,8ターンの間、味方全員の攻撃力を18%増加させる,counteraction,72,0.4931,0.3896,1,1,1,0.082,0.903,0.112,0,0.4583,0.9523,0.021556
15,21,49,22,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,72,0.4653,0.3603,1,1,1,0.1089,0.9068,0.1455,0.5556,0,0.8862,0.014557
16,15,50,16,em-a7819b7b49e4,ホソエガサちゃん,wind,ZR,16,2181,2044,2,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5625,0.4564,0.9861,1,1,0.1002,0.9267,0.1411,0.625,0,0.9494,0.015814
17,22,51,29,em-7a58e59098c4,森神ブーナッド,water,MZR,36,4941,3408,2,風属性の味方全員のHPを120%回復する,advantage_creation,72,0.5347,0.4262,0.9444,1,1,0.1189,0.9001,0.1616,0.5556,0,0.8812,0.014027
18,73,52,38,em-bae534d22214,猫キャットとOLさん,wind,ZR,37,3786,3786,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4653,0.3585,0,0.5417,1,0.0802,0.8719,0.1125,0,0,0.9466,0.011296
19,74,1,5,em-00b4dc762ce0,ハクさんはファイター,wind,MZR,50,3890,5112,2,1ターンの間、味方全員の攻撃力を66%増加させる,counteraction,72,0.4583,0.3508,1,1,1,0.1164,0.9075,0.1515,0,0.5833,0.8762,0.018829
20,16,53,28,em-fa3191833d67,エヴァン,fire_water,CR,28,3381,2776,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5278,0.42,1,1,1,0.1122,0.9275,0.1535,0.625,0,0.9787,0.014072
21,75,3,3,em-663696ccf728,夏の一次幹,water,CR,22,3408,2215,2,3ターンの間、自身の攻撃力を80%増加させる,counteraction,72,0.5347,0.4334,1,1,1,0.0929,0.9302,0.1266,0,0.5417,0.9781,0.020848
22,1,54,8,em-971ee3677529,ポディアさま,wind,CR,20,2254,1127,2,2ターンの間、水属性の攻撃を自身に集中させる(90%カット),advantage_creation,72,0.5764,0.4673,0.9861,1,1,0.1414,0.9161,0.1926,1.1111,0,0.9775,0.018217
23,41,15,21,em-5088462f1ee9,日本一の桃たろす,water,MZR,45,4260,5964,2,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.4931,0.3843,0.7639,1,1,0.0955,0.8932,0.1321,0.3194,0.3889,0.8659,0.014606
