枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-22f9d46fe6f4,ウサウサ八幡,88,10872,5964,6,skill_reduction,0.4911,0.4792,197,3,7,いいえ,ウサウサ八幡 / 田島・ハル / 愛のぴよ子 / みどりのたけしマン / ラパヌイ先生
1,2,em-2f36c9341591,☆龍神☆尊氏様,85,9372,5623,2,multi_hit_attack,0.4847,0.5556,188,12,6,いいえ,☆龍神☆尊氏様 / ある半ブラというＰＷ / 大晦日のネギそば給仕少女 / ブハラ師匠 / おこしんMK-2
1,3,em-a06f040c9490,冬の加奈多パレード,80,9542,5282,2,attack_buff,0.4741,0.5417,183,17,7,いいえ,冬の加奈多パレード / ある半ブラというＰＷ / 大晦日のネギそば給仕少女 / ブハラ師匠 / おこしんMK-2
1,4,em-33880cee5e60,三貴子ツクヨミ,75,10735,4686,3,damage_reduction,0.4688,0.5486,200,0,8,いいえ,三貴子ツクヨミ / ある半ブラというＰＷ / 田島の春 / 花火戦隊サイガーRe / シミ
1,5,em-8d38e9c3aa92,オルカアタッカー虎子,70,9202,6134,1,attack_buff,0.4648,0.4931,194,6,7,いいえ,オルカアタッカー虎子 / 田島・ハル / 愛のぴよ子 / ﾌﾗﾝﾀﾞｰｽのわんわんお / ラパヌイ先生
1,6,em-70a9a07ea8d9,うさ☆八幡さま,60,5964,5964,6,delay,0.4641,0.5,199,1,7,いいえ,うさ☆八幡さま / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 跛荒の鉄男大先生 / 財閥だ浅ちゃん！
1,7,em-39a2f0d8ec72,ロードスのエルフ騎士,44,4430,5623,6,skill_reduction,0.4636,0.5347,198,2,7,いいえ,ロードスのエルフ騎士 / vにゅーさん / トランシルヴァニア家族 / 諏訪子成長期 / シミ
1,8,em-9445cdb23342,ハビリスさん,94,10319,5207,0,heal,0.4634,0.4653,199,1,8,いいえ,ハビリスさん / ペーチパイセン / 田島の春 / 愛のぴよ子 / ラパヌイ先生
1,9,em-df40dba7c56a,高野さん,34,4089,4089,5,skill_reduction,0.4584,0.5556,177,23,7,いいえ,高野さん / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,10,em-a8e1bfbd68cd,秋のタツタちゃん,80,10224,4771,4,multi_hit_attack,0.4572,0.5417,200,0,7,いいえ,秋のタツタちゃん / vにゅーさん / トランシルヴァニア家族 / 黄泉還り！反魂タン / 巨大カンテツ
1,11,em-4a7831bec582,春の音連れ,66,10906,3748,6,skill_reduction,0.4568,0.4722,199,1,7,いいえ,春の音連れ / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 花火戦隊サイガーRe / 財閥だ浅ちゃん！
1,12,em-760bb0daf1c9,ゲキ悪オヤジ(神),53,5112,5112,6,delay,0.4564,0.5208,189,11,8,いいえ,ゲキ悪オヤジ(神) / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 跛荒の鉄男大先生 / 桜レンジャーズ
1,13,em-7c0ef69518eb,有砂小町２ＰＣ,40,5112,5112,4,delay,0.4548,0.5139,183,17,7,いいえ,有砂小町２ＰＣ / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,14,em-94f677409ee2,月甲のルナタスピス,75,10224,4543,3,guard,0.4543,0.5347,171,29,8,いいえ,月甲のルナタスピス / ペーチパイセン / 大晦日のネギそば給仕少女 / ブハラ師匠 / 旧市街地の魔物
1,15,em-daac43f51729,四悪妖・鵺,88,9542,5964,1,attribute_change,0.4516,0.4792,189,11,7,いいえ,四悪妖・鵺 / カルボ姉（ねえ） / トランシルヴァニア家族 / みどりのたけしマン / 巨大カンテツ
1,16,em-e394b3795363,伝説の少女キャンディ,50,5507,5507,7,skill_reduction,0.4513,0.5,189,11,8,いいえ,伝説の少女キャンディ / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 跛荒の鉄男大先生 / 財閥だ浅ちゃん！
1,17,em-814b464a2192,ナナホシ,50,5044,5044,3,skill_reduction,0.4492,0.5139,199,1,8,いいえ,ナナホシ / vにゅーさん / トランシルヴァニア家族 / 諏訪子成長期 / 巨大カンテツ
1,18,em-abcae044297d,ラ・ショー・ドさん,44,5453,3424,5,delay,0.449,0.5347,187,13,7,いいえ,ラ・ショー・ドさん / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,19,em-215080a7a05b,?????,39,4924,4413,4,skill_reduction,0.4472,0.5208,182,18,7,いいえ,????? / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,20,em-ab9b2ce76191,B・O・B,37,4935,3244,3,delay,0.4465,0.5417,180,20,7,いいえ,B・O・B / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,21,em-d6ea073b633e,鬼八先生,60,8861,2556,3,delay,0.4462,0.5069,199,1,7,いいえ,鬼八先生 / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 跛荒の鉄男大先生 / 財閥だ浅ちゃん！
1,22,em-5b018e628ca0,道化師・コシャレ,32,3703,4669,5,delay,0.4423,0.5347,199,1,8,いいえ,道化師・コシャレ / 北間・クラリス嬢 / 田島の春 / ﾌﾗﾝﾀﾞｰｽのわんわんお / 碧海のオフタルもん
1,23,em-d7873747b412,藤のフヒッティ,75,10735,3578,1,damage_reduction,0.4415,0.4861,200,0,8,いいえ,藤のフヒッティ / ある半ブラというＰＷ / 田島の春 / 花火戦隊サイガーRe / シミ
1,24,em-aff304b1eab4,日本一の桃たろす,42,4260,5964,2,attribute_change,0.4413,0.5417,185,15,7,いいえ,日本一の桃たろす / 北間・クラリス嬢 / 大晦日のネギそば給仕少女 / 百華百彩久連子 / 財閥だ浅ちゃん！
1,25,em-cea68c425163,跛荒の鉄男大先生,51,4686,6625,3,multi_hit_attack,0.4411,0.5486,200,0,8,いいえ,跛荒の鉄男大先生 / vにゅーさん / トランシルヴァニア家族 / ﾌﾗﾝﾀﾞｰｽのわんわんお / 巨大カンテツ
