総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,2,49,2,em-6cd949ff7539,?????,fire_water,MZR,53,1842,6475,2,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5764,0.4673,1,1,1,0.119,0.9241,0.1635,0.8611,0,0.92,0.021018
2,20,6,1,em-aa92178d2205,糸巻万太朗,fire,MZR,40,5623,4260,2,1ターンの間、味方全員の属性を水属性に変更する,adaptive,72,0.5903,0.4818,1,1,1,0.1245,0.9232,0.1738,0.4167,0.4722,0.9177,0.02504
3,44,50,14,em-5d34c0af44dd,白兎神★ばうあー,fire,MZR,72,3878,5487,3,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5,0.3974,0,0.4722,1,0.0964,0.8877,0.1328,0,0,0.9153,0.015674
4,29,51,64,em-b2d6a846bb36,哀哭のオオウミガラス,fire_wind,伝,75,9713,4941,2,5ターンの間、味方全員に火属性の敵からのダメージを25%軽減するシールドを与える,advantage_creation,72,0.5347,0.4316,1,1,1,0.0996,0.9163,0.138,0.2917,0,0.3943,0.007826
5,45,52,18,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4722,0.368,0,1,1,0.0872,0.9081,0.1211,0,0,0.9106,0.014796
6,46,46,17,em-983cb2f685ee,再びニートだ浅ちゃん,fire,MZR,40,2044,6816,2,1ターンの間、自身の攻撃力を300%増加させる,counteraction,72,0.4722,0.3628,1,1,1,0.0876,0.8976,0.1221,0,0.0556,0.9082,0.015014
7,8,53,12,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,72,0.5139,0.4043,1,1,1,0.1122,0.9009,0.1549,0.5972,0,0.9058,0.017171
8,7,54,10,em-a11a3441fd8e,レンネルアルケニー,fire_wind,MZR,43,2896,3919,2,1ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5625,0.453,1,1,1,0.1021,0.9138,0.1455,0.6667,0,0.9034,0.017594
9,47,55,21,em-814b464a2192,ナナホシ,fire,ZR,50,5044,5044,3,味方全員のスキルカウントを1減少させる,ignored,72,0.4653,0.3639,0,0.4028,1,0.0741,0.9011,0.1018,0,0,0.9592,0.014115
10,9,56,76,em-9667a89799b5,冬の双子姫,all,伝,77,9628,4686,2,1ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5139,0.406,1,1,1,0.1191,0.9219,0.1596,0.5972,0,0.3826,0.006629
11,48,14,5,em-3c2628783368,すまぁとヤスマサニキ,fire,MZR,50,4260,5623,2,2ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.5347,0.4297,0.8333,1,1,0.0819,0.9091,0.116,0,0.3611,0.8961,0.020232
12,49,29,16,em-1e9e4475c353,ゲラー･ｻﾞ･ｸﾞﾗﾃﾞｨｴｲﾀｰ,fire_wind,MZR,55,3408,5964,2,1ターンの間、水属性の敵に対する味方全員の攻撃力を181%増加させる,counteraction,72,0.4722,0.3662,0.9861,1,1,0.0959,0.8996,0.1328,0,0.2083,0.8937,0.015034
13,50,21,11,em-4206205a0bb1,リュウ・ツカイ,fire,MZR,60,5708,4515,2,3ターンの間、自身の攻撃力を130%増加させる,counteraction,72,0.5069,0.4035,1,1,1,0.0823,0.9148,0.1153,0,0.2917,0.8912,0.017352
14,14,57,24,em-454ebee4a0cd,3人はフォニピュア,all,MZR,60,4941,3578,2,1ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5278,0.4183,1,1,1,0.1192,0.9111,0.1644,0.4722,0,0.8887,0.013758
15,51,38,28,em-bffb26ad3975,アイヌ☆らっくるん,fire_water,MZR,60,2896,6645,2,1ターンの間、風属性の敵に対する味方全員の攻撃力を170%増加させる,counteraction,72,0.4653,0.3551,0.8472,1,1,0.1016,0.8887,0.138,0,0.1389,0.8862,0.013131
16,13,58,23,em-98053d851e29,炎上魔女ベファーナ,fire,MZR,59,2088,3748,2,死亡しているリーダーを130%のHPで蘇らせる,advantage_creation,72,0.5139,0.4078,0.9861,1,1,0.0931,0.9116,0.1292,0.4861,0,0.8838,0.013877
17,52,59,33,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4236,0.3145,0,1,1,0.0929,0.8822,0.1286,0,0,0.948,0.011642
18,53,39,30,em-76691ebd833d,特攻のびゃこ,fire,ZR,38,2641,6219,2,1ターンの間、水属性の敵に対する自身の攻撃力を999%増加させる,counteraction,72,0.4444,0.3409,0.9583,1,1,0.0579,0.8874,0.0846,0,0.1389,0.9466,0.012966
19,54,60,41,em-039a051d72bb,伊万里の重畳,fire,MZR,36,4260,3919,3,火属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.4583,0.3508,0,0.375,1,0.0757,0.8769,0.1088,0,0,0.8762,0.010164
20,35,7,3,em-abc85163565c,コキリコ・QB,fire_wind,CR,23,2817,2978,2,1ターンの間、味方全員の属性を水属性に変更する,adaptive,72,0.5278,0.4183,0.9861,1,1,0.0957,0.9142,0.1347,0.2361,0.4722,0.9787,0.020563
