総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,115,27,4,em-fa2d14d3eb33,大天姿☆ぴよ子,all,MZR,46,7572,756,5,味方全員のスキルカウントを2減少させる,ignored,4,1,1,0,0,1,0.14,1,0.2097,0,0,0.92,0.014032
2,116,28,1,em-231cdc0f0757,忠犬八太郎,fire,R,14,3775,755,6,敵全員の攻撃カウントを2増加させる,ignored,4,1,1,0,0,1,0.1,1,0.1544,0,0,1,0.014829
3,117,29,2,em-feafabb058cc,皐月けいび,fire,N,4,614,614,6,火属性の味方全員のスキルカウントを1減少させる,ignored,4,1,1,0,0,1,0.1,1,0.1544,0,0,1,0.014418
4,118,30,3,em-6d0b27bbd976,なっとくんおじさん,fire,N,7,496,484,2,リーダーのスキルカウントを1減少させる,ignored,4,1,1,0,0,1,0.11,1,0.1657,0,0,0.9999,0.014285
5,119,31,5,em-73250febc8f5,財閥だ浅ちゃん！,fire,MZR,38,2556,7327,4,3ターンの間、自身の攻撃が4回連続攻撃になる,counteraction,4,1,1,0,0,1,0.35,1,0.4691,0,0,0.919,0.012532
6,120,32,6,em-cea68c425163,跛荒の鉄男大先生,fire_water,MZR,51,4686,6625,3,2ターンの間、自身の攻撃が4回連続攻撃になる,counteraction,4,1,1,0,0,1,0.35,1,0.4714,0,0,0.9188,0.012192
7,121,33,7,em-824a4dbb010c,守護天狗くまのたん,fire,MZR,41,1874,7668,3,1ターンの間、自身の攻撃が全体攻撃になる,counteraction,4,1,1,0,0,1,0.16,1,0.2357,0,0,0.9185,0.011839
8,122,34,8,em-773b001a1189,おづぬ様,fire_water,MZR,60,4260,6816,5,4ターンの間、リーダーの攻撃力を555%増加させる,counteraction,4,1,1,0,0,1,0.26,1,0.3657,0,0,0.9183,0.011512
9,123,35,58,em-a78326864213,発音王・S・サイアン,fire_water,伝,88,10650,6560,8,1ターンの間、自身の攻撃力を99999%増加させる,counteraction,4,1,1,0,0,1,0.28,1,0.3871,0,0,0.3984,0.004855
10,124,36,9,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,4,1,1,0,0,1,0.2,1,0.2864,0,0,0.9178,0.010876
11,125,37,66,em-01ed0ad1bb88,ムガるぞ！フマゆん,fire,伝,78,8350,6805,3,2ターンの間、水属性の味方全員の攻撃が全体攻撃になる,counteraction,4,1,1,0,0,1,0.23,1,0.3227,0,0,0.398,0.004599
12,126,38,71,em-5e492c884ca0,三貴子素戔嗚,fire_wind,伝,75,8946,6475,5,2ターンの間、味方全員の攻撃が3回連続攻撃になる,counteraction,4,1,1,0,0,1,0.26,1,0.3657,0,0,0.3978,0.004458
13,127,39,10,em-523af93f71e3,神田祭らーの集い,fire_water,MZR,88,5027,6901,4,1ターンの間、味方全員の攻撃が全体攻撃になる,counteraction,4,1,1,0,0,1,0.2,1,0.2859,0,0,0.9171,0.009994
14,128,40,11,em-f4025e805468,best of 長田さん,fire,MZR,50,3500,7000,1,1ターンの間、自身の属性を風属性に変更する,adaptive,4,1,1,0,0,1,0.17,1,0.2523,0,0,0.9169,0.009716
15,129,41,12,em-57dce5f944a3,うらうらら,fire_water,MZR,50,4260,6390,4,2ターンの間、味方全員の攻撃が2回連続攻撃になる,counteraction,4,1,1,0,0,1,0.25,1,0.3407,0,0,0.9166,0.009446
16,130,42,13,em-0e768525b557,ヘラクレス先輩,fire_water,MZR,70,5885,6230,4,4ターンの間、自身の攻撃が3回連続攻撃になる,counteraction,4,1,1,0,0,1,0.26,1,0.3568,0,0,0.9164,0.009184
