総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,2,35,1,em-45dad5139056,ベギン改・修道女,fire_wind,ZR,37,4565,4467,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.6597,0.5631,1,1,1,0.3083,0.9316,0.3491,0.8056,0,0.97,0.023652
2,16,36,7,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.6111,0.5138,0.9861,1,1,0.3115,0.9057,0.3401,0.4861,0,0.9177,0.020551
3,15,37,8,em-9372502bc6a4,餞のガブリン,fire,MZR,42,1913,5367,4,死亡している火属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.5417,0.4433,1,1,1,0.2128,0.9085,0.243,0.5139,0,0.9153,0.020268
4,51,17,4,em-7941e8376c00,堕楽・ぴよボロス,fire,ZR,46,756,7572,4,5ターンの間、自身の攻撃力を120%増加させる,counteraction,72,0.4931,0.3914,1,1,1,0.1832,0.8087,0.2139,0,0.1528,0.966,0.021276
5,10,38,9,em-11f22e87203d,骨喰　花蟲,fire,MZR,60,2300,5708,4,死亡している火属性の味方全員を60%のHPで蘇らせる,advantage_creation,72,0.5139,0.4151,1,1,1,0.2248,0.8948,0.2497,0.6389,0,0.9106,0.02019
6,7,39,6,em-e73e837049b5,ｿﾞﾝﾋﾞｶﾞｰﾙ･ガブリン,fire,ZR,28,1366,3834,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.5556,0.4557,1,1,1,0.2967,0.8982,0.3187,0.6528,0,0.9633,0.020559
7,4,40,12,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.5694,0.4645,0.9861,1,1,0.2884,0.8996,0.3184,0.7361,0,0.9058,0.019404
8,1,41,3,em-3e1bbfb34a76,芳一大師匠,fire,N,14,1128,1269,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.6111,0.5118,1,1,1,0.2768,0.9008,0.3096,0.9028,0,0.9987,0.021597
9,8,42,13,em-832edc9513ca,Ｈ・Ｆ・ウーマン,fire,MZR,45,6305,3748,4,1ターンの間、攻撃を自身に集中させる(88%カット),advantage_creation,72,0.5486,0.4422,1,1,1,0.2355,0.8446,0.2792,0.6528,0,0.901,0.017669
10,9,43,11,em-549e080062a7,ぶんぶくん,fire,CR,22,1550,895,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5903,0.4927,1,1,1,0.2633,0.9111,0.2925,0.6528,0,0.9848,0.01968
11,52,3,2,em-84d3175a9388,コン勝神☆くー様,fire,MZR,48,3809,7024,4,3ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,72,0.4444,0.3484,1,1,1,0.1442,0.8336,0.1701,0,0.3056,0.8961,0.022336
12,53,5,5,em-dbd545e946e6,嫁劇！くーにゃん,fire,ZR,40,2556,6816,4,1ターンの間、火属性の味方全員の攻撃力を150%増加させる,counteraction,72,0.4583,0.3562,1,1,1,0.1323,0.808,0.1659,0,0.2639,0.9551,0.021201
13,54,12,10,em-f119f767f457,アダム＆エバ,fire_water,ZR,50,5112,4260,4,2ターンの間、味方全員の攻撃力を100%増加させる,counteraction,72,0.5,0.3956,1,1,1,0.2344,0.8247,0.2661,0,0.1944,0.9537,0.020158
14,26,44,15,em-f49b19428b58,ちび丸のハロウィン,fire_water,CR,17,255,2896,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,72,0.5208,0.425,1,1,1,0.2136,0.8909,0.2406,0.25,0,0.9824,0.016457
15,55,6,53,em-4c03ad40dce9,源のゴライコー,all,伝,75,7923,6390,4,3ターンの間、自身の攻撃力を500%増加させる,counteraction,72,0.4375,0.3369,1,1,1,0.161,0.8224,0.1913,0,0.2639,0.3726,0.008254
16,14,45,14,em-955edfecd83b,天晴！ぶんぶくん,fire,ZR,22,1883,1162,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5556,0.4576,0.9861,1,1,0.2596,0.8829,0.2871,0.5417,0,0.9494,0.016953
17,21,46,18,em-d25a7727f654,プラハ嬢,fire_water,MZR,32,1482,4991,4,2ターンの間、味方全員に火属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,72,0.4514,0.3485,1,1,1,0.1909,0.8311,0.2188,0.3611,0,0.8812,0.015399
18,56,29,24,em-d295de1e4086,海の日シスターズ♪,fire_water,ZR,40,3823,4657,4,3ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.4653,0.3639,1,1,1,0.1968,0.802,0.2237,0,0.0694,0.9466,0.014399
19,57,47,30,em-760bb0daf1c9,ゲキ悪オヤジ(神),all,ZR,53,5112,5112,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.4514,0.3467,0,0.3056,1,0.1493,0.7983,0.1824,0,0,0.9451,0.012111
20,13,48,23,em-1ad78d7d3c2f,狐仮面,fire,MZR,22,2215,1789,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5208,0.4212,0.9444,1,1,0.2755,0.9003,0.2955,0.5694,0,0.8736,0.014409
21,33,49,28,em-d0639c20e6b1,ユーコ☆宇宙,all,MZR,24,4260,2556,4,死亡している風属性の味方全員を25%のHPで蘇らせる,advantage_creation,72,0.5139,0.4151,0.9444,1,1,0.1748,0.8771,0.2045,0.1806,0,0.8711,0.012206
22,45,50,37,em-cdd7690ef318,京都コーラマン,fire_water,MZR,59,5959,2800,4,1ターンの間、自身にダメージを96%軽減するシールドを与える,advantage_creation,72,0.4931,0.3952,1,1,1,0.1791,0.8348,0.2081,0.0972,0,0.8685,0.011138
23,34,51,33,em-337e85c2cd90,ユーコ☆スターダスト,all,MZR,60,6053,4354,4,死亡している風属性の味方全員を40%のHPで蘇らせる,advantage_creation,72,0.4653,0.3658,0.9722,1,1,0.1389,0.831,0.1678,0.1667,0,0.8659,0.011632
24,58,52,42,em-e394b3795363,伝説の少女キャンディ,fire_wind,MZR,50,5507,5507,7,味方全員のスキルカウントを5減少させる,ignored,72,0.4306,0.3274,0,0.0694,1,0.1488,0.7887,0.1769,0,0,0.8633,0.009758
25,23,53,25,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,72,0.4653,0.3551,1,1,1,0.2017,0.8388,0.2386,0.3194,0,0.8607,0.013465
26,35,54,89,em-c25db2f5b4ff,メルヘン☆グリ子,fire_wind,伝,80,9202,3748,4,1ターンの間、味方全員にダメージを80%軽減するシールドを与える,advantage_creation,72,0.4653,0.3639,1,1,1,0.1558,0.8368,0.189,0.1667,0,0.3498,0.004365
27,59,55,49,em-267a29792afd,ウーミン,fire,MZR,33,2249,2658,5,味方全員のスキルカウントを2減少させる,ignored,72,0.4931,0.3914,0,0.8611,1,0.2003,0.8099,0.2316,0,0,0.8554,0.008946
28,25,56,27,em-f4ac535052c1,ɑム・ɑクト・パップ,fire,R,13,1341,2416,4,味方全員のHPを88%回復する,advantage_creation,72,0.4931,0.3914,1,1,1,0.188,0.833,0.2262,0.3056,0,0.9909,0.012291
29,60,8,22,em-5861838d2e36,ばうあー泥棒,all,MZR,35,4771,3033,4,2ターンの間、火属性の敵に対する自身の攻撃力を1780%増加させる,counteraction,72,0.4722,0.3717,1,1,1,0.1849,0.8513,0.2131,0,0.2361,0.8501,0.014602
30,61,57,54,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),all,MZR,55,6475,3748,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.4653,0.3585,0,0.4028,1,0.181,0.7985,0.2172,0,0,0.8474,0.008239
31,62,58,51,em-7c0ef69518eb,有砂小町２ＰＣ,fire,ZR,40,5112,5112,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.4306,0.339,0,1,1,0.1041,0.7895,0.1236,0,0,0.9272,0.00877
32,63,9,19,em-7e9ffb70cffa,企業だ浅ちゃん！,fire,ZR,32,1192,7327,4,2ターンの間、自身の攻撃力を400%増加させる,counteraction,72,0.375,0.2747,1,1,1,0.108,0.7588,0.1343,0,0.2361,0.9257,0.015177
33,64,14,17,em-e0dcffe4d5d0,大魔神！せいタン降臨,fire,ZR,44,2044,6305,4,3ターンの間、火属性の味方全員の攻撃力を80%増加させる,counteraction,72,0.3819,0.286,1,1,1,0.1032,0.7876,0.1271,0,0.1806,0.9241,0.015497
34,47,59,56,em-c87499b64151,ラパヌイ先生,fire_water,MZR,45,6441,3067,4,6ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.4583,0.36,1,1,1,0.1597,0.8274,0.1846,0.0694,0,0.8364,0.008046
35,41,60,47,em-ffdcaffc4a41,雑煮入り☆うるっしー,all,ZR,36,3443,3443,4,2ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.4514,0.3522,1,1,1,0.1323,0.7976,0.1608,0.125,0,0.921,0.009064
36,36,61,44,em-b8c4235090fa,バビるわバビル君。,fire,MZR,39,5367,3441,4,3ターンの間、味方全員にダメージを55%軽減するシールドを与える,advantage_creation,72,0.4444,0.3391,1,1,1,0.1873,0.7721,0.218,0.1667,0,0.8308,0.009488
