総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,18,33,5,em-6eed78e1fe62,リア充の権化安倍晴明,all,MZR,100,6782,6271,3,味方全員のHPを100%回復する,advantage_creation,72,0.5417,0.4307,1,1,1,0.1739,0.8708,0.2224,0.4167,0,0.92,0.020222
2,10,34,50,em-748c1a866dbc,Hey Yeah 清盛,fire_wind,伝,75,11417,2896,3,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,72,0.5694,0.4663,1,1,1,0.1876,0.9143,0.2358,0.625,0,0.3981,0.008842
3,57,21,10,em-a85045965911,まさか殿(マジ),all,MZR,100,7463,6628,3,4ターンの間、自身の攻撃力を200%増加させる,counteraction,72,0.4722,0.3662,1,1,1,0.1335,0.8602,0.1716,0,0.1944,0.9153,0.019333
4,58,12,4,em-f33de53ee597,遊無給(ニート)な小町,all,MZR,100,7327,5623,3,1ターンの間、味方全員の攻撃力を200%増加させる,counteraction,72,0.4931,0.3843,1,1,1,0.149,0.8753,0.1917,0,0.3333,0.9129,0.02053
5,9,35,2,em-4533a7697d48,謀反人ミッツ,fire_water,MZR,60,6645,4430,3,2ターンの間、水属性の味方全員にダメージを67%軽減するシールドを与える,advantage_creation,72,0.5069,0.4017,1,1,1,0.1476,0.8923,0.187,0.6528,0,0.9106,0.02131
6,12,36,11,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5208,0.4139,1,1,1,0.1442,0.8956,0.1868,0.5833,0,0.9082,0.019254
7,15,37,9,em-9d7275c7d84e,ハンドさんの匍匐前進,fire,ZR,27,1840,3220,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5347,0.4297,1,1,1,0.1337,0.88,0.1751,0.4583,0,0.9619,0.019617
8,19,38,6,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4792,0.3722,1,1,1,0.1407,0.8624,0.177,0.4167,0,0.9606,0.020038
9,59,5,1,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.4306,0.3238,1,1,1,0.1165,0.8693,0.1525,0,0.4722,0.9592,0.022109
10,60,16,13,em-b95ac93b816d,キタキツネの神様,fire,MZR,29,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.4861,0.38,1,1,1,0.1379,0.8739,0.1778,0,0.2639,0.8986,0.017656
11,16,39,16,em-109e54a3645a,グラン・プラスの魔女,fire,MZR,38,1499,3404,3,1ターンの間、攻撃を自身に集中させる(96%カット),advantage_creation,72,0.5069,0.3999,1,1,1,0.1489,0.8748,0.1892,0.4444,0,0.8961,0.016439
12,61,9,12,em-276d7f996bbe,竜也エボリューション,fire,MZR,49,2044,6305,3,2ターンの間、自身の攻撃力を333%増加させる,counteraction,72,0.4236,0.3198,1,1,1,0.1116,0.8644,0.1436,0,0.3889,0.8937,0.018729
13,22,40,15,em-40350463a9fa,ハンドさんは泳がない,fire,MZR,27,2044,3578,3,2ターンの間、味方全員にダメージを56%軽減するシールドを与える,advantage_creation,72,0.4861,0.3782,1,1,1,0.1447,0.8706,0.1862,0.3611,0,0.8912,0.016547
14,35,41,19,em-db7ee0abcada,ＫＲ２ジョーの戦い,fire,ZR,30,2385,4601,3,1ターンの間、自身に火属性の敵からのダメージを95%軽減するシールドを与える,advantage_creation,72,0.4653,0.3568,1,1,1,0.1464,0.84,0.1802,0.25,0,0.9523,0.015323
15,25,6,3,em-ae529aca2139,夜鳥の会会長,fire,ZR,35,3408,4260,3,1ターンの間、味方全員の属性を水属性に変更する,adaptive,72,0.4722,0.368,0.9861,1,1,0.1242,0.8743,0.16,0.3333,0.4722,0.9508,0.020969
16,31,42,26,em-e795d2bbe2f0,北政所ねね様,fire_wind,MZR,60,5623,4601,3,2ターンの間、風属性の攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5,0.3993,0.8333,1,1,0.1286,0.8851,0.1667,0.2639,0,0.8838,0.013832
