総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,39,40,7,em-7547c480c963,ウミユリーず,fire,MZR,60,4430,6475,5,味方全員のスキルカウントを2減少させる,ignored,72,0.5764,0.4744,0,0,1,0.075,0.9589,0.1106,0,0,0.92,0.018605
2,40,41,8,em-abcae044297d,ラ・ショー・ドさん,fire_water,MZR,44,5453,3424,5,風属性の敵全員の攻撃カウントを3増加させる,ignored,72,0.6597,0.5612,0,0,1,0.0878,0.9633,0.1301,0,0,0.9177,0.018136
3,41,42,6,em-f3861e35df6f,暗黒王まはーかーらん,fire_water,ZR,47,3731,3926,4,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.6458,0.5443,0,0,1,0.0839,0.9672,0.1233,0,0,0.9673,0.018899
4,42,43,9,em-760bb0daf1c9,ゲキ悪オヤジ(神),all,ZR,53,5112,5112,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.5972,0.4972,0,0,1,0.0872,0.9639,0.126,0,0,0.966,0.017978
5,43,44,11,em-814b464a2192,ナナホシ,fire,ZR,50,5044,5044,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5903,0.4853,0,0,1,0.0811,0.9672,0.1191,0,0,0.9646,0.017457
6,15,45,5,em-2f0a120135a2,神降ろし！宮子様,fire,MZR,24,3578,3152,0,味方全員のHPを25%回復する,advantage_creation,72,0.6597,0.5593,1,1,1,0.0972,0.9617,0.1395,0.375,0,0.9082,0.019185
7,2,46,3,em-f9fcb91b983d,アエネウスと弟くん,fire_water,MZR,60,4175,4175,0,2ターンの間、味方全員に火属性の敵からのダメージを15%軽減するシールドを与える,advantage_creation,72,0.6181,0.5202,1,1,1,0.0961,0.9706,0.1375,0.6667,0,0.9058,0.021391
8,21,47,14,em-d72497692e5c,バリ……トゥンク…王,fire_wind,MZR,41,1530,5279,0,1ターンの間、攻撃を自身に集中させる(50%カット),advantage_creation,72,0.5972,0.4917,1,1,1,0.0817,0.9539,0.1201,0.3194,0,0.9034,0.016484
9,44,48,17,em-ab9b2ce76191,B・O・B,fire_water,ZR,37,4935,3244,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.625,0.5247,0,0,1,0.085,0.9617,0.1247,0,0,0.9592,0.015699
10,45,49,23,em-c4663d98c2ff,海・百合男,fire,MZR,33,3748,4430,5,味方全員のスキルカウントを2減少させる,ignored,72,0.5903,0.4889,0,0,1,0.0739,0.96,0.1085,0,0,0.8986,0.014301
11,46,50,24,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.5764,0.4708,0,0,1,0.0917,0.9639,0.1321,0,0,0.8961,0.013869
12,47,51,22,em-215080a7a05b,?????,fire,ZR,39,4924,4413,4,風属性の味方全員のスキルカウントを3減少させる,ignored,72,0.5833,0.4772,0,0,1,0.0878,0.9572,0.1276,0,0,0.9551,0.014481
13,48,52,27,em-27802083d7f5,チュニスさん,fire_wind,MZR,50,5964,3919,4,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5972,0.4935,0,0,1,0.0744,0.9617,0.1102,0,0,0.8912,0.013052
14,49,5,2,em-c1bbe00e5d61,ジョンは時を知らない,all,ZR,48,4771,3493,0,7ターンの間、自身の攻撃力を16%増加させる,counteraction,72,0.625,0.5211,1,1,1,0.0978,0.9628,0.1413,0,0.2361,0.9523,0.023083
15,50,53,25,em-c08850a0aec0,いなば☆うわぁああ！,fire,CR,20,2579,3220,4,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.6111,0.5138,0,0,1,0.0817,0.9628,0.119,0,0,0.9818,0.013726
16,51,22,13,em-2b9338d5254c,電撃のびゃ子,fire,MZR,58,2641,6219,0,2ターンの間、水属性の敵に対する自身の攻撃力を39%増加させる,counteraction,72,0.5972,0.4935,0.8194,1,1,0.085,0.9617,0.1242,0,0.125,0.8838,0.017036
17,52,54,28,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5556,0.4538,0,0,1,0.0811,0.9617,0.1169,0,0,0.948,0.012805
18,53,55,29,em-df40dba7c56a,高野さん,fire_water,ZR,34,4089,4089,5,風属性の味方全員のスキルカウントを4減少させる,ignored,72,0.5833,0.4808,0,0,1,0.0733,0.9628,0.1083,0,0,0.9466,0.012298
19,54,56,43,em-681c8662f2b6,まさか殿(ｼﾞｬｰｼﾞ),all,MZR,55,6475,3748,6,敵全員の攻撃カウントを3増加させる,ignored,72,0.5903,0.4853,0,0,1,0.0878,0.9522,0.1269,0,0,0.8762,0.011071
20,55,57,38,em-039b9996f6f0,おろろセット先輩,fire,ZR,45,1363,5623,5,火属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.5347,0.4297,0,0,1,0.0672,0.9528,0.0985,0,0,0.9437,0.011597
