総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,37,34,1,em-28a4ccf4cbfc,ステンバーイちび蔵,fire_water,ZR,24,596,3748,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,30,0.65,0.4862,0.8,0.7,1,0.3234,0.8872,0.3724,0.7,0,0.97,0.017398
2,70,35,2,em-59ac9769ef60,神犬八房伏姫様,water,CR,24,4093,1223,4,2ターンの間、攻撃を自身に集中させる(70%カット),advantage_creation,30,0.5833,0.4134,0.9,0.8333,1,0.2855,0.8334,0.3247,0.4333,0,0.9898,0.016576
3,67,36,3,em-f49b19428b58,ちび丸のハロウィン,fire_water,CR,17,255,2896,4,死亡している水属性の味方全員を30%のHPで蘇らせる,advantage_creation,30,0.5667,0.4057,0.8667,0.7667,1,0.2549,0.8287,0.2899,0.4667,0,0.9897,0.01543
4,112,37,7,em-62efa937d743,素敵なびわ子たん,water,N,7,500,480,4,1ターンの間、味方全員に風属性の敵からのダメージを80%軽減するシールドを与える,advantage_creation,30,0.5667,0.399,0.6333,0.7667,1,0.2628,0.8358,0.2997,0.1333,0,0.9998,0.014381
5,68,38,5,em-306ef0a3ce60,大納言鮒麿,water,R,14,1812,1548,4,味方全員のHPを80%回復する,advantage_creation,30,0.5667,0.3925,0.9333,0.8333,1,0.3064,0.8217,0.3503,0.4667,0,0.9997,0.014762
6,118,30,8,em-8527b3dd869a,帰って来たいぬやマン,fire_water,R,21,1661,1661,4,1ターンの間、味方全員の攻撃力を150%増加させる,counteraction,30,0.5667,0.3925,0.8667,0.7333,1,0.2546,0.8215,0.2986,0,0.2333,0.9996,0.014099
7,116,39,15,em-51bdb94ec3b1,熱ぅい！地獄雀,water,MZR,43,5964,3408,4,死亡している火属性の味方全員を130%のHPで蘇らせる,advantage_creation,30,0.5667,0.3925,0.6,0.6,1,0.1872,0.8311,0.2381,0.0667,0,0.9162,0.012161
8,69,40,6,em-2a01f5ee5de4,ガラパゴスおぅぼっと,water,R,12,1200,600,4,2ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,30,0.5667,0.3863,0.8333,0.7333,1,0.2329,0.7922,0.2802,0.4667,0,0.9994,0.014506
9,71,41,16,em-bd98030ead3e,首領子襲来!!,water,MZR,33,5680,3786,4,味方全員のHPを111%回復する,advantage_creation,30,0.55,0.372,0.9667,0.7667,1,0.2525,0.8604,0.3056,0.4333,0,0.9149,0.012154
10,119,42,17,em-ba09169b5b3d,あまのちゃん,water,CR,12,300,200,4,1ターンの間、味方全員の攻撃が2回連続攻撃になる,counteraction,30,0.5333,0.3644,0,0.7667,1,0.2347,0.8188,0.2775,0,0,0.9886,0.012064
11,120,20,11,em-0dca19ae5992,降臨！天草トッキー,water,MZR,43,4260,5964,4,2ターンの間、水属性の味方全員の攻撃力を130%増加させる,counteraction,30,0.5333,0.3644,0.8,0.5667,1,0.2075,0.8235,0.2516,0,0.3667,0.9136,0.013044
12,121,43,19,em-272a71a9c15d,キラカードなエッシュ,water,R,12,1812,1510,3,風属性の味方全員のスキルカウントを2減少させる,ignored,30,0.5333,0.3644,0,1,1,0.1816,0.8174,0.2245,0,0,0.9991,0.011578
13,19,44,4,em-c6a0a8b51afe,ライオットうお太,water,MZR,41,3152,4175,4,2ターンの間、味方全員に水属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,30,0.5333,0.3579,0.9,0.6667,1,0.2742,0.8002,0.3252,0.9333,0,0.9123,0.01509
14,72,45,23,em-9cbbb04818bd,シミ,all,ZR,20,1704,2215,4,味方全員のHPを200%回復する,advantage_creation,30,0.5333,0.3579,0.9333,0.7,1,0.2813,0.8445,0.3245,0.3667,0,0.9653,0.011299
15,111,31,20,em-d603cde2467a,ほたるーニャん,water,N,5,450,650,4,1ターンの間、味方全員の属性を風属性に変更する,adaptive,30,0.5333,0.3579,0.9,0.8,1,0.2191,0.7761,0.2712,0.1667,0.2333,0.9993,0.011558
16,38,46,13,em-82e855b7910f,栗林掬太郎,water_wind,ZR,33,5453,2385,4,水属性の味方全員のHPを100%回復する,advantage_creation,30,0.5333,0.3518,0.9,0.6667,1,0.2752,0.8054,0.3224,0.7,0,0.9646,0.012302
17,122,32,24,em-a4d82c09dd0f,魂入！とちぎソウル,water,N,7,565,1837,4,1ターンの間、自身の攻撃力を400%増加させる,counteraction,30,0.5167,0.3507,0.8333,0.7,1,0.2004,0.8041,0.2442,0,0.2,0.9992,0.010923
18,39,47,18,em-9eb7fd81d237,ユウ・レーカさん,water,ZR,20,2044,2556,4,死亡している水属性の味方全員を1%のHPで蘇らせる,advantage_creation,30,0.5167,0.3507,0.9,0.7667,1,0.1982,0.8289,0.2357,0.7,0,0.9638,0.011734
19,123,18,12,em-b50530766df4,夏の妖精白良さん,water,R,19,1699,1699,4,2ターンの間、水属性の味方全員の攻撃力を100%増加させる,counteraction,30,0.5167,0.3507,0.8333,0.7667,1,0.1685,0.7866,0.2157,0,0.4333,0.9984,0.012577
20,124,12,14,em-0bcb369cdcd9,キタキツネの神様,water,ZR,36,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,30,0.5167,0.3441,1,1,1,0.1369,0.852,0.1779,0,0.5333,0.9631,0.012215
21,125,5,10,em-f119f767f457,アダム＆エバ,fire_water,ZR,50,5112,4260,4,2ターンの間、味方全員の攻撃力を100%増加させる,counteraction,30,0.5167,0.3441,0.8333,0.6,1,0.193,0.8202,0.238,0,0.7667,0.9627,0.013098
22,126,48,35,em-0985c7675d5c,みかん姐さん,water,R,13,1100,600,4,2ターンの間、風属性の味方全員の攻撃が全体攻撃になる,counteraction,30,0.5167,0.3378,0,0.7,1,0.226,0.7738,0.2738,0,0,0.9982,0.008986
23,115,49,36,em-573a74e6170b,God of 魚ぉ！,water,N,8,1269,1128,4,味方全員のHPを45%回復する,advantage_creation,30,0.5,0.3306,0.9,0.7333,1,0.2426,0.8007,0.2745,0.1,0,0.9989,0.008828
24,127,13,21,em-d295de1e4086,海の日シスターズ♪,fire_water,ZR,40,3823,4657,4,3ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,30,0.5,0.3306,0.9,0.7,1,0.1804,0.825,0.2206,0,0.5333,0.9616,0.011518
25,128,33,29,em-4586795c80d9,スノーガイ,water,N,7,1500,300,4,2ターンの間、火属性の味方全員の攻撃力を130%増加させる,counteraction,30,0.5,0.3306,0.4667,0.8,1,0.1537,0.7878,0.1899,0,0.1,0.9987,0.010149
26,129,21,33,em-f89a98dd9893,大魔神！せいタン降臨,water,MZR,48,2044,6305,4,4ターンの間、水属性の味方全員の攻撃力を80%増加させる,counteraction,30,0.5,0.318,0.7,0.5333,1,0.2659,0.8097,0.3189,0,0.3667,0.9039,0.009649
27,40,50,28,em-7e35b72ac7e4,琵琶子ｲﾘｭｰｼﾞｮﾝ！,all,N,13,1809,1190,3,1ターンの間、味方全員にダメージを65%軽減するシールドを与える,advantage_creation,30,0.4833,0.3173,1,1,1,0.1979,0.844,0.2381,0.6,0,0.9986,0.010176
28,130,51,43,em-be212cb2b1d8,いはとさん,water,CR,12,760,840,3,風属性の敵全員の攻撃カウントを2増加させる,ignored,30,0.4833,0.3108,0,1,1,0.2142,0.7951,0.2614,0,0,0.9858,0.007638
29,113,52,45,em-eb8dcb3ecb46,ヨーコ須賀パイセン,fire_water,ZR,45,5964,3237,3,1ターンの間、火属性の攻撃を自身に集中させる(85%カット),advantage_creation,30,0.4833,0.3108,0.8667,1,1,0.204,0.8067,0.2489,0.1333,0,0.9598,0.007353
30,131,14,25,em-54ee851ff3fb,zuス様とsiラ様,water,N,10,1410,987,4,3ターンの間、水属性の敵に対する味方全員の攻撃力を90%増加させる,counteraction,30,0.4833,0.3108,0.9,0.7,1,0.164,0.8642,0.2058,0,0.5,0.9985,0.010907
31,117,53,52,em-34853ed0f0f8,ユーコちゃん,all,MZR,24,2556,1533,4,死亡している風属性の味方全員を15%のHPで蘇らせる,advantage_creation,30,0.4833,0.3045,0.7667,0.6667,1,0.232,0.7901,0.2762,0.0667,0,0.9006,0.006548
32,74,54,42,em-ad82a61bcc2a,ｺﾄﾖﾛ!巳ーちゃん様,all,MZR,55,6901,3451,4,2ターンの間、味方全員にダメージを66%軽減するシールドを与える,advantage_creation,30,0.45,0.2917,0.9333,0.6333,1,0.1465,0.8232,0.1744,0.2667,0,0.9,0.007939
33,41,55,32,em-558066e14c81,ダブル・ブロッコリー,water_wind,CR,33,2595,2436,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,30,0.4667,0.2913,1,1,1,0.209,0.7898,0.2546,0.6,0,0.985,0.00966
34,132,19,30,em-a0762b5d76ab,シーラちゃん,water,N,5,600,550,4,3ターンの間、水属性の敵に対する味方全員の攻撃力を50%増加させる,counteraction,30,0.4667,0.2913,0.9,0.7667,1,0.2012,0.793,0.2491,0,0.4333,0.9983,0.009899
35,133,56,47,em-bc2106c87bcd,?????,water,ZR,15,511,2811,3,5ターンの間、自身にダメージを55%軽減するシールドを与える,advantage_creation,30,0.4667,0.2913,1,1,1,0.1902,0.7951,0.2232,0,0,0.9575,0.006933
36,36,1,9,em-dce9e83b7c07,長靴履いたなろう猫,fire_water,MZR,42,3786,2726,3,2ターンの間、味方全員の属性を風属性に変更する,adaptive,30,0.45,0.272,1,1,1,0.2116,0.7725,0.2541,0.7333,1.1,0.8973,0.01325
37,20,57,27,em-144424b04d69,あろまさん,water,N,5,450,650,4,死亡している水属性の味方全員を10%のHPで蘇らせる,advantage_creation,4,0.75,0.26,0.75,0.75,1,0.581,0.8833,0.6299,0.75,0,0.9981,0.01023
