枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-7a5551d5b1ab,琉球童子☆万太郎,42,4260,5623,0,attribute_change,0.5382,0.6319,97,3,7,いいえ,琉球童子☆万太郎 / カルボ姉（ねえ） / 愛のぴよ子 / ɚすぃとあろま？ / 美才能♪かの子さん
1,2,em-4784572b893f,シントラーのリスボン,32,5680,3786,0,attribute_change,0.5144,0.5972,95,5,7,いいえ,シントラーのリスボン / キタマクラさん / ɚすぃとあろま？ / 巳ーちゃん / カクラム先生
1,3,em-7f847f5ad505,電ドロ白鷺嬢,40,6816,2556,1,heal,0.498,0.6042,96,4,8,いいえ,電ドロ白鷺嬢 / 北間・クラリス嬢 / トマティーナ少佐 / ɚすぃとあろま？ / 美才能♪かの子さん
1,4,em-bd7b9f8f305f,レドニツェ嬢,36,6816,2556,0,attack_buff,0.4962,0.5833,100,0,7,いいえ,レドニツェ嬢 / 北間・クララさん / トマティーナ少佐 / みどりのたけしマン / 巨大カンテツ
1,5,em-d1a3ff650b2f,メテオ大好きっこ,26,4669,3229,0,attack_buff,0.4911,0.5903,98,2,8,いいえ,メテオ大好きっこ / 夏至祭のヴァサクサ君 / トマティーナ少佐 / みどりのたけしマン / 巨大カンテツ
1,6,em-df40dba7c56a,高野さん,34,4089,4089,5,skill_reduction,0.4848,0.5694,99,1,7,いいえ,高野さん / 北間・クラリス嬢 / トマティーナ少佐 / みどりのたけしマン / カクラム先生
1,7,em-237ca774c5e5,ルナプリ☆かぐや様,66,8861,1584,1,aoe_attack,0.4806,0.5903,94,6,7,いいえ,ルナプリ☆かぐや様 / ウナギーヌくん / ɚすぃとあろま？ / ブラジリアン首都術 / ハリウッドナナコ師匠
1,8,em-39a2f0d8ec72,ロードスのエルフ騎士,44,4430,5623,6,skill_reduction,0.4806,0.5417,99,1,7,いいえ,ロードスのエルフ騎士 / カルボ姉（ねえ） / 愛のぴよ子 / ɚすぃとあろま？ / 美才能♪かの子さん
1,9,em-7c0ef69518eb,有砂小町２ＰＣ,40,5112,5112,4,delay,0.4782,0.5347,95,5,7,いいえ,有砂小町２ＰＣ / カルボ姉（ねえ） / 愛のぴよ子 / ɚすぃとあろま？ / 美才能♪かの子さん
1,10,em-c545b5a51997,トリニダの怪人,13,4077,1057,2,skill_reduction,0.477,0.6389,98,2,7,いいえ,トリニダの怪人 / カルボ姉（ねえ） / 愛のぴよ子 / 巳ーちゃん / 八狗神伏姫様
1,11,em-3111e08d3ca9,ヒラズゲンセイ,40,6134,3067,0,guard,0.4743,0.5486,96,4,7,いいえ,ヒラズゲンセイ / 北間・クラリス嬢 / トマティーナ少佐 / 巳ーちゃん / ハリウッドナナコ師匠
1,12,em-d09d2f80d34e,トマティーナ少佐,16,3748,2130,2,multi_hit_attack,0.4733,0.6389,98,2,8,いいえ,トマティーナ少佐 / 夏至祭のヴァサクサ君 / イチャン～(から) / みどりのたけしマン / 巨大カンテツ
1,13,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,0.4733,0.5556,97,3,8,いいえ,ダリア・宮子・9 / カルボ姉（ねえ） / 愛のぴよ子 / ɚすぃとあろま？ / 美才能♪かの子さん
1,14,em-93a9275d427c,肉食ドゥブロさん,32,5106,3404,3,attack_buff,0.4686,0.6042,99,1,8,いいえ,肉食ドゥブロさん / トリニダの怪人 / トマティーナ少佐 / みどりのたけしマン / 巨大カンテツ
