枠,順位,キャラID,名前,コスト,HP,Power,スキルターン,スキル種類,v7下限勝率,完成デッキ勝率,完成デッキコスト,残コスト,デッキ探索数,運用例採用,完成デッキ
1,1,em-d7873747b412,藤のフヒッティ,75,10735,3578,1,damage_reduction,0.4696,0.5208,99,1,4,いいえ,藤のフヒッティ / 覚醒ニート / 七夕ぴよ子 / 覚醒むりょく / しょーかくん
1,2,em-5d063141c6e0,ブルーフェイス姐さん,33,3919,4260,0,attribute_change,0.44,0.5069,98,2,8,いいえ,ブルーフェイス姐さん / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,3,em-5a8b6c2acb19,ユスリカ,45,5282,1414,0,aoe_attack,0.4337,0.5556,98,2,8,いいえ,ユスリカ / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / ハリウッドナナコ師匠
1,4,em-8d38e9c3aa92,オルカアタッカー虎子,70,9202,6134,1,attack_buff,0.4169,0.4097,99,1,5,いいえ,オルカアタッカー虎子 / 試作型おこしん / トキシッくんｵｯｽｵｯｽ / おたべ妖精 / ハリウッドナナコ師匠
1,5,em-2e6716824578,横きゅっちゃん,19,2817,2817,5,delay,0.4114,0.5139,94,6,8,いいえ,横きゅっちゃん / えかちぇたん / 摩陀羅　潮真 / ɚすぃとあろま？ / ネムりん
1,6,em-96ed71805a40,白鷺日女路嬢,21,4830,1255,3,heal,0.4105,0.5694,100,0,8,いいえ,白鷺日女路嬢 / ワロンマイナー輩先 / 摩陀羅　潮真 / ????? / 白い悪魔の小町さん
1,7,em-0784bb7beecf,ダリア・宮子・9,42,4771,4089,0,heal,0.4098,0.4514,100,0,8,いいえ,ダリア・宮子・9 / えかちぇたん / トマティーナ少佐 / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,8,em-23638c0715eb,ばけごろう,30,1757,5743,1,attribute_change,0.409,0.5,95,5,8,いいえ,ばけごろう / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,9,em-49b522eac464,ジェヴォたんは狼？,43,3006,6022,4,multi_hit_attack,0.4077,0.5139,96,4,8,いいえ,ジェヴォたんは狼？ / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / ハリウッドナナコ師匠
1,10,em-75c1af17d152,浴衣美人な日女路嬢,38,5623,3748,3,heal,0.4073,0.5069,99,1,8,いいえ,浴衣美人な日女路嬢 / 伝説のビスカやん！ / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,11,em-37ae218b7e9e,有砂小町,40,5112,5112,7,skill_reduction,0.4059,0.4236,97,3,8,いいえ,有砂小町 / ワロンマイナー輩先 / トマティーナ少佐 / みどりのたけしマン / ハリウッドナナコ師匠
1,12,em-9b97e564ea43,ユールシスター☆ノエルん,43,5523,4112,3,multi_hit_attack,0.402,0.4931,96,4,8,いいえ,ユールシスター☆ノエルん / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / ハリウッドナナコ師匠
1,13,em-a20c59ca87c1,Let's☆ハチ公,33,6560,1448,5,delay,0.3986,0.4862,98,2,8,いいえ,Let's☆ハチ公 / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,14,em-23b2ea75fccd,金野デメ子さん,39,4430,5112,0,attribute_change,0.3977,0.4236,96,4,8,いいえ,金野デメ子さん / えかちぇたん / 超患部ぴよフェッサー / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,15,em-6ceef8f285a4,可愛馬！真純ちゃん,41,5964,4566,2,multi_hit_attack,0.3973,0.4653,94,6,8,いいえ,可愛馬！真純ちゃん / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / ハリウッドナナコ師匠
1,16,em-4819d53ddb48,ブハラ師匠,39,5708,3237,3,heal,0.3955,0.5,100,0,8,いいえ,ブハラ師匠 / 伝説のビスカやん！ / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,17,em-2a5e6ca1207c,ケーンクラちゃん,81,9713,4089,6,damage_reduction,0.3947,0.4583,100,0,4,いいえ,ケーンクラちゃん / 覚醒ニート / 戸隠ちび丸 / 覚醒むりょく / あろまちゃん
1,18,em-048f5c5385db,Mr.バトラー,34,4771,3067,1,attribute_change,0.3937,0.4792,99,1,8,いいえ,Mr.バトラー / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,19,em-df40dba7c56a,高野さん,34,4089,4089,5,skill_reduction,0.3861,0.4375,99,1,8,いいえ,高野さん / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,20,em-5861838d2e36,ばうあー泥棒,35,4771,3033,4,attack_buff,0.3851,0.5,100,0,8,いいえ,ばうあー泥棒 / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,21,em-ceda64319ca1,蜜香のウミリンゴ,75,8520,5453,1,attack_buff,0.3851,0.3889,97,3,4,いいえ,蜜香のウミリンゴ / かつお☆カーニバル / 覚醒ニート / ギャリーくん / あん子ちゃん
1,22,em-3ac00001d30a,ネギの向こう側,20,2262,2273,0,heal,0.3834,0.5,94,6,7,いいえ,ネギの向こう側 / アレス暮らし / 摩陀羅　潮真 / ɚすぃとあろま？ / ネムりん
1,23,em-e7f75bf37d9f,あっついさん,40,6134,2726,0,heal,0.3833,0.4236,96,4,8,いいえ,あっついさん / 伝説のビスカやん！ / 試作型おこしん / 呼んでますトムさん / 白い悪魔の小町さん
1,24,em-1d6b42059506,レーティッシュ凛子,35,5623,3229,3,attack_buff,0.3825,0.4653,100,0,8,いいえ,レーティッシュ凛子 / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
1,25,em-a447724e3bc1,ヴァレサバ☆関くん,54,4055,5759,0,guard,0.3818,0.3958,100,0,7,いいえ,ヴァレサバ☆関くん / ワロンマイナー輩先 / トマティーナ少佐 / ɚすぃとあろま？ / ハリウッドナナコ師匠
1,26,em-05133b447edd,コメツキ,55,5453,5406,5,skill_reduction,0.3818,0.375,100,0,8,いいえ,コメツキ / ワロンマイナー輩先 / トマティーナ少佐 / おたべ妖精 / 実はこんにゃくちゃん
1,27,em-814151a5ca65,登別ッキー,35,2556,6134,2,skill_reduction,0.3796,0.4097,100,0,8,いいえ,登別ッキー / ワロンマイナー輩先 / 摩陀羅　潮真 / ＢＥＷ雪玉 / TAGOのBOOTH
