総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,27,74,1,em-6f409bf9b5bd,素敵なステチュさん,fire_wind,N,14,211,2115,2,2ターンの間、水属性の味方全員にダメージを70%軽減するシールドを与える,advantage_creation,30,0.5,0.3514,1,1,1,0.096,0.929,0.1238,0.9333,0,1,0.019001
2,28,75,41,em-748c1a866dbc,Hey Yeah 清盛,fire_wind,伝,75,11417,2896,3,1ターンの間、攻撃を自身に集中させる(77%カット),advantage_creation,30,0.5,0.3372,0.9,0.3,1,0.1023,0.8796,0.139,0.8667,0,0.3994,0.007379
3,102,47,4,em-252e0359c5e1,巳ーちゃん,fire,CR,25,3451,2599,3,2ターンの間、自身の攻撃が5回連続攻撃になる,counteraction,30,0.5,0.3372,0.7333,0.5,1,0.0882,0.8683,0.1185,0,0.4667,0.9897,0.015619
4,47,76,3,em-a7fc49aa8c73,広報担当：アッシュ,fire_water,ZR,37,5112,3748,2,1ターンの間、火属性の攻撃を自身に集中させる。(70%カット),advantage_creation,30,0.4833,0.3312,1,1,1,0.0997,0.9059,0.1302,0.5333,0,0.9688,0.015647
5,103,51,8,em-5b97cf2d5a88,やまたのおろちん,fire,ZR,40,2726,2726,3,2ターンの間、自身の攻撃が7回連続攻撃になる,counteraction,30,0.4833,0.3312,0.7,0.5,1,0.069,0.8832,0.0948,0,0.3667,0.9684,0.014377
6,104,58,11,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,30,0.5,0.3306,0.7,0.4333,1,0.1078,0.8688,0.1454,0,0.3,0.9165,0.013021
7,29,34,2,em-e3e851204c8b,イカすぜ！よりりん,fire,CR,18,2576,2576,2,1ターンの間、味方全員の属性を風属性に変更する,adaptive,30,0.5,0.3306,1,1,1,0.1069,0.871,0.1441,0.7667,0.6,0.989,0.018012
8,105,22,7,em-aefb52be8eca,半間鮫子,fire_water,MZR,52,3411,6823,2,1ターンの間、風属性の味方全員の攻撃が2回連続攻撃になる,counteraction,30,0.4833,0.3241,1,1,1,0.1031,0.8759,0.1369,0,0.9333,0.9151,0.014377
9,106,17,6,em-9413da55b7e0,ヤマピカリャーコ,all,MZR,47,4515,5095,2,1ターンの間、リーダーの攻撃が3回連続攻撃になる,counteraction,30,0.4833,0.3241,1,1,1,0.0769,0.8841,0.1071,0,1.0333,0.9144,0.014538
10,45,77,13,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,30,0.4667,0.3044,0.8,0.3,1,0.1018,0.8754,0.1369,0.7333,0,0.9137,0.012981
11,107,52,16,em-4d9586371e6c,鞭・打つ子さん,fire_water,ZR,38,4106,4106,3,1ターンの間、自身の攻撃が8回連続攻撃になる,counteraction,30,0.4667,0.3044,0.7667,0.5667,1,0.0956,0.8719,0.1275,0,0.3667,0.966,0.012333
12,108,49,18,em-e778e99b9218,不敵な笑みのニタりん,fire,MZR,16,1363,2556,3,1ターンの間、味方全員の攻撃が2回連続攻撃になる,counteraction,30,0.4667,0.3044,0.6333,0.5,1,0.0821,0.862,0.1149,0,0.4333,0.9123,0.011482
13,109,21,14,em-5b1667b398d0,?????,fire,MZR,46,4430,5112,2,1ターンの間、自身の攻撃が4回連続攻撃になる,counteraction,30,0.4667,0.2913,1,1,1,0.1145,0.8732,0.1555,0,0.9667,0.9116,0.012965
14,110,23,10,em-e49404c0e4be,?????,fire,ZR,43,5350,2712,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を214%増加させる,counteraction,30,0.4333,0.2867,0.8667,0.3667,1,0.0603,0.8943,0.0792,0,0.9333,0.9648,0.01325
15,97,78,26,em-bbda291d459c,漆黒及び純白のポワン,all,MZR,20,1704,2896,3,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,30,0.4333,0.2867,0.7,0.5,1,0.0779,0.9037,0.102,0.1333,0,0.9102,0.009996
16,66,79,20,em-7b76cc31326e,迷走のヴァニ江,all,MZR,36,4379,2505,2,1ターンの間、水属性の味方全員にダメージを66%軽減するシールドを与える,advantage_creation,30,0.45,0.2849,1,1,1,0.0934,0.9016,0.1278,0.4333,0,0.9095,0.010389
17,48,80,19,em-a3563f41a151,ラクダンデス隊長,fire_wind,MZR,38,4941,3578,2,1ターンの間、攻撃を自身に集中させる(70%カット),advantage_creation,30,0.45,0.2849,1,1,1,0.1011,0.8781,0.1346,0.5333,0,0.9088,0.010885
18,30,81,17,em-f7f78d464e92,ウミウサーヌ,all,MZR,60,3408,4601,3,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,30,0.45,0.2849,0.6333,0.2,1,0.0922,0.869,0.1282,0.7667,0,0.9081,0.011895
19,67,82,27,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,30,0.45,0.2849,1,1,1,0.0841,0.8784,0.1182,0.4333,0,0.9074,0.009595
20,68,83,23,em-8de6e4494a60,称えよ☆メジェド様！,all,CR,25,2415,2415,2,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,30,0.45,0.2849,1,1,1,0.0795,0.9225,0.1103,0.3667,0,0.9868,0.010149
21,65,84,25,em-2def672b1533,バターリャ後悔王子,fire,CR,30,3213,3213,3,2ターンの間、味方全員に水属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,30,0.4333,0.2724,0.7,0.3667,1,0.0918,0.8761,0.1209,0.4667,0,0.9866,0.010005
22,100,85,29,em-cf5373dcdc2a,コンゴーニャスパス,fire,N,17,1886,1723,3,1ターンの間、攻撃を自身に集中させる(84%カット),advantage_creation,30,0.4333,0.2724,0.7,0.5,1,0.0776,0.8503,0.1028,0.1,0,0.9988,0.009083
23,98,86,33,em-7e35b72ac7e4,琵琶子ｲﾘｭｰｼﾞｮﾝ！,all,N,13,1809,1190,3,1ターンの間、味方全員にダメージを65%軽減するシールドを与える,advantage_creation,30,0.4167,0.2675,0.5333,0.3333,1,0.0575,0.8891,0.0798,0.1333,0,0.9987,0.008875
24,111,53,28,em-502c02710bc4,覚醒けいび,fire,N,6,345,300,2,1ターンの間、火属性の味方全員の攻撃が2回連続攻撃になる,counteraction,30,0.4167,0.2602,1,1,1,0.0972,0.8494,0.125,0,0.3667,0.9987,0.009368
25,112,48,31,em-a0601347b042,グラーツ君,fire,ZR,36,2896,5282,3,2ターンの間、水属性の敵に対する味方全員の攻撃力を150%増加させる,counteraction,30,0.4167,0.2602,0.6333,0.4667,1,0.0843,0.8719,0.1133,0,0.4667,0.9604,0.009009
26,12,87,12,em-ae529aca2139,夜鳥の会会長,fire,ZR,35,3408,4260,3,1ターンの間、味方全員の属性を水属性に変更する,adaptive,4,0.75,0.26,0.75,0.25,1,0.3382,0.9028,0.4313,1,0,0.96,0.013006
27,4,88,5,em-409b16959eac,唸るぜ！よりりん,fire,CR,12,795,805,3,1ターンの間、味方全員の属性を風属性に変更する,adaptive,4,0.75,0.26,0.75,0.75,1,0.344,0.875,0.4301,1.25,0,0.9855,0.014611
