総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,89,70,5,em-1d7c8481ec64,にくぁうちゃん,fire,CR,8,314,913,4,1ターンの間、風属性の敵に対する自身の攻撃力を200%増加させる,counteraction,4,0.875,0.63,1,0.75,1,0.4148,1,0.4907,0,0,0.99,0.015496
2,90,71,8,em-e8fc5c7a59a4,猫毘沙門天,fire,MZR,36,4430,4089,4,3ターンの間、風属性の味方全員の攻撃が全体攻撃になる,counteraction,4,0.875,0.63,1,1,1,0.403,1,0.4879,0,0,0.9194,0.013992
3,58,72,4,em-2080ae65b62a,モヅルン,fire_water,CR,37,3771,1908,3,1ターンの間、風属性の攻撃を自身に集中させる(80%カット),advantage_creation,4,0.875,0.63,1,1,1,0.4,1,0.4845,0.25,0,0.9897,0.015568
4,91,73,9,em-7914d5cdb04d,芋神よしあき,fire,ZR,32,4130,2753,3,1ターンの間、火属性の味方全員の攻撃が2回連続攻撃になる,counteraction,4,0.875,0.63,1,1,1,0.3869,1,0.4545,0,0,0.9689,0.013958
5,92,74,10,em-67aa8e3ee215,川越料理長,fire,CR,17,1175,3655,4,1ターンの間、風属性の敵に対する味方全員の攻撃力を250%増加させる,counteraction,4,0.875,0.63,1,0.75,1,0.3673,1,0.4476,0,0,0.9894,0.013859
6,93,75,11,em-69c72b6c10d2,紳士なトーマスん,fire,R,12,765,835,3,1ターンの間、自身の属性を水属性に変更する,adaptive,4,0.875,0.63,1,1,1,0.35,1,0.4375,0,0,0.9996,0.013615
7,94,76,14,em-d5d58dc5e468,子供神・わらしちゃん,all,N,7,565,1131,4,火属性の敵全員の攻撃カウントを1増加させる,ignored,4,0.875,0.63,0,0.5,1,0.3396,1,0.4231,0,0,0.9997,0.013241
8,27,77,2,em-30e34a964d63,デンマーくん二世,fire,N,5,700,450,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,4,0.875,0.63,1,1,1,0.3017,1,0.3873,0.75,0,0.9996,0.016045
9,41,78,12,em-41b8799b7505,まおーちゃん,fire,MZR,50,3748,4941,3,死亡している水属性の味方全員を33%のHPで蘇らせる,advantage_creation,4,0.875,0.63,0.5,1,1,0.2885,1,0.3565,0.5,0,0.9148,0.013256
10,95,79,15,em-ebd6f9bf2bee,中野華蓮(日本人),fire,CR,17,1516,3638,4,1ターンの間、自身の攻撃力を200%増加させる,counteraction,4,0.875,0.63,0.5,0.5,1,0.2367,1,0.3249,0,0,0.9886,0.01207
11,10,80,3,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,4,0.875,0.63,1,1,1,0.2323,1,0.2968,1.25,0,0.9135,0.015871
12,96,81,22,em-9fe53d26e9cb,ロイ・マタ先輩,fire,MZR,46,2726,6816,3,2ターンの間、火属性の味方全員の攻撃が2回連続攻撃になる,counteraction,4,0.875,0.63,1,1,1,0.2125,1,0.2643,0,0,0.9128,0.010554
13,3,82,1,em-3e1bbfb34a76,芳一大師匠,fire,N,14,1128,1269,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,30,0.7,0.54,0.9333,0.6,1,0.2794,0.8809,0.3461,1.6667,0,0.9994,0.018079
14,15,83,6,em-c6e2304d0b02,パプアさん,fire,CR,26,3365,2270,3,1ターンの間、味方全員に火属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,30,0.6667,0.5085,1,1,1,0.3097,0.9083,0.368,1.2,0,0.9879,0.015474
15,97,24,13,em-6722337c6d78,雨降る倉敷のみかん姐,fire_water,R,15,2718,1963,4,1ターンの間、味方全員の攻撃が全体攻撃になる,counteraction,30,0.65,0.5003,0.8667,0.7667,1,0.2087,0.9357,0.2656,0,0.4667,0.9988,0.013244
16,9,84,7,em-109e54a3645a,グラン・プラスの魔女,fire,MZR,38,1499,3404,3,1ターンの間、攻撃を自身に集中させる(96%カット),advantage_creation,30,0.6333,0.478,1,1,1,0.2633,0.9069,0.3178,1.4333,0,0.9102,0.014645
17,98,85,26,em-02dd665173e3,超回復！反魂タン,fire,R,6,600,700,4,死亡している風属性の味方全員を80%のHPで蘇らせる,advantage_creation,4,0.75,0.4671,0.25,1,1,0.5,1,0.5,0,0,0.9986,0.010101
18,99,29,17,em-e0dcffe4d5d0,大魔神！せいタン降臨,fire,ZR,44,2044,6305,4,3ターンの間、火属性の味方全員の攻撃力を80%増加させる,counteraction,4,0.75,0.4671,0.75,0.5,1,0.3381,1,0.3879,0,0.25,0.9637,0.011608
19,59,86,25,em-31f11b9a8df8,ももとふFREEダム,fire_wind,ZR,40,3408,4260,3,自身のHPを80%回復する,advantage_creation,4,0.75,0.4671,1,1,1,0.3068,1,0.3603,0.25,0,0.9633,0.010218
20,100,87,30,em-74e8fc67e60c,竹輪大臣,fire,N,5,200,900,4,1ターンの間、自身の攻撃力を150%増加させる,counteraction,4,0.75,0.4671,0.75,0.75,1,0.2756,1,0.3291,0,0,0.999,0.009325
21,101,61,34,em-b95ac93b816d,キタキツネの神様,fire,MZR,29,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,30,0.6167,0.4631,1,1,1,0.234,0.8815,0.2819,0,0.2,0.9069,0.008771
22,102,26,19,em-da8da47e0c9c,さるぼぼ・ぼーぼぼ,fire,R,14,1661,2114,3,1ターンの間、自身の攻撃が全体攻撃になる,counteraction,30,0.6167,0.4561,1,1,1,0.1737,0.9172,0.221,0,0.4,0.9981,0.011308
23,16,88,16,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,30,0.6167,0.4429,1,1,1,0.2393,0.8941,0.2957,1.2,0,0.9055,0.012012
24,103,25,20,em-f3091896bc28,腹話フック,fire,CR,15,1610,3220,4,1ターンの間、火属性の味方全員の攻撃が4回連続攻撃になる,counteraction,30,0.6,0.4414,0.7667,0.6,1,0.1486,0.8844,0.1991,0,0.4667,0.9863,0.01083
25,104,59,35,em-1a3ab3b1acf7,聖☆いんてぃないか,fire_water,CR,19,2817,2334,4,3ターンの間、自身の攻撃が全体攻撃になる,counteraction,30,0.6,0.4414,0.9,0.6667,1,0.1712,0.8706,0.2193,0,0.2333,0.9862,0.00873
26,25,89,24,em-9372502bc6a4,餞のガブリン,fire,MZR,42,1913,5367,4,死亡している火属性の味方全員を40%のHPで蘇らせる,advantage_creation,30,0.6,0.4345,0.8333,0.7,1,0.197,0.8813,0.2434,0.8,0,0.9035,0.010384
27,105,67,40,em-504b87d4019a,ニタリくん,fire,CR,16,817,1533,3,1ターンの間、味方全員の攻撃が2回連続攻撃になる,counteraction,30,0.5833,0.4134,1,1,1,0.2191,0.8416,0.272,0,0.0333,0.9858,0.008097
28,55,90,37,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,30,0.5833,0.4134,1,1,1,0.1995,0.8849,0.2453,0.4333,0,0.9599,0.008491
29,17,91,18,em-e51e56c23fa1,上級国民ロヴィーサ,all,ZR,44,2832,2984,4,4ターンの間、火属性の攻撃を自身に集中させる(80%カット),advantage_creation,30,0.5667,0.399,0.9333,0.6667,1,0.2734,0.8839,0.3181,1.2,0,0.9595,0.011431
30,106,60,45,em-824a4dbb010c,守護天狗くまのたん,fire,MZR,41,1874,7668,3,1ターンの間、自身の攻撃が全体攻撃になる,counteraction,30,0.5667,0.3925,1,1,1,0.1935,0.8761,0.249,0,0.2333,0.9008,0.007085
31,107,64,44,em-3cce096dfee9,カギサナ子,fire,CR,15,2415,2415,4,2ターンの間、リーダーの攻撃力を400%増加させる,counteraction,30,0.55,0.3849,0.8333,0.6333,1,0.1688,0.8488,0.208,0,0.1667,0.9852,0.007449
32,108,65,50,em-9ec6297ea6ca,バスてとにゃん,fire_wind,MZR,38,4260,4771,3,2ターンの間、水属性の味方全員の攻撃力を250%増加させる,counteraction,30,0.55,0.3783,1,1,1,0.2134,0.8479,0.2603,0,0.1667,0.8995,0.006616
