総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,3,43,2,em-a81a753351d9,戸定梨香,all,MZR,28,3216,3534,4,死亡している味方全員を7%のHPで蘇らせる,advantage_creation,72,0.5208,0.4193,1,1,1,0.2421,0.8659,0.271,0.8056,0,0.92,0.022284
2,6,44,1,em-89867a1b17eb,ゴッホさんとおこﾀﾞﾘｱ,wind,ZR,25,3158,3220,4,1ターンの間、攻撃を自身に集中させる(90%カット),advantage_creation,72,0.5278,0.4273,1,1,1,0.2122,0.8357,0.2459,0.7222,0,0.9687,0.02253
3,2,45,3,em-1ad78d7d3c2f,狐仮面,fire,MZR,22,2215,1789,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.5208,0.4157,0.9861,1,1,0.252,0.8367,0.2829,0.8333,0,0.9153,0.020682
4,17,46,4,em-eec45136fb23,鋼の肝臓を持つ童子,wind,MZR,60,1704,7497,4,死亡している味方全員を1%のHPで蘇らせる,advantage_creation,72,0.375,0.2786,0.9861,1,1,0.1245,0.7905,0.1486,0.5,0,0.9129,0.019218
5,29,47,11,em-832edc9513ca,Ｈ・Ｆ・ウーマン,fire,MZR,45,6305,3748,4,1ターンの間、攻撃を自身に集中させる(88%カット),advantage_creation,72,0.4444,0.3409,1,1,1,0.1566,0.7848,0.1888,0.3333,0,0.9106,0.017422
6,12,48,5,em-f4ac535052c1,ɑム・ɑクト・パップ,fire,R,13,1341,2416,4,味方全員のHPを88%回復する,advantage_creation,72,0.4653,0.3621,1,1,1,0.1747,0.8116,0.2098,0.5972,0,0.9984,0.019203
7,21,49,8,em-f35caa7e177a,モンポスさん,water_wind,ZR,40,5112,2556,4,1ターンの間、味方全員にダメージを80%軽減するシールドを与える,advantage_creation,72,0.4583,0.3581,1,1,1,0.1481,0.8138,0.182,0.4028,0,0.9619,0.018031
8,52,40,14,em-698af6462642,反魂タン昼食TIME,fire,ZR,32,3067,5623,4,2ターンの間、風属性の敵に対する自身の攻撃力を800%増加させる,counteraction,72,0.4236,0.3198,0.8472,1,1,0.1334,0.7528,0.1662,0,0.0972,0.9606,0.016332
9,20,50,13,em-c89260e1ef3b,曲芸師・ブンブク,fire,MZR,60,6305,2996,4,死亡している味方全員を10%のHPで蘇らせる,advantage_creation,72,0.4306,0.3311,1,1,1,0.1254,0.8203,0.1522,0.4444,0,0.901,0.016776
10,30,51,16,em-e73e837049b5,ｿﾞﾝﾋﾞｶﾞｰﾙ･ガブリン,fire,ZR,28,1366,3834,4,死亡している火属性の味方全員を20%のHPで蘇らせる,advantage_creation,72,0.4097,0.3103,0.9722,1,1,0.1377,0.838,0.1621,0.3333,0,0.9578,0.016031
