総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,34,47,4,em-06a3d28ae15f,オオガラッパ,wind,ZR,36,3783,4771,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.5833,0.4845,0,0,1,0.0478,0.9578,0.0722,0,0,0.97,0.019534
2,14,48,2,em-d7d6357dff74,フェニックス師匠,fire,CR,32,4508,4830,0,自身のHPを20%回復する,advantage_creation,72,0.5833,0.4808,1,1,1,0.0667,0.9689,0.0987,0.375,0,0.9894,0.021696
3,35,49,8,em-7c0ef69518eb,有砂小町２ＰＣ,fire,ZR,40,5112,5112,4,敵全員の攻撃カウントを1増加させる,ignored,72,0.5278,0.4273,0,0,1,0.0511,0.9522,0.0765,0,0,0.9673,0.018472
4,36,50,12,em-c4663d98c2ff,海・百合男,fire,MZR,33,3748,4430,5,味方全員のスキルカウントを2減少させる,ignored,72,0.5417,0.4414,0,0,1,0.0572,0.955,0.0848,0,0,0.9129,0.016951
5,37,51,15,em-39a2f0d8ec72,ロードスのエルフ騎士,fire,MZR,44,4430,5623,6,味方全員のスキルカウントを4減少させる,ignored,72,0.5,0.4012,0,0,1,0.0539,0.9533,0.0793,0,0,0.9106,0.01658
6,38,52,13,em-74d3b0f1ac0c,ひみつのメルルン,wind,ZR,22,3067,3476,3,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.5556,0.4595,0,0,1,0.0522,0.9617,0.078,0,0,0.9633,0.016919
7,39,53,16,em-814b464a2192,ナナホシ,fire,ZR,50,5044,5044,3,味方全員のスキルカウントを1減少させる,ignored,72,0.5139,0.419,0,0,1,0.0417,0.9461,0.0625,0,0,0.9619,0.016428
8,6,54,7,em-018ed1cdac9e,フユシャク,wind,ZR,28,3067,3408,0,味方全員のHPを30%回復する,advantage_creation,72,0.5764,0.4841,1,1,1,0.0506,0.9694,0.0757,0.4861,0,0.9606,0.018644
9,40,55,20,em-ab9b2ce76191,B・O・B,fire_water,ZR,37,4935,3244,3,風属性の敵全員の攻撃カウントを1増加させる,ignored,72,0.5556,0.4615,0,0,1,0.0567,0.9639,0.0837,0,0,0.9592,0.015627
10,10,56,6,em-285a6b18bfb1,いろはの曙ちゃん,fire_water,CR,18,2705,2705,0,自身のHPを50%回復する,advantage_creation,72,0.5972,0.4991,1,1,1,0.0644,0.9639,0.0954,0.4444,0,0.9848,0.019193
