総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,53,18,51,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5486,0.4404,0.9861,1,1,0.1022,0.9373,0.1437,0,0.4444,0.4,0.009458
2,54,24,3,em-5d696ecc61dd,カミキリ,fire,ZR,75,5845,6134,1,8ターンの間、火属性の敵に対する火属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5486,0.4404,0.9861,1,1,0.0891,0.9158,0.1287,0,0.4028,0.9687,0.021817
3,55,19,1,em-08c96cb40803,ノローニャ・パイセン,water_wind,ZR,43,5964,3410,1,5ターンの間、火属性の敵に対する味方全員の攻撃力を30%増加させる,counteraction,72,0.6111,0.5063,0.9583,1,1,0.1083,0.9495,0.1549,0,0.4444,0.9673,0.023757
4,26,49,8,em-cc1dd429dace,?????,fire_water,MZR,58,4171,4737,1,1ターンの間、味方全員に火属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.5764,0.4726,0.9861,1,1,0.075,0.9338,0.1079,0.4306,0,0.9129,0.017444
5,56,50,21,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.4861,0.3836,0,1,1,0.0639,0.914,0.0929,0,0,0.9106,0.015421
6,2,51,2,em-313faf3b400a,バルパラ★イソ子,fire_water,ZR,36,3237,3067,1,2ターンの間、風属性の攻撃を自身に集中させる(70%カット),advantage_creation,72,0.6111,0.5081,0.9722,1,1,0.1021,0.9443,0.1437,0.9167,0,0.9633,0.023754
7,57,41,64,em-ceda64319ca1,蜜香のウミリンゴ,fire_water,伝,75,8520,5453,1,5ターンの間、風属性の敵に対する味方全員の攻撃力を25%増加させる,counteraction,72,0.5347,0.4297,0.9722,1,1,0.0722,0.9351,0.1051,0,0.2361,0.3885,0.007195
8,8,52,61,em-bdcce3725e8b,修験鬼ギュウちゃん,fire,伝,85,9372,5453,1,1ターンの間、味方全員に水属性の敵からのダメージを44%軽減するシールドを与える,advantage_creation,72,0.5486,0.4422,0.9306,1,1,0.0956,0.9395,0.1355,0.7222,0,0.3865,0.007446
9,58,53,28,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4375,0.3314,0,0.3611,1,0.0611,0.915,0.0875,0,0,0.901,0.013859
10,36,54,9,em-4d47f8a702ed,モヘン女ダロぉ,fire,MZR,47,3374,6202,1,2ターンの間、味方全員に風属性の敵からのダメージを36%軽減するシールドを与える,advantage_creation,72,0.5,0.3938,0.9722,1,1,0.073,0.929,0.1052,0.3333,0,0.8986,0.017012
11,59,25,4,em-8660ff550c92,うどんの天使,fire,ZR,40,3067,3748,1,5ターンの間、自身の攻撃力を40%増加させる,counteraction,72,0.5556,0.4467,1,1,1,0.0858,0.9302,0.1241,0,0.4028,0.9564,0.02014
12,60,26,7,em-52f594fdc52e,後楽園☆池田,fire_water,ZR,43,5623,2896,1,1ターンの間、火属性の敵に対する自身の攻撃力を222%増加させる,counteraction,72,0.5833,0.4789,0.9861,1,1,0.0803,0.9348,0.117,0,0.3889,0.9551,0.017931
13,3,55,16,em-2353b8cab444,パレンケＶＲＳ改,wind,MZR,39,5623,3386,1,1ターンの間、味方全員に火属性の敵からのダメージを50%軽減するシールドを与える,advantage_creation,72,0.5694,0.461,1,1,1,0.1063,0.928,0.152,0.875,0,0.8912,0.016236
14,28,42,20,em-ac3306faeab5,マサムネーダー,fire,ZR,32,3919,5112,1,1ターンの間、味方全員の属性を火属性に変更する,adaptive,72,0.5278,0.42,0.875,1,1,0.073,0.9226,0.1051,0.4167,0.2361,0.9523,0.0156
15,48,47,33,em-adcf70bfd425,2人はフェレナント君,water_wind,MZR,37,2982,5964,1,1ターンの間、自身の属性を水属性に変更する,adaptive,72,0.5139,0.4078,0.7917,1,1,0.0878,0.9122,0.1233,0.1944,0.125,0.8862,0.012877
16,61,21,18,em-9974d2b554c4,ｼｬﾐｯ子！シャーミー君,fire_wind,MZR,36,4652,3919,1,2ターンの間、火属性の敵に対する自身の攻撃力を80%増加させる,counteraction,72,0.5347,0.4262,0.9861,1,1,0.0816,0.9107,0.1179,0,0.4306,0.8838,0.016044
17,18,56,23,em-ad53908276ac,ピコ島ぴーこ,fire_wind,MZR,47,4007,5112,1,風属性の味方全員のHPを42%回復する,advantage_creation,72,0.5069,0.3999,1,1,1,0.075,0.9046,0.1073,0.5,0,0.8812,0.014884
18,11,57,65,em-d7873747b412,藤のフヒッティ,fire_water,伝,75,10735,3578,1,3ターンの間、自身にダメージを30%軽減するシールドを与える,advantage_creation,72,0.5278,0.42,1,1,1,0.0981,0.9305,0.1385,0.5972,0,0.3665,0.007168
19,62,14,10,em-06bad6d4123b,猿もの追い払いネキ,wind,ZR,31,2556,5367,1,2ターンの間、味方全員の攻撃力を20%増加させる,counteraction,72,0.4792,0.3688,1,1,1,0.0912,0.9209,0.1274,0,0.4583,0.9451,0.016924
20,63,34,32,em-93bcb3ddcb90,蝦夷の鬼武者,fire,MZR,50,5367,4771,1,6ターンの間、火属性の敵に対する自身の攻撃力を50%増加させる,counteraction,72,0.4861,0.38,1,1,1,0.0908,0.9333,0.1274,0,0.3056,0.8736,0.013111
21,35,58,39,em-2a20d82018a7,強飯式太子君,fire_water,MZR,43,4771,3408,1,火属性の味方全員のHPを40%回復する,advantage_creation,72,0.5208,0.4087,1,1,1,0.0901,0.9416,0.1299,0.3472,0,0.8711,0.011181
22,64,59,38,em-62cea78f14d3,ガラッパ,wind,CR,18,2078,3067,2,風属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4514,0.3467,0,0.3472,1,0.0548,0.9137,0.08,0,0,0.9775,0.011256
23,19,60,74,em-dec390a52ee6,英国ストヘン技師,water_wind,伝,70,8861,4260,1,2ターンの間、味方全員に水属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.5208,0.4121,0.875,1,1,0.0935,0.9148,0.133,0.4861,0,0.3561,0.005723
24,29,61,35,em-ee43bce0e25f,vにゅーさん,all,MZR,51,3567,5271,1,5ターンの間、自身にダメージを35%軽減するシールドを与える,advantage_creation,72,0.4583,0.3491,1,1,1,0.0913,0.914,0.1284,0.4167,0,0.8633,0.012304
25,65,20,5,em-52b1a63b86dd,ヤマさんヤミーさん,fire,CR,27,1288,3220,1,5ターンの間、火属性の敵に対する味方全員の攻撃力を23%増加させる,counteraction,72,0.5139,0.406,1,1,1,0.0956,0.939,0.135,0,0.4444,0.9756,0.018084
26,32,62,44,em-563e34211286,大抵カールのせい,fire_water,MZR,50,4686,5112,1,1ターンの間、味方全員にダメージを20%軽減するシールドを与える,advantage_creation,72,0.4583,0.3544,1,1,1,0.0862,0.9195,0.1201,0.375,0,0.8581,0.010094
27,46,31,29,em-271cd70345ae,下羅多ひひ次郎,wind,ZR,44,2385,6986,1,2ターンの間、自身の属性を全属性(3色混合)に変更する,adaptive,72,0.4514,0.3467,0.8333,1,1,0.0711,0.8961,0.0995,0.2083,0.3333,0.9333,0.013825
28,15,63,36,em-7f847f5ad505,電ドロ白鷺嬢,fire,MZR,40,6816,2556,1,自身のHPを70%回復する,advantage_creation,72,0.5486,0.4404,1,1,1,0.1018,0.9124,0.1431,0.5417,0,0.8527,0.0115
29,5,22,12,em-4debcfcadf66,艶奴太夫,water_wind,MZR,60,3919,5964,1,3ターンの間、自身の属性を水属性に変更する,adaptive,72,0.5069,0.3982,0.7917,1,1,0.0951,0.9046,0.1336,0.8056,0.4306,0.8501,0.016689
30,1,64,24,em-4f85690db8f2,メムノン２８号,wind,ZR,32,937,3408,1,1ターンの間、風属性の攻撃を自身に集中させる(95%カット),advantage_creation,72,0.5347,0.4316,0.9861,1,1,0.0844,0.9335,0.1205,0.9583,0,0.9288,0.014761
31,66,35,34,em-fef48f3b2f9e,まん丸！シャーミー君,fire_wind,ZR,28,3800,3237,1,2ターンの間、火属性の敵に対する自身の攻撃力を70%増加させる,counteraction,72,0.5069,0.3982,1,1,1,0.08,0.9204,0.1148,0,0.2917,0.9272,0.012853
32,21,65,50,em-68c38b69771b,ぱんつぁーぴよ子,fire_wind,MZR,28,4412,3287,1,1ターンの間、火属性の攻撃を自身に集中させる(10%カット),advantage_creation,72,0.5069,0.3999,0.9861,1,1,0.0757,0.9122,0.1088,0.4722,0,0.8419,0.009489
33,22,66,90,em-77df113e9f3b,聖方理納,wind,伝,80,8350,5118,1,1ターンの間、風属性の味方全員にダメージを25%軽減するシールドを与える,advantage_creation,72,0.4514,0.3432,1,1,1,0.0825,0.9171,0.1157,0.4722,0,0.3345,0.003948
34,67,67,62,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.3819,0.2749,0,0.3472,1,0.0668,0.8911,0.0933,0,0,0.8364,0.007349
35,68,7,72,em-cd52b65347bc,フローラさま,fire,伝,75,11161,3408,1,2ターンの間、水属性の敵に対する自身の攻撃力を250%増加させる,counteraction,72,0.5069,0.4017,0.9306,1,1,0.0724,0.9324,0.1047,0,0.5833,0.33,0.006441
36,30,68,52,em-814e01d05463,非伝説の潮真,fire_water,MZR,60,7535,2423,1,1ターンの間、水属性の攻撃を自身に集中させる(50%カット),advantage_creation,72,0.5347,0.4245,0.9444,1,1,0.0849,0.924,0.1219,0.4167,0,0.8308,0.009249
37,6,69,31,em-4016fa16a6ca,Dr.&萌やﾁﾝｹﾞｰﾙ,all,R,14,773,2573,1,味方全員のHPを40%回復する,advantage_creation,72,0.5208,0.4157,1,1,1,0.0859,0.943,0.1236,0.7917,0,0.9876,0.013456
38,69,5,14,em-b9b57c4067ef,危険なイナフさん,wind,MZR,60,4089,4089,1,8ターンの間、自身の攻撃力を45%増加させる,counteraction,72,0.4722,0.3645,1,1,1,0.0679,0.9113,0.0983,0,0.625,0.8252,0.016529
