総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,19,50,5,em-438753e77e6c,デロスの月陽姉弟,fire_water,MZR,41,3237,5453,2,味方全員のHPを60%回復する,advantage_creation,72,0.5556,0.4484,1,1,1,0.126,0.9174,0.1679,0.4861,0,0.92,0.018125
2,49,51,15,em-e15fbf6ecd0c,シャーロック&エッジュ,fire_wind,ZR,41,4260,5112,2,水属性の味方全員のスキルカウントを1減少させる,ignored,72,0.4861,0.3765,0,1,1,0.0854,0.8978,0.1197,0,0,0.9687,0.016493
3,50,52,16,em-02bbd3e33593,飛んだ！イスタン大王,wind,ZR,35,3408,5793,3,水属性の敵全員の攻撃カウントを2増加させる,ignored,72,0.4514,0.3467,0,0.6389,1,0.1158,0.8752,0.1496,0,0,0.9673,0.015998
4,26,53,64,em-b2d6a846bb36,哀哭のオオウミガラス,fire_wind,伝,75,9713,4941,2,5ターンの間、味方全員に火属性の敵からのダメージを25%軽減するシールドを与える,advantage_creation,72,0.5139,0.4043,0.9861,1,1,0.1085,0.886,0.1482,0.3611,0,0.3943,0.007537
5,51,54,23,em-3e7e7e54a83d,妖精女王ミカーンニア,fire,MZR,45,3408,4771,2,風属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4722,0.3662,0,1,1,0.1196,0.8779,0.1594,0,0,0.9106,0.01441
6,52,28,14,em-0984e8e9ee06,加賀のカブキ者,all,MZR,60,4430,6816,2,1ターンの間、自身の攻撃力を350%増加させる,counteraction,72,0.4514,0.3415,1,1,1,0.0943,0.886,0.1315,0,0.2778,0.9082,0.016711
7,53,10,2,em-bffb26ad3975,アイヌ☆らっくるん,fire_water,MZR,60,2896,6645,2,1ターンの間、風属性の敵に対する味方全員の攻撃力を170%増加させる,counteraction,72,0.4514,0.3467,0.9722,1,1,0.0879,0.8894,0.1203,0,0.4583,0.9058,0.019511
8,54,24,1,em-d138d4e46038,きぬたン,water_wind,ZR,48,3067,4771,2,8ターンの間、味方全員の攻撃力を18%増加させる,counteraction,72,0.4861,0.3818,1,1,1,0.0931,0.8993,0.1275,0,0.3056,0.9606,0.019666
9,55,30,10,em-42c90dd17240,GSPS！秀郷先生,fire_water,ZR,34,3578,4601,2,2ターンの間、風属性の敵に対する自身の攻撃力を240%増加させる,counteraction,72,0.5,0.3903,0.9306,1,1,0.1372,0.8792,0.1748,0,0.2639,0.9592,0.016886
10,6,55,8,em-2fe87d344c40,都井 岬パイセン,wind,ZR,36,3237,2896,2,1ターンの間、味方全員に火属性の敵からのダメージを75%軽減するシールドを与える,advantage_creation,72,0.5278,0.4183,1,1,1,0.1227,0.9093,0.1657,0.7083,0,0.9578,0.017646
11,20,56,17,em-1f563ca1152b,キューバのラムちゃん,wind,ZR,47,4703,4703,2,風属性の味方全員のHPを90%回復する,advantage_creation,72,0.4792,0.3688,1,1,1,0.122,0.8731,0.1627,0.4722,0,0.9564,0.015797
12,38,57,31,em-667dae45fa9f,怪童の金たろす,wind,MZR,52,6049,6049,2,3ターンの間、自身にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4306,0.3274,1,1,1,0.0856,0.9054,0.1145,0.2639,0,0.8937,0.013159
