総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,15,38,6,em-109e54a3645a,グラン・プラスの魔女,fire,MZR,38,1499,3404,3,1ターンの間、攻撃を自身に集中させる(96%カット),advantage_creation,72,0.6181,0.5202,1,1,1,0.1754,0.9268,0.2242,0.5694,0,0.92,0.020145
2,62,15,4,em-30058093183f,ダイソナールの竜也,wind,MZR,48,2044,7497,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.5208,0.4104,1,1,1,0.1487,0.8878,0.1954,0,0.2778,0.9177,0.02039
3,3,39,1,em-7652802e8fc0,郷大先生,wind,CR,19,2737,2415,3,2ターンの間、味方全員に火属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.6111,0.5045,0.9861,1,1,0.1994,0.8828,0.2509,0.8472,0,0.9889,0.024326
4,63,33,15,em-6fd11d4d3308,超天狗くまのたん,fire,ZR,35,1704,7497,3,1ターンの間、自身の攻撃力を300%増加させる,counteraction,72,0.4861,0.3782,1,1,1,0.1532,0.8602,0.1932,0,0.1111,0.966,0.017141
5,10,40,3,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5139,0.4078,1,1,1,0.159,0.8681,0.2013,0.6389,0,0.9106,0.020433
6,25,41,12,em-de36aab296aa,月下皇帝ランたん様,fire_water,ZR,50,3150,5367,3,死亡している風属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.5347,0.4316,0.9167,1,1,0.158,0.9033,0.1999,0.4167,0,0.9633,0.017916
7,64,13,8,em-98730869df6a,朱染めの夏炎・朱雀,fire,MZR,70,5282,6475,3,2ターンの間、風属性の敵に対する味方全員の攻撃力を200%増加させる,counteraction,72,0.5139,0.4078,0.8889,1,1,0.1441,0.896,0.1872,0,0.3472,0.9058,0.019489
8,9,42,7,em-7e4426102b17,タンジャンじゃん,fire,CR,22,3139,3139,3,死亡している風属性の味方全員を100%のHPで蘇らせる,advantage_creation,72,0.5903,0.4853,0.9306,1,1,0.169,0.9011,0.2185,0.6528,0,0.986,0.019731
9,30,43,68,em-33880cee5e60,三貴子ツクヨミ,water_wind,伝,75,10735,4686,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.5139,0.406,1,1,1,0.1845,0.8796,0.2287,0.3889,0,0.3846,0.006886
10,65,16,9,em-c46238c7c677,ケラ,fire,ZR,70,3067,7157,3,2ターンの間、火属性の味方全員の攻撃力を100%増加させる,counteraction,72,0.4583,0.3544,1,1,1,0.1094,0.8647,0.1439,0,0.2639,0.9578,0.019467
11,66,21,13,em-89f674ec8b42,ハクさん隊長,wind,CR,25,2737,3059,3,1ターンの間、味方全員の攻撃力を100%増加させる,counteraction,72,0.5625,0.4564,1,1,1,0.1639,0.8776,0.2114,0,0.2222,0.9842,0.017463
12,16,44,17,em-f7f78d464e92,ウミウサーヌ,all,MZR,60,3408,4601,3,1ターンの間、攻撃を自身に集中させる(92%カット),advantage_creation,72,0.5278,0.4183,1,1,1,0.166,0.8417,0.2097,0.5694,0,0.8937,0.015613
13,67,8,5,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.4583,0.3562,1,1,1,0.1004,0.8756,0.1322,0,0.3889,0.8912,0.020248
14,68,5,2,em-93a9275d427c,肉食ドゥブロさん,fire_water,ZR,32,5106,3404,3,3ターンの間、火属性の敵に対する味方全員の攻撃力を100%増加させる,counteraction,72,0.5486,0.4439,0.9722,1,1,0.1567,0.8902,0.2011,0,0.4167,0.9523,0.020536
15,45,45,20,em-b17b3174de7d,ネギtheフィクサー,all,ZR,45,2405,5135,3,2ターンの間、味方全員にダメージを50%軽減するシールドを与える,advantage_creation,72,0.4931,0.3896,1,1,1,0.1353,0.8701,0.1738,0.2361,0,0.9508,0.014428
16,20,46,21,em-6eed78e1fe62,リア充の権化安倍晴明,all,MZR,100,6782,6271,3,味方全員のHPを100%回復する,advantage_creation,72,0.4722,0.3645,1,1,1,0.1206,0.8646,0.158,0.4444,0,0.8838,0.014098
17,14,47,16,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5069,0.3982,1,1,1,0.182,0.8928,0.2227,0.5833,0,0.8812,0.015728
