総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,50,40,55,em-ceda64319ca1,蜜香のウミリンゴ,fire_water,伝,75,8520,5453,1,5ターンの間、風属性の敵に対する味方全員の攻撃力を25%増加させる,counteraction,72,0.6111,0.5045,0.9861,1,1,0.1095,0.9321,0.1549,0,0.3056,0.4,0.00926
2,12,59,4,em-4d47f8a702ed,モヘン女ダロぉ,fire,MZR,47,3374,6202,1,2ターンの間、味方全員に風属性の敵からのダメージを36%軽減するシールドを与える,advantage_creation,72,0.5625,0.4547,0.9444,1,1,0.1132,0.9161,0.1563,0.5139,0,0.9177,0.020442
3,51,10,1,em-5d696ecc61dd,カミキリ,fire,ZR,75,5845,6134,1,8ターンの間、火属性の敵に対する火属性の味方全員の攻撃力を20%増加させる,counteraction,72,0.5486,0.4422,0.9861,1,1,0.1019,0.9258,0.1422,0,0.4583,0.9673,0.026994
4,52,60,17,em-682cda3863fb,脱力コンビあろま＆るる,all,MZR,48,3067,5623,2,リーダーのスキルカウントを1減少させる,ignored,72,0.4792,0.3722,0,0.3194,1,0.0717,0.8916,0.1036,0,0,0.9129,0.015029
5,3,61,59,em-bdcce3725e8b,修験鬼ギュウちゃん,fire,伝,85,9372,5453,1,1ターンの間、味方全員に水属性の敵からのダメージを44%軽減するシールドを与える,advantage_creation,72,0.5764,0.4673,0.9167,1,1,0.1212,0.9311,0.1694,0.6944,0,0.3924,0.007829
6,53,45,75,em-8d38e9c3aa92,オルカアタッカー虎子,water_wind,伝,70,9202,6134,1,3ターンの間、火属性の敵に対する自身の攻撃力を111%増加させる,counteraction,72,0.5278,0.4183,1,1,1,0.1123,0.9184,0.1561,0,0.2778,0.3904,0.006382
7,54,62,22,em-3e2d46063b3e,なっとくん様,all,MZR,70,8026,4618,1,リーダーのスキルカウントを1減少させる,ignored,72,0.4861,0.3782,0,1,1,0.0921,0.9121,0.1282,0,0,0.9058,0.013833
8,55,63,23,em-f47697209ae1,メルっ子☆メルルン,wind,MZR,60,4856,5538,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4514,0.3415,0,0.3056,1,0.1017,0.8895,0.1396,0,0,0.9034,0.013454
9,56,64,25,em-f69cec08bbe4,魔女っ魚☆メルルン,wind,MZR,41,3834,4345,2,火属性の味方全員のスキルカウントを2減少させる,ignored,72,0.4653,0.3551,0,0.2917,1,0.0792,0.8984,0.1112,0,0,0.901,0.013044
10,15,65,19,em-cc1dd429dace,?????,fire_water,MZR,58,4171,4737,1,1ターンの間、味方全員に火属性の敵からのダメージを40%軽減するシールドを与える,advantage_creation,72,0.5347,0.428,0.9722,1,1,0.1079,0.9246,0.1484,0.4583,0,0.8986,0.014817
11,57,16,3,em-08c96cb40803,ノローニャ・パイセン,water_wind,ZR,43,5964,3410,1,5ターンの間、火属性の敵に対する味方全員の攻撃力を30%増加させる,counteraction,72,0.5625,0.4564,1,1,1,0.109,0.9235,0.1539,0,0.4306,0.9564,0.02272
12,31,66,21,em-ee43bce0e25f,vにゅーさん,all,MZR,51,3567,5271,1,5ターンの間、自身にダメージを35%軽減するシールドを与える,advantage_creation,72,0.5139,0.4026,1,1,1,0.106,0.9029,0.1455,0.2639,0,0.8937,0.014528
