総合順位,有利獲得順位,対抗順位,予測使用順位,ID,名前,属性,レア度,コスト,HP,Power,スキルターン,スキル名,行動区分,評価盤面数,予測勝率,勝率信頼下限,実発動率,登場時発動可能率,盤面充足率,味方維持率,敵進行率,攻守均衡,有利獲得/盤面,対抗/盤面,推定所持率,予測使用率
1,2,34,1,em-7652802e8fc0,郷大先生,wind,CR,19,2737,2415,3,2ターンの間、味方全員に火属性の敵からのダメージを85%軽減するシールドを与える,advantage_creation,72,0.6667,0.5659,1,1,1,0.194,0.9464,0.2495,0.7639,0,0.99,0.025386
2,63,10,2,em-69643c1d0dd1,かなんで世界師匠,wind,CR,19,2705,2576,3,2ターンの間、火属性の敵に対する味方全員の攻撃力を200%増加させる,counteraction,72,0.6111,0.5138,0.9861,1,1,0.1533,0.9381,0.2012,0,0.3472,0.9894,0.024005
3,27,35,4,em-68afa2dec462,みどりのたけしマン,water_wind,CR,23,2592,2432,3,3ターンの間、味方全員にダメージを40%軽減するシールドを与える,advantage_creation,72,0.5972,0.4972,1,1,1,0.1786,0.9107,0.2276,0.4028,0,0.9889,0.020138
4,21,36,3,em-32ef1535a66a,ハバキたん,fire_wind,MZR,60,6816,4260,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.5417,0.4396,1,1,1,0.1259,0.9151,0.1664,0.5,0,0.9129,0.020156
5,12,37,7,em-904dc3a6cb19,ɚすぃとLulu？,water_wind,ZR,24,4260,2726,3,1ターンの間、攻撃を自身に集中させる(80%カット),advantage_creation,72,0.5833,0.4789,1,1,1,0.1808,0.9253,0.2273,0.6667,0,0.9646,0.019628
6,64,24,12,em-b27009a57b71,架けろきしわだっしー,fire_wind,MZR,49,1559,6672,3,3ターンの間、自身の攻撃力を255%増加させる,counteraction,72,0.4583,0.3544,1,1,1,0.1283,0.8805,0.1629,0,0.1667,0.9082,0.016678
7,1,38,9,em-5981c18a4a99,オシラサマ,wind,MZR,33,4260,3322,3,味方全員のHPを90%回復する,advantage_creation,72,0.5347,0.428,1,1,1,0.1687,0.8921,0.2203,0.7917,0,0.9058,0.018612
8,31,39,14,em-de36aab296aa,月下皇帝ランたん様,fire_water,ZR,50,3150,5367,3,死亡している風属性の味方全員を50%のHPで蘇らせる,advantage_creation,72,0.5139,0.4078,0.9028,1,1,0.1306,0.8793,0.1686,0.375,0,0.9606,0.016469
9,4,40,6,em-11cceded3ad2,創造主・アヌンナキ,water_wind,MZR,70,4260,5964,3,2ターンの間、味方全員にダメージを60%軽減するシールドを与える,advantage_creation,72,0.4514,0.3467,1,1,1,0.1175,0.8835,0.1538,0.7083,0,0.901,0.020037
10,65,19,15,em-b95ac93b816d,キタキツネの神様,fire,MZR,29,3748,4771,3,2ターンの間、自身の攻撃力を250%増加させる,counteraction,72,0.4931,0.3843,1,1,1,0.1409,0.8703,0.1807,0,0.2361,0.8986,0.016392
